,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-8346762.0,-23151620.0,-12804250.0,-15133784.0,
Repurchase Of Capital Stock,,,,0.0,-251838.0
Repayment Of Debt,-67433514.0,-39566427.0,-39351970.0,-44394496.0,
Issuance Of Debt,57377796.0,31007597.0,38218421.0,48885016.0,
Issuance Of Capital Stock,,0.0,100000000.0,,0.0
Capital Expenditure,-9508594.0,-14984295.0,-3159579.0,-21078360.0,
End Cash Position,2877252.0,33384991.0,78383647.0,2720350.0,
Beginning Cash Position,33384991.0,78383647.0,2720350.0,9684217.0,
Changes In Cash,-30507739.0,-44998656.0,75663297.0,-6963867.0,
Financing Cash Flow,-22180628.0,-21847036.0,88467547.0,8169917.0,
Interest Paid Cff,-8617173.0,-8778682.0,-4344444.0,0.0,
Net Common Stock Issuance,,0.0,100000000.0,0.0,-251838.0
Common Stock Payments,,,,0.0,-251838.0
Common Stock Issuance,,0.0,100000000.0,,0.0
Net Issuance Payments Of Debt,-10055718.0,-8558830.0,-1133549.0,4490520.0,
Net Short Term Debt Issuance,-6055718.0,-4558830.0,866451.0,-13301480.0,
Short Term Debt Payments,-63433514.0,-35566427.0,-37351970.0,-43394496.0,
Short Term Debt Issuance,57377796.0,31007597.0,38218421.0,30093016.0,
Net Long Term Debt Issuance,-4000000.0,-4000000.0,-2000000.0,17792000.0,
Long Term Debt Payments,-4000000.0,-4000000.0,-2000000.0,-1000000.0,
Long Term Debt Issuance,,,0.0,18792000.0,0.0
Investing Cash Flow,-9488943.0,-14984295.0,-3159579.0,-21078360.0,
Net Investment Purchase And Sale,-396706.0,0.0,,,
Purchase Of Investment,-396706.0,0.0,,,
Net PPE Purchase And Sale,-9092237.0,-14984295.0,-3159579.0,-21078360.0,
Sale Of PPE,416357.0,0.0,,,0.0
Purchase Of PPE,-9508594.0,-14984295.0,-3159579.0,-21078360.0,
Operating Cash Flow,1161832.0,-8167325.0,-9644671.0,5944576.0,
Taxes Refund Paid,0.0,-878739.0,-777991.0,-968944.0,
Change In Working Capital,-4672743.0,-23468317.0,-33744299.0,-9498795.0,
Change In Other Current Liabilities,,,,-466916.0,650167.0
Change In Other Current Assets,,,0.0,148164.0,716188.0
Change In Accrued Expense,4030942.0,1723869.0,2145500.0,-466916.0,
Change In Payable,18943641.0,13701527.0,1576213.0,7239265.0,
Change In Prepaid Assets,-50306322.0,-19982227.0,-4911716.0,3761037.0,
Change In Inventory,21861354.0,-3616903.0,-19945237.0,-6314551.0,
Change In Receivables,-29214250.0,-15294583.0,-12609059.0,-14095794.0,
Other Non Cash Items,12902743.0,11479633.0,10156466.0,3297234.0,
Provisionand Write Offof Assets,14464958.0,8690901.0,3341383.0,-3781306.0,
Deferred Tax,,,,777991.0,968944.0
Depreciation And Amortization,14749946.0,13904694.0,13744686.0,13253678.0,
Depreciation,14749946.0,13904694.0,13744686.0,13253678.0,
Pension And Employee Benefit Expense,1004414.0,1184891.0,1018669.0,625577.0,
Gain Loss On Sale Of PPE,-280804.0,0.0,0.0,500000.0,
Net Income From Continuing Operations,-36539405.0,-18976522.0,-3239235.0,2551816.0,
