,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,900000000.0,900000000.0,900000000.0,900000000.0,
Share Issued,900000000.0,900000000.0,900000000.0,900000000.0,
Net Debt,498555721.0,227460894.0,,,
Total Debt,3017145908.0,2781797023.0,2050714354.0,1726449509.0,
Tangible Book Value,1217122491.0,1367484474.0,1410528805.0,1468791601.0,
Invested Capital,1826652648.0,1687682003.0,1412747820.0,1470274573.0,
Working Capital,-1620436803.0,-1368457378.0,-900167855.0,-507780619.0,
Net Tangible Assets,1217122491.0,1367484474.0,1410528805.0,1468791601.0,
Capital Lease Obligations,2417145908.0,2466797023.0,2050714354.0,1726449509.0,
Common Stock Equity,1226652648.0,1372682003.0,1412747820.0,1470274573.0,
Total Capitalization,1226652648.0,1372682003.0,1412747820.0,1470274573.0,
Total Equity Gross Minority Interest,1278078416.0,1414536151.0,1454493709.0,1507222834.0,
Minority Interest,51425768.0,41854148.0,41745889.0,36948261.0,
Stockholders Equity,1226652648.0,1372682003.0,1412747820.0,1470274573.0,
Other Equity Interest,,,,,-149088.0
Retained Earnings,330613732.0,478658307.0,520573302.0,330382983.0,
Capital Stock,900000000.0,900000000.0,900000000.0,900000000.0,
Common Stock,900000000.0,900000000.0,900000000.0,900000000.0,
Total Liabilities Net Minority Interest,6412674273.0,5637894538.0,4644806303.0,4270819801.0,
Total Non Current Liabilities Net Minority Interest,2612041436.0,2665328220.0,2198135144.0,1823855165.0,
Non Current Pension And Other Postretirement Benefit Plans,353339570.0,339254725.0,294561348.0,249589307.0,
Long Term Debt And Capital Lease Obligation,2258701866.0,2326073495.0,1903573796.0,1574265858.0,
Long Term Capital Lease Obligation,2258701866.0,2326073495.0,1903573796.0,1574265858.0,
Current Liabilities,3800632837.0,2972566318.0,2446671159.0,2446964636.0,
Current Deferred Taxes Liabilities,21593218.0,20562945.0,38459929.0,34882882.0,
Current Debt And Capital Lease Obligation,758444042.0,455723528.0,147140558.0,152183651.0,
Current Capital Lease Obligation,158444042.0,140723528.0,147140558.0,152183651.0,
Current Debt,600000000.0,315000000.0,0.0,0.0,
Current Provisions,2929502.0,2705759.0,6747662.0,9389985.0,
Payables,2658731973.0,2192673559.0,2061373329.0,2073593527.0,
Other Payable,171231826.0,168017259.0,211884206.0,219742128.0,
Total Tax Payable,47821160.0,42091421.0,48073991.0,41107275.0,
Accounts Payable,2439678987.0,1982564879.0,1801415132.0,1812744124.0,
Total Assets,7690752689.0,7052430689.0,6099300012.0,5778042635.0,
Total Non Current Assets,5510556655.0,5448321749.0,4552796708.0,3838858618.0,
Other Non Current Assets,14111946.0,13204996.0,5313759.0,7838427.0,
Non Current Prepaid Assets,10300000.0,10300000.0,,,
Investmentin Financial Assets,30926528.0,28789688.0,3002069.0,3002069.0,
Available For Sale Securities,9248364.0,8300964.0,3002069.0,3002069.0,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,21678164.0,20488724.0,,,
Long Term Equity Investment,331854467.0,303064144.0,194797870.0,162268640.0,
Investmentsin Joint Venturesat Cost,250595519.0,226458712.0,126520685.0,96513311.0,
Investmentsin Associatesat Cost,81258948.0,76605432.0,68277185.0,65755329.0,
Investment Properties,655522650.0,644321112.0,598427052.0,1608312369.0,
Goodwill And Other Intangible Assets,9530157.0,5197529.0,2219015.0,1482972.0,
Other Intangible Assets,9530157.0,5197529.0,2219015.0,1482972.0,
Net PPE,4198854332.0,4348424034.0,3617340721.0,1893534591.0,
Accumulated Depreciation,-2864051736.0,-2543421977.0,-2364263541.0,-1361456788.0,
Gross PPE,7062906068.0,6891846011.0,5981604262.0,3254991379.0,
Construction In Progress,154588050.0,80676368.0,25054131.0,29801510.0,
Other Properties,3195684403.0,3251970762.0,2832011657.0,383669868.0,
Machinery Furniture Equipment,1718455070.0,1662814568.0,1492071220.0,1343494758.0,
Buildings And Improvements,1155627593.0,1104091243.0,1023503717.0,956860631.0,
Land And Improvements,838550952.0,792293070.0,608963537.0,541164612.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,2180196034.0,1604108940.0,1546503304.0,1939184017.0,
Assets Held For Sale Current,,0.0,1011367.0,87676466.0,1339818.0
Restricted Cash,,,,,14436837.0
Prepaid Assets,176511185.0,173201302.0,147062989.0,159050892.0,
Inventory,1697949342.0,1226781382.0,1089686034.0,941562039.0,
Inventories Adjustments Allowances,-104336497.0,-42387626.0,-41829691.0,-47028278.0,
Finished Goods,1759406762.0,1232840515.0,1096742464.0,964279296.0,
Raw Materials,42879077.0,36328493.0,34773261.0,24311021.0,
Other Receivables,33723739.0,18466181.0,19578049.0,157463191.0,
Accounts Receivable,166968695.0,64818982.0,43009766.0,34788377.0,
Allowance For Doubtful Accounts Receivable,-47768332.0,-42570969.0,-41871995.0,-42099259.0,
Gross Accounts Receivable,214737027.0,107389951.0,84881761.0,76887636.0,
Cash Cash Equivalents And Short Term Investments,102806857.0,88757250.0,216775625.0,717693944.0,
Other Short Term Investments,1362578.0,1218144.0,35000000.0,404619837.0,
Cash And Cash Equivalents,101444279.0,87539106.0,181775625.0,313074107.0,
Cash Equivalents,,0.0,40000000.0,0.0,
Cash Financial,101444279.0,87539106.0,141775625.0,313074107.0,
