,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,1905360.367741,0.0,
Tax Rate For Calcs,0.2,0.242518,0.238349,0.2,
Total Unusual Items,,0.0,7994000.0,,
Total Unusual Items Excluding Goodwill,,0.0,7994000.0,,
Net Income From Continuing Operation Net Minority Interest,-43753000.0,70995000.0,66940000.0,-18225000.0,
Reconciled Depreciation,17989000.0,15873000.0,10655000.0,8801000.0,
Net Interest Income,,,-13408000.0,-10035000.0,
Interest Income,-48827000.0,-39783000.0,-73161000.0,57333000.0,
Normalized Income,-43753000.0,70995000.0,60851360.367741,-18225000.0,
Net Income From Continuing And Discontinued Operation,-43753000.0,70995000.0,66940000.0,-18225000.0,
Total Expenses,1435726000.0,1056441000.0,793425000.0,627296000.0,
Rent Expense Supplemental,81000.0,452000.0,219000.0,117000.0,
Diluted Average Shares,79815000.0,79815000.0,66039000.0,63134000.0,
Basic Average Shares,79815000.0,79815000.0,66039000.0,63134000.0,
Diluted EPS,-0.55,0.89,1.01,-0.29,
Basic EPS,-0.55,0.89,1.01,-0.29,
Diluted NI Availto Com Stockholders,-43753000.0,70995000.0,66940000.0,-18225000.0,
Net Income Common Stockholders,-43753000.0,70995000.0,66940000.0,-18225000.0,
Otherunder Preferred Stock Dividend,,,,2881000.0,2869000.0
Net Income,-43753000.0,70995000.0,66940000.0,-18225000.0,
Net Income Including Noncontrolling Interests,-43753000.0,70995000.0,66940000.0,-18225000.0,
Net Income Continuous Operations,-43753000.0,70995000.0,66940000.0,-18225000.0,
Tax Provision,12483000.0,22730000.0,20948000.0,18631000.0,
Pretax Income,-31270000.0,93725000.0,87888000.0,406000.0,
Other Income Expense,3614000.0,4139000.0,14269000.0,455000.0,
Special Income Charges,,0.0,7994000.0,,
Other Special Charges,,0.0,0.0,,
Restructuring And Mergern Acquisition,,0.0,-7994000.0,,
Net Non Operating Interest Income Expense,,,-13408000.0,-10035000.0,
Total Other Finance Cost,,,13408000.0,10035000.0,
Other Operating Expenses,12884000.0,13828000.0,21289000.0,14121000.0,
Depreciation And Amortization In Income Statement,696000.0,1103000.0,703000.0,1125000.0,
Selling General And Administration,5204000.0,4979000.0,4445000.0,2790000.0,
Selling And Marketing Expense,3000.0,40000.0,456000.0,333000.0,
General And Administrative Expense,5201000.0,4939000.0,3989000.0,2457000.0,
Rent And Landing Fees,81000.0,452000.0,219000.0,117000.0,
Total Revenue,1404456000.0,1150166000.0,881313000.0,627702000.0,
Operating Revenue,1404456000.0,1150166000.0,881313000.0,627702000.0,
Net Policyholder Benefits And Claims,1284157000.0,960520000.0,692371000.0,402222000.0,
