,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,115894190.0,250398644.0,296171869.0,140700178.0,
Repayment Of Debt,-18712000.0,-18714240.0,-102830000.0,-134951637.0,
Issuance Of Debt,,0.0,54118000.0,146239637.0,50843600.0
Capital Expenditure,-98025851.0,-213673678.0,-54782129.0,-112609756.0,
End Cash Position,127891184.0,245261942.0,125237441.0,60602485.0,
Beginning Cash Position,245261942.0,125237441.0,60602485.0,120857509.0,
Changes In Cash,-117370758.0,120024501.0,64634956.0,-60255024.0,
Financing Cash Flow,-237037521.0,-261035714.0,-231536913.0,-200955202.0,
Interest Paid Cff,-2136841.0,-1448233.0,-4047894.0,-5073952.0,
Cash Dividends Paid,-199895072.0,-224774980.0,-167096445.0,-199013790.0,
Common Stock Dividend Paid,-199895072.0,-224774980.0,-167096445.0,-199013790.0,
Net Issuance Payments Of Debt,-18712000.0,-18714240.0,-48712000.0,11288000.0,
Net Long Term Debt Issuance,-18712000.0,-18714240.0,-48712000.0,11288000.0,
Long Term Debt Payments,-18712000.0,-18714240.0,-102830000.0,-134951637.0,
Long Term Debt Issuance,,0.0,54118000.0,146239637.0,50843600.0
Investing Cash Flow,-94253278.0,-83012107.0,-54782129.0,-112609756.0,
Interest Received Cfi,3772573.0,6025049.0,0.0,,
Net Business Purchase And Sale,,,,0.0,-118125000.0
Purchase Of Business,,,,0.0,-118125000.0
Net Intangibles Purchase And Sale,-3440000.0,-3704695.0,-1325000.0,-83125.0,
Purchase Of Intangibles,-3440000.0,-3704695.0,-1325000.0,-83125.0,
Net PPE Purchase And Sale,-94585851.0,-85332461.0,-53457129.0,-112526631.0,
Sale Of PPE,0.0,124636522.0,0.0,0.0,
Purchase Of PPE,-94585851.0,-209968983.0,-53457129.0,-112526631.0,
Operating Cash Flow,213920041.0,464072322.0,350953998.0,253309934.0,
Taxes Refund Paid,-15495594.0,-18243131.0,-16683306.0,-18207612.0,
Change In Working Capital,-191498630.0,26953143.0,-134173938.0,-207408734.0,
Change In Other Current Assets,-15486246.0,-71621463.0,-40367326.0,-52285566.0,
Change In Accrued Expense,-6770017.0,773941.0,17108928.0,12804230.0,
Change In Payable,24618390.0,-16166874.0,1292491.0,13256335.0,
Change In Prepaid Assets,-44284825.0,-256012.0,-8256216.0,-3486427.0,
Change In Inventory,-22861718.0,-4564138.0,-495341.0,-3477833.0,
Change In Receivables,-126714214.0,118787689.0,-103456474.0,-174219473.0,
Other Non Cash Items,66174596.0,48152613.0,57616351.0,49803129.0,
Provisionand Write Offof Assets,21106397.0,9066246.0,19174630.0,55190403.0,
Deferred Tax,16476071.0,15878972.0,17624413.0,16814797.0,
Depreciation And Amortization,89181467.0,96995147.0,100100469.0,100413511.0,
Amortization Cash Flow,649102.0,586020.0,3117506.0,3694685.0,
Depreciation,88532365.0,96409127.0,96982963.0,96718826.0,
Pension And Employee Benefit Expense,14260874.0,14153997.0,11849852.0,11903783.0,
Gain Loss On Sale Of PPE,0.0,-55305519.0,992240.0,0.0,
Gain Loss On Sale Of Business,,,,0.0,39181615.0
Net Income From Continuing Operations,241859844.0,338800814.0,303330872.0,257336168.0,
