,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.103,0.103,0.103,0.103
Net Income From Continuing Operation Net Minority Interest,3049353000.0,2806531000.0,2368938000.0,2081688000.0
Reconciled Depreciation,303492000.0,273382000.0,298296000.0,290410000.0
Normalized Income,3049353000.0,2806531000.0,2368938000.0,2081688000.0
Net Income From Continuing And Discontinued Operation,3049353000.0,2806531000.0,2368938000.0,2081688000.0
Diluted Average Shares,1491000000.0,1491000000.0,1490400000.0,1492500000.0
Basic Average Shares,1491000000.0,1491000000.0,1490400000.0,1492500000.0
Diluted EPS,1.99,1.88,1.591667,1.393333
Basic EPS,1.99,1.88,1.591667,1.393333
Diluted NI Availto Com Stockholders,3049353000.0,2806531000.0,2368938000.0,2081688000.0
Net Income Common Stockholders,3049353000.0,2806531000.0,2368938000.0,2081688000.0
Net Income,3049353000.0,2806531000.0,2368938000.0,2081688000.0
Net Income Including Noncontrolling Interests,3049353000.0,2806531000.0,2368938000.0,2081688000.0
Net Income Continuous Operations,3049353000.0,2806531000.0,2368938000.0,2081688000.0
Tax Provision,350149000.0,322266000.0,272019000.0,239035000.0
Pretax Income,3399502000.0,3128797000.0,2640957000.0,2320723000.0
Gain On Sale Of Security,4762516000.0,4450008000.0,4198423000.0,3915696000.0
Operating Expense,2611032000.0,2413394000.0,2338001000.0,2320057000.0
Other Operating Expenses,0.0,0.0,0.0,0.0
Depreciation And Amortization In Income Statement,303492000.0,273382000.0,298296000.0,290410000.0
Depreciation Income Statement,303492000.0,273382000.0,298296000.0,290410000.0
Selling General And Administration,792792000.0,696726000.0,710837000.0,770527000.0
General And Administrative Expense,792792000.0,696726000.0,710837000.0,770527000.0
Total Revenue,6186078000.0,5654008000.0,5303104000.0,5174125000.0
Operating Revenue,6186078000.0,5654008000.0,5303104000.0,5174125000.0
