,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,51952.74564,68177.402585,35793.473687,655319.124647,
Tax Rate For Calcs,0.03738,0.029784,0.101969,0.036466,
Normalized EBITDA,157051769.0,179918923.0,179498233.0,111697038.0,
Total Unusual Items,1389852.0,2289074.0,351023.0,17970691.0,
Total Unusual Items Excluding Goodwill,1389852.0,2289074.0,351023.0,17970691.0,
Net Income From Continuing Operation Net Minority Interest,60536453.0,84351916.0,72935736.0,46894939.0,
Reconciled Depreciation,60756055.0,59004420.0,59724423.0,55589937.0,
Reconciled Cost Of Revenue,587732671.0,575985426.0,563515241.0,514993303.0,
EBITDA,158441621.0,182207997.0,179849256.0,129667729.0,
EBIT,97685566.0,123203577.0,120124833.0,74077792.0,
Net Interest Income,-39434257.0,-39562413.0,-40549788.0,-27917539.0,
Interest Expense,34081595.0,35490024.0,38275616.0,25276381.0,
Normalized Income,59198553.74564,82131019.402585,72620506.473687,29579567.124647,
Net Income From Continuing And Discontinued Operation,66696285.0,83237867.0,72935736.0,46894939.0,
Total Expenses,742295250.0,723894790.0,691997253.0,637300281.0,
Rent Expense Supplemental,4364264.0,6243323.0,4116056.0,2988158.0,
Diluted Average Shares,36954212.0,36954212.0,36954212.0,31818061.0,
Basic Average Shares,36954212.0,36954212.0,36954212.0,31818061.0,
Diluted EPS,1.8,2.25,1.97,1.472727,
Basic EPS,1.8,2.25,1.97,1.472727,
Diluted NI Availto Com Stockholders,66696285.0,83237867.0,72935736.0,46894939.0,
Net Income Common Stockholders,66696285.0,83237867.0,72935736.0,46894939.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,66696285.0,83237867.0,72935736.0,46894939.0,
Minority Interests,-689998.0,-749191.0,-567396.0,-126880.0,
Net Income Including Noncontrolling Interests,67386283.0,83987058.0,73503132.0,47021819.0,
Net Income Discontinuous Operations,6159832.0,-1114049.0,,,
Net Income Continuous Operations,61226451.0,85101107.0,73503132.0,47021819.0,
Tax Provision,2377520.0,2612446.0,8346085.0,1779592.0,
Pretax Income,63603971.0,87713553.0,81849217.0,48801411.0,
Other Non Operating Income Expenses,1114630.0,5738310.0,-403835.0,971669.0,
Special Income Charges,1389852.0,2289074.0,351023.0,17970691.0,
Other Special Charges,-1163259.0,-146518.0,-263041.0,-18967515.0,
Write Off,-226593.0,-2142556.0,-87982.0,0.0,
Impairment Of Capital Assets,,,0.0,996824.0,1915570.0
Net Non Operating Interest Income Expense,-39434257.0,-39562413.0,-40549788.0,-27917539.0,
Total Other Finance Cost,5352662.0,4072389.0,2274172.0,2641158.0,
Interest Expense Non Operating,34081595.0,35490024.0,38275616.0,25276381.0,
Operating Income,107998500.0,113349249.0,119085244.0,54564614.0,
Operating Expense,154562579.0,147909364.0,128482012.0,122306978.0,
Other Operating Expenses,16961930.0,5218271.0,-123297.0,10392517.0,
Depreciation And Amortization In Income Statement,6408771.0,5123716.0,5603062.0,5248522.0,
Depreciation Income Statement,6408771.0,5123716.0,5603062.0,5248522.0,
Selling General And Administration,78098151.0,76350081.0,66254343.0,57264962.0,
Selling And Marketing Expense,59444524.0,58364928.0,50445456.0,40191807.0,
General And Administrative Expense,18653627.0,17985153.0,15808887.0,17073155.0,
Rent And Landing Fees,3357336.0,5065305.0,3355951.0,1107721.0,
Gross Profit,262561079.0,261258613.0,247567256.0,176871592.0,
Cost Of Revenue,587732671.0,575985426.0,563515241.0,514993303.0,
Total Revenue,850293750.0,837244039.0,811082497.0,691864895.0,
Operating Revenue,850293750.0,837244039.0,811082497.0,691864895.0,
