,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,40000000.0,40000000.0,40000000.0,40000000.0,
Share Issued,40000000.0,40000000.0,40000000.0,40000000.0,
Tangible Book Value,476333000.0,438768000.0,389278000.0,331651000.0,
Invested Capital,478678000.0,440551000.0,389992000.0,333423000.0,
Net Tangible Assets,476333000.0,438768000.0,389278000.0,331651000.0,
Common Stock Equity,478678000.0,440551000.0,389992000.0,333423000.0,
Total Capitalization,478678000.0,440551000.0,389992000.0,333423000.0,
Total Equity Gross Minority Interest,478678000.0,440551000.0,389992000.0,333423000.0,
Stockholders Equity,478678000.0,440551000.0,389992000.0,333423000.0,
Retained Earnings,4253000.0,-22387000.0,-55148000.0,-66251000.0,
Capital Stock,400000000.0,400000000.0,400000000.0,400000000.0,
Common Stock,400000000.0,400000000.0,400000000.0,400000000.0,
Total Liabilities Net Minority Interest,578313000.0,578495000.0,448693000.0,457021000.0,
Non Current Pension And Other Postretirement Benefit Plans,8286000.0,7154000.0,6926000.0,7202000.0,
Non Current Accrued Expenses,2972000.0,18678000.0,15182000.0,21447000.0,
Non Current Deferred Revenue,,,,3346000.0,2376000.0
Non Current Deferred Taxes Liabilities,26814000.0,59460000.0,62500000.0,56331000.0,
Long Term Provisions,,,2856000.0,2856000.0,2856000.0
Payables,23743000.0,20250000.0,8248000.0,22163000.0,
Other Payable,21706000.0,17244000.0,5955000.0,22163000.0,
Total Tax Payable,2037000.0,3006000.0,2293000.0,5195000.0,
Accounts Payable,,,,59684000.0,93049000.0
Total Assets,1056991000.0,1019046000.0,838685000.0,790444000.0,
Non Current Deferred Taxes Assets,,,,,1206000.0
Investments And Advances,508910000.0,352146000.0,249089000.0,121927000.0,
Investmentin Financial Assets,436152000.0,290992000.0,205605000.0,121927000.0,
Available For Sale Securities,317398000.0,290992000.0,205605000.0,,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,118754000.0,0.0,,,
Goodwill And Other Intangible Assets,2345000.0,1783000.0,714000.0,1772000.0,
Other Intangible Assets,2345000.0,1783000.0,714000.0,1772000.0,
Net PPE,2446000.0,1114000.0,1460000.0,1550000.0,
Accumulated Depreciation,-17103000.0,-16351000.0,-15243000.0,-14240000.0,
Gross PPE,19549000.0,17465000.0,16703000.0,15790000.0,
Construction In Progress,1883000.0,0.0,,,
Other Properties,315000.0,315000.0,315000.0,315000.0,
Machinery Furniture Equipment,17351000.0,17150000.0,16388000.0,15475000.0,
Prepaid Assets,0.0,13239000.0,,29727000.0,25843000.0
Other Receivables,8140000.0,18229000.0,1587000.0,5887000.0,
Accounts Receivable,,,,68306000.0,37575000.0
Cash Cash Equivalents And Short Term Investments,131401000.0,145966000.0,147912000.0,37443000.0,
Other Short Term Investments,72758000.0,61154000.0,43484000.0,121927000.0,
Cash And Cash Equivalents,58643000.0,84812000.0,104428000.0,37443000.0,
