,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,136183298.0,75733087.0,80931163.0,62662878.0,
Capital Expenditure,-1637456.0,-3418439.0,-4873960.0,-3446873.0,
End Cash Position,157154904.0,104309816.0,81457517.0,55380958.0,
Beginning Cash Position,104309816.0,81457517.0,55380958.0,26627152.0,
Changes In Cash,52845088.0,22852299.0,26076559.0,28753806.0,
Financing Cash Flow,-64523529.0,-52901733.0,-55043773.0,-34020627.0,
Cash Dividends Paid,-39000000.0,-33750000.0,-37500000.0,-20000000.0,
Common Stock Dividend Paid,,,-37500000.0,-20000000.0,-20000000.0
Investing Cash Flow,-20452137.0,-3397494.0,-4684791.0,-3335318.0,
Dividends Received Cfi,1126667.0,0.0,,,
Net Investment Purchase And Sale,-20000000.0,0.0,,26507522.0,15097903.0
Sale Of Investment,,,,43507522.0,45097903.0
Purchase Of Investment,-20000000.0,0.0,,-17000000.0,-30000000.0
Net Intangibles Purchase And Sale,0.0,-600400.0,-672485.0,-242350.0,
Purchase Of Intangibles,0.0,-600400.0,-672485.0,-242350.0,
Net PPE Purchase And Sale,-1578804.0,-2797094.0,-4012306.0,-3092968.0,
Sale Of PPE,58652.0,20945.0,189169.0,111555.0,
Purchase Of PPE,-1637456.0,-2818039.0,-4201475.0,-3204523.0,
Operating Cash Flow,137820754.0,79151526.0,85805123.0,66109751.0,
Taxes Refund Paid,-9113249.0,-8928642.0,-8203891.0,-6592096.0,
Interest Paid Cfo,-4488918.0,-3469734.0,-2323358.0,-1035503.0,
Change In Working Capital,-133103098.0,-61825346.0,2608321.0,-58583395.0,
Change In Other Current Assets,-265595.0,-4840199.0,1781868.0,-5891227.0,
Change In Payable,96036672.0,91097727.0,59280419.0,38733239.0,
Change In Prepaid Assets,-59019426.0,-15574830.0,14757738.0,-15271053.0,
Change In Receivables,-169854749.0,-132508044.0,-73211704.0,-76154354.0,
Other Non Cash Items,8669201.0,5876040.0,4224236.0,1030967.0,
Depreciation And Amortization,29792845.0,22491883.0,19613281.0,15327156.0,
Amortization Cash Flow,629854.0,688659.0,639815.0,654969.0,
Depreciation,29162991.0,21803224.0,18973466.0,14672187.0,
Pension And Employee Benefit Expense,59686396.0,36943475.0,45390210.0,8074190.0,
Gain Loss On Investment Securities,-3981982.0,-2219885.0,-1252039.0,-147113.0,
Gain Loss On Sale Of PPE,-41645.0,48015.0,-106623.0,-54976.0,
Net Income From Continuing Operations,149173882.0,104853977.0,98757870.0,84254852.0,
