,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1180023000.0,1180023000.0,1154534000.0,1154534000.0,
Share Issued,1180023000.0,1180023000.0,1154534000.0,1154534000.0,
Net Debt,8131466000.0,11513837000.0,11427662000.0,10640661000.0,
Total Debt,9315904000.0,12109492000.0,11726510000.0,10981045000.0,
Tangible Book Value,15860918000.0,13468781000.0,12720901000.0,12684579000.0,
Invested Capital,25178300000.0,25579289000.0,24447770000.0,23666197000.0,
Working Capital,480351000.0,690509000.0,-467651000.0,-1064521000.0,
Net Tangible Assets,15860918000.0,13468781000.0,12720901000.0,12684579000.0,
Capital Lease Obligations,,,,1793000.0,14556000.0
Common Stock Equity,15862396000.0,13469797000.0,12721260000.0,12685152000.0,
Total Capitalization,24626757000.0,24422707000.0,23769267000.0,23187576000.0,
Total Equity Gross Minority Interest,15863628000.0,13471341000.0,12722820000.0,12686712000.0,
Minority Interest,1232000.0,1544000.0,1560000.0,1560000.0,
Stockholders Equity,15862396000.0,13469797000.0,12721260000.0,12685152000.0,
Other Equity Interest,689668000.0,689668000.0,689668000.0,689668000.0,
Retained Earnings,2737806000.0,236701000.0,35822000.0,0.0,
Additional Paid In Capital,920207000.0,920207000.0,627596000.0,627596000.0,
Capital Stock,11800229000.0,11800229000.0,11545342000.0,11545342000.0,
Common Stock,11800229000.0,11800229000.0,11545342000.0,11545342000.0,
Total Liabilities Net Minority Interest,11009870000.0,14083146000.0,14559878000.0,13825759000.0,
Total Non Current Liabilities Net Minority Interest,9698864000.0,11962450000.0,11923748000.0,11469177000.0,
Other Non Current Liabilities,8813000.0,10390000.0,16676000.0,24345000.0,
Non Current Pension And Other Postretirement Benefit Plans,54763000.0,48380000.0,40959000.0,32675000.0,
Tradeand Other Payables Non Current,870927000.0,950770000.0,818106000.0,909733000.0,
Long Term Debt And Capital Lease Obligation,8764361000.0,10952910000.0,11048007000.0,10502424000.0,
Long Term Capital Lease Obligation,,,,408000.0,11309000.0
Long Term Debt,8764361000.0,10952910000.0,11048007000.0,10502424000.0,
Current Liabilities,1311006000.0,2120696000.0,2636130000.0,2356582000.0,
Current Debt And Capital Lease Obligation,551543000.0,1156582000.0,678503000.0,478621000.0,
Current Capital Lease Obligation,,,,1385000.0,3247000.0
Current Debt,551543000.0,1156582000.0,678503000.0,478621000.0,
Payables,291186000.0,457281000.0,1442601000.0,604150000.0,
Other Payable,57193000.0,49038000.0,259848000.0,651678000.0,
Total Tax Payable,93167000.0,183523000.0,485686000.0,285058000.0,
Accounts Payable,140826000.0,224720000.0,697067000.0,319092000.0,
Total Assets,26873498000.0,27554487000.0,27282698000.0,26512471000.0,
Total Non Current Assets,25082141000.0,24743282000.0,25114219000.0,25220410000.0,
Other Non Current Assets,13500000.0,,,,
Investmentin Financial Assets,,0.0,0.0,283762000.0,304122000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,,,0.0,283762000.0,304122000.0
Long Term Equity Investment,146598000.0,140894000.0,127982000.0,126652000.0,
Investmentsin Joint Venturesat Cost,,140894000.0,127982000.0,126652000.0,121762000.0
Investment Properties,4962650000.0,3527274000.0,3507787000.0,5047841000.0,
Goodwill And Other Intangible Assets,1478000.0,1016000.0,359000.0,573000.0,
Net PPE,19920700000.0,20994097000.0,21356632000.0,19501539000.0,
Accumulated Depreciation,-3208002000.0,-2983900000.0,-2327463000.0,-1896952000.0,
Gross PPE,23128702000.0,23977997000.0,23684095000.0,21398491000.0,
Construction In Progress,3761290000.0,6118999000.0,7268783000.0,10390950000.0,
Other Properties,6317911000.0,5567790000.0,5107317000.0,3419889000.0,
Machinery Furniture Equipment,1449173000.0,1094327000.0,951041000.0,492011000.0,
Buildings And Improvements,9149855000.0,8746408000.0,7847002000.0,4207847000.0,
Land And Improvements,2450473000.0,2450473000.0,2509952000.0,2887794000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,1791357000.0,2811205000.0,2168479000.0,1292061000.0,
Other Current Assets,8031000.0,12042000.0,1629000.0,49595000.0,
Assets Held For Sale Current,0.0,853803000.0,923356000.0,130749000.0,
Restricted Cash,124048000.0,222007000.0,296596000.0,346288000.0,
Prepaid Assets,24052000.0,26777000.0,87652000.0,10315000.0,
Inventory,,0.0,21069000.0,21069000.0,24806000.0
Finished Goods,,0.0,21069000.0,21069000.0,24806000.0
Other Receivables,-25606000.0,-47391000.0,58070000.0,4027000.0,
Taxes Receivable,,0.0,156224000.0,,
Accounts Receivable,201801000.0,879496000.0,57776000.0,389634000.0,
Allowance For Doubtful Accounts Receivable,,-95034000.0,-47396000.0,,
Gross Accounts Receivable,201801000.0,879496000.0,105172000.0,,
Cash Cash Equivalents And Short Term Investments,1459031000.0,864471000.0,566107000.0,340384000.0,
Other Short Term Investments,274593000.0,268816000.0,267259000.0,,24475000.0
Cash And Cash Equivalents,1184438000.0,595655000.0,298848000.0,340384000.0,
Cash Equivalents,,,,231425000.0,305925000.0
Cash Financial,,,,697837000.0,981612000.0
