,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,100636328.0,100636328.0,88352018.0,88352018.0,
Share Issued,100636328.0,100636328.0,88352018.0,88352018.0,
Net Debt,32962742.0,,681258642.0,593188759.0,476512365.0
Total Debt,65374661.0,5512339.0,811475298.0,752099777.0,
Tangible Book Value,952314037.0,606870676.0,485866500.0,732484355.0,
Invested Capital,1015182456.0,610980157.0,1243029563.0,1405974510.0,
Working Capital,656497376.0,321284668.0,-202816278.0,-77850812.0,
Net Tangible Assets,952314037.0,606870676.0,485866500.0,732484355.0,
Capital Lease Obligations,2506242.0,1402858.0,68446555.0,81861075.0,
Common Stock Equity,952314037.0,606870676.0,500000820.0,735735808.0,
Total Capitalization,952314037.0,606870676.0,1036238986.0,1207018339.0,
Total Equity Gross Minority Interest,952314037.0,613019220.0,508621211.0,744093374.0,
Minority Interest,0.0,6148544.0,8620391.0,8357566.0,
Stockholders Equity,952314037.0,606870676.0,500000820.0,735735808.0,
Retained Earnings,-111540766.0,-410983771.0,-258024934.0,-42978981.0,
Additional Paid In Capital,0.0,59760538.0,65478995.0,65478995.0,
Capital Stock,1006363280.0,1006363280.0,806363280.0,806363280.0,
Common Stock,1006363280.0,1006363280.0,806363280.0,806363280.0,
Total Liabilities Net Minority Interest,88944791.0,1119727176.0,1154283264.0,892149482.0,
Total Non Current Liabilities Net Minority Interest,4992147.0,3857793.0,634194729.0,575987169.0,
Non Current Pension And Other Postretirement Benefit Plans,2776877.0,2498821.0,42930189.0,38958097.0,
Long Term Debt And Capital Lease Obligation,2215270.0,1358972.0,591264540.0,537029072.0,
Long Term Capital Lease Obligation,2215270.0,1358972.0,55026374.0,65746541.0,
Long Term Debt,,0.0,536238166.0,471282531.0,491127918.0
Current Liabilities,83952644.0,1115869383.0,520088535.0,316162313.0,
Other Current Liabilities,2774245.0,2805729.0,11313359.0,6689258.0,
Current Deferred Taxes Liabilities,17370173.0,2206338.0,5556044.0,5882484.0,
Current Debt And Capital Lease Obligation,63159391.0,4153367.0,220210758.0,215070705.0,
Current Capital Lease Obligation,290972.0,43886.0,13420181.0,16114534.0,
Current Debt,62868419.0,4109481.0,206790577.0,198956171.0,
Pensionand Other Post Retirement Benefit Plans Current,449150.0,745595.0,32726607.0,3553724.0,
Payables,199685.0,1956947.0,249602828.0,84232559.0,
Other Payable,,,163062060.0,18675614.0,1476347.0
Total Tax Payable,,0.0,2037250.0,2451172.0,726857.0
Accounts Payable,199685.0,1956947.0,84503518.0,63105773.0,
Total Assets,1041258828.0,1732746396.0,1662904475.0,1636242856.0,
Total Non Current Assets,300808808.0,295592345.0,1345632218.0,1397931355.0,
Investmentin Financial Assets,132010863.0,145885775.0,82496266.0,121942163.0,
Available For Sale Securities,132010863.0,145885775.0,82496266.0,121942163.0,
Long Term Equity Investment,16892993.0,22408607.0,18685449.0,20184068.0,
Investmentsin Associatesat Cost,16892993.0,22408607.0,18685449.0,20184068.0,
Investment Properties,142959040.0,121338880.0,126287577.0,126500412.0,
Goodwill And Other Intangible Assets,,0.0,14134320.0,3251453.0,3708824.0
Other Intangible Assets,,,12039642.0,1156775.0,1614146.0
Goodwill,,0.0,2094678.0,2094678.0,2094678.0
Net PPE,8945912.0,5959083.0,1104028606.0,1126053259.0,
Accumulated Depreciation,-39371003.0,-38314195.0,-279694190.0,-243226224.0,
Gross PPE,48316915.0,44273278.0,1383722796.0,1369279483.0,
Construction In Progress,,0.0,5504752.0,551178919.0,704875708.0
Other Properties,,,73711682.0,64580987.0,
Machinery Furniture Equipment,34700424.0,32192010.0,243488987.0,190030100.0,
Buildings And Improvements,11983578.0,10448355.0,893487056.0,395959158.0,
Land And Improvements,1632913.0,1632913.0,167530319.0,167530319.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,740450020.0,1437154051.0,317272257.0,238311501.0,
Assets Held For Sale Current,0.0,1393940807.0,0.0,,
Inventory,4899180.0,11404135.0,46313861.0,30171486.0,
Inventories Adjustments Allowances,-404795.0,-404795.0,-404795.0,-404795.0,
Other Inventories,5303975.0,11808930.0,7204784.0,5802458.0,
Finished Goods,,0.0,16609915.0,12247680.0,6264347.0
Raw Materials,,0.0,22903957.0,12526143.0,10417593.0
Other Receivables,949371.0,2240854.0,45205394.0,69148.0,
Accounts Receivable,2701592.0,2313372.0,163982901.0,131020924.0,
Cash Cash Equivalents And Short Term Investments,731899877.0,27254883.0,61770101.0,77049943.0,
Other Short Term Investments,701994200.0,,,,57601912.0
Cash And Cash Equivalents,29905677.0,27254883.0,61770101.0,77049943.0,
Cash Equivalents,15151919.0,23836075.0,47500000.0,56493189.0,
Cash Financial,14753758.0,3418808.0,14270101.0,20556754.0,
