,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-1193002.8,2846248.8,5157469.6,-106236.20475,
Tax Rate For Calcs,0.2,0.2,0.2,0.148722,
Normalized EBITDA,-107368799.0,66229177.0,91407317.0,69996482.0,
Total Unusual Items,-5965014.0,14231244.0,25787348.0,-714326.0,
Total Unusual Items Excluding Goodwill,-5965014.0,14231244.0,25787348.0,-714326.0,
Net Income From Continuing Operation Net Minority Interest,-206564677.0,-27731380.0,37678330.0,30893914.0,
Reconciled Depreciation,28157452.0,46348478.0,45773622.0,32664169.0,
Reconciled Cost Of Revenue,338706295.0,221666221.0,199484420.0,178428983.0,
EBITDA,-113333813.0,80460421.0,117194665.0,69282156.0,
EBIT,-141491265.0,34111943.0,71421043.0,36617987.0,
Net Interest Income,-58830389.0,-56543323.0,-43943931.0,-30901264.0,
Interest Expense,58830389.0,56543323.0,43943931.0,326758.0,
Normalized Income,-201792665.8,-39116375.2,17048451.6,31502003.79525,
Net Income From Continuing And Discontinued Operation,-206564677.0,-27731380.0,37678330.0,30893914.0,
Total Expenses,382082397.0,237350589.0,224373407.0,186834486.0,
Total Operating Income As Reported,,-15196170.0,46118427.0,58447294.0,-1995289.0
Diluted Average Shares,108700000.0,108700000.0,108700000.0,108700000.0,
Basic Average Shares,108700000.0,108700000.0,108700000.0,108700000.0,
Diluted EPS,-1.9,-0.26,0.35,0.28,
Basic EPS,-1.9,-0.26,0.35,0.28,
Diluted NI Availto Com Stockholders,-206564677.0,-27731380.0,37678330.0,30893914.0,
Net Income Common Stockholders,-206564677.0,-27731380.0,37678330.0,30893914.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-206564677.0,-27731380.0,37678330.0,30893914.0,
Net Income Including Noncontrolling Interests,-206564677.0,-27731380.0,37678330.0,30893914.0,
Net Income Continuous Operations,-206564677.0,-27731380.0,37678330.0,30893914.0,
Tax Provision,6243023.0,5300000.0,-10201218.0,5397315.0,
Pretax Income,-200321654.0,-22431380.0,27477112.0,36291229.0,
Other Non Operating Income Expenses,2244805.0,727241.0,722950.0,2879785.0,
Special Income Charges,-5965014.0,14231244.0,26337350.0,-48734.0,
Other Special Charges,5965014.0,-14231244.0,-5235247.0,48734.0,
Write Off,,0.0,-16695932.0,0.0,62345718.0
Impairment Of Capital Assets,,0.0,-4406171.0,0.0,4406170.0
Net Non Operating Interest Income Expense,-58830389.0,-56543323.0,-43943931.0,-30901264.0,
Total Other Finance Cost,,,42413281.0,30574506.0,19778093.0
Interest Expense Non Operating,58830389.0,56543323.0,43943931.0,326758.0,
Operating Income,-137771056.0,19153458.0,44910745.0,65027034.0,
Operating Expense,43376102.0,15684368.0,24888987.0,8405503.0,
Other Operating Expenses,2190506.0,-33549875.0,1291478.0,-3400000.0,
Depreciation And Amortization In Income Statement,2307246.0,1439723.0,1500818.0,1354647.0,
Depreciation Income Statement,2307246.0,1439723.0,1500818.0,1354647.0,
Selling General And Administration,10280836.0,9685326.0,4991217.0,4795520.0,
Selling And Marketing Expense,0.0,37175.0,0.0,363941.0,
General And Administrative Expense,10280836.0,9648151.0,4991217.0,4431579.0,
Gross Profit,-94394954.0,34837826.0,69799732.0,73432537.0,
Cost Of Revenue,338706295.0,221666221.0,199484420.0,178428983.0,
Total Revenue,244311341.0,256504047.0,269284152.0,251861520.0,
Operating Revenue,244311341.0,256504047.0,269284152.0,251861520.0,
