,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-2679305.0,1770528.604119,999647.633012,-23528.052232
Tax Rate For Calcs,0.2,0.073946,0.054005,0.050006
Normalized EBITDA,20822850.0,29422477.0,37596143.0,34209290.0
Total Unusual Items,-13396525.0,23943484.0,18510313.0,-470506.0
Total Unusual Items Excluding Goodwill,-13396525.0,23943484.0,18510313.0,-470506.0
Net Income From Continuing Operation Net Minority Interest,-4636829.0,42855291.0,46575187.0,30743382.0
Reconciled Depreciation,6383647.0,5758924.0,5531671.0,
Reconciled Cost Of Revenue,76950371.0,78977620.0,92474898.0,91520569.0
EBITDA,7426325.0,53365961.0,56106456.0,33738784.0
EBIT,1042678.0,47607037.0,50574785.0,33738784.0
Net Interest Income,-2652225.0,-1329716.0,-1340717.0,-1377130.0
Interest Expense,2652225.0,1329716.0,1340717.0,1377130.0
Normalized Income,6080391.0,20682335.604119,29064521.633012,31190359.947768
Net Income From Continuing And Discontinued Operation,-4636829.0,42855291.0,46575187.0,30743382.0
Total Expenses,90150968.0,92299659.0,104171482.0,101087812.0
Rent Expense Supplemental,,425734.0,202491.0,
Total Operating Income As Reported,13465549.0,23737644.0,30869894.0,34141220.0
Diluted Average Shares,12500000.0,12500000.0,12500000.0,12500000.0
Basic Average Shares,12500000.0,12500000.0,12500000.0,12500000.0
Diluted EPS,-0.37,3.43,3.75,2.46
Basic EPS,-0.37,3.43,3.75,2.46
Diluted NI Availto Com Stockholders,-4636829.0,42855291.0,46575187.0,30743382.0
Net Income Common Stockholders,-4636829.0,42855291.0,46575187.0,30743382.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-4636829.0,42855291.0,46575187.0,30743382.0
Net Income Including Noncontrolling Interests,-4636829.0,42855291.0,46575187.0,30743382.0
Net Income Continuous Operations,-4636829.0,42855291.0,46575187.0,30743382.0
Tax Provision,3027282.0,3422030.0,2658881.0,1618272.0
Pretax Income,-1609547.0,46277321.0,49234068.0,32361654.0
Other Non Operating Income Expenses,-583994.0,-1227031.0,252930.0,68070.0
Special Income Charges,1514177.0,135976.0,141653.0,
Other Special Charges,-1514177.0,-135976.0,-141653.0,
Net Non Operating Interest Income Expense,-2652225.0,-1329716.0,-1340717.0,-1377130.0
Interest Expense Non Operating,2652225.0,1329716.0,1340717.0,1377130.0
Operating Income,13465549.0,23737644.0,30869894.0,34141220.0
Operating Expense,13200597.0,13322039.0,11696584.0,9567243.0
Other Operating Expenses,106121.0,19413.0,38467.0,-611807.0
Depreciation And Amortization In Income Statement,2879997.0,2549720.0,2273894.0,
Amortization,0.0,9860.0,10913.0,
Depreciation Income Statement,2879997.0,2539860.0,2262981.0,
Selling General And Administration,4747691.0,4598691.0,4403860.0,10179050.0
Selling And Marketing Expense,86957.0,386991.0,415633.0,2005907.0
General And Administrative Expense,4660734.0,4598691.0,3988227.0,8173143.0
Gross Profit,26666146.0,37059683.0,42566478.0,43708463.0
Cost Of Revenue,76950371.0,78977620.0,92474898.0,91520569.0
Total Revenue,103616517.0,116037303.0,135041376.0,135229032.0
Operating Revenue,103616517.0,116037303.0,135041376.0,135229032.0
