,2025-07-31,2024-07-31,2023-07-31,2022-07-31,2021-07-31
Ordinary Shares Number,42087215.0,42087215.0,42087215.0,42087215.0,
Share Issued,42087215.0,42087215.0,42087215.0,42087215.0,
Net Debt,562936590.0,534833853.0,457630932.0,441827605.0,
Total Debt,1089211627.0,1151579585.0,1046048576.0,1048935204.0,
Tangible Book Value,270888148.0,240292547.0,224616884.0,256349346.0,
Invested Capital,1453629116.0,1421755052.0,1283893447.0,1312313229.0,
Working Capital,-3913880.0,-190803303.0,-144791836.0,-52603641.0,
Net Tangible Assets,270888148.0,240292547.0,224616884.0,256349346.0,
Capital Lease Obligations,463106617.0,531145863.0,548924457.0,558146582.0,
Common Stock Equity,827524106.0,801321330.0,786769328.0,821524607.0,
Total Capitalization,1306710821.0,1147576771.0,1109617149.0,1189445368.0,
Total Equity Gross Minority Interest,887856905.0,865095720.0,846814993.0,882213484.0,
Minority Interest,60332799.0,63774390.0,60045665.0,60688877.0,
Stockholders Equity,827524106.0,801321330.0,786769328.0,821524607.0,
Retained Earnings,97495930.0,67300247.0,56562366.0,95840749.0,
Additional Paid In Capital,276786861.0,276786861.0,276786861.0,276786861.0,
Capital Stock,420872150.0,420872150.0,420872150.0,420872150.0,
Common Stock,420872150.0,420872150.0,420872150.0,420872150.0,
Total Liabilities Net Minority Interest,1219011640.0,1310242654.0,1236634556.0,1189029574.0,
Total Non Current Liabilities Net Minority Interest,960035365.0,885722627.0,889782177.0,932573072.0,
Non Current Pension And Other Postretirement Benefit Plans,61132331.0,62044852.0,59526191.0,60261770.0,
Non Current Deferred Revenue,216844.0,428174.0,704599.0,1043614.0,
Non Current Deferred Taxes Liabilities,29553.0,0.0,,,
Long Term Debt And Capital Lease Obligation,898656637.0,823249601.0,829551387.0,871267688.0,
Long Term Capital Lease Obligation,419469922.0,476994160.0,506703566.0,503346927.0,
Long Term Debt,479186715.0,346255441.0,322847821.0,367920761.0,
Current Liabilities,258976275.0,424520027.0,346852379.0,256456502.0,
Other Current Liabilities,2139144.0,,,,
Current Deferred Taxes Liabilities,2640999.0,3411924.0,4358879.0,4754468.0,
Current Debt And Capital Lease Obligation,190554990.0,328329984.0,216497189.0,177667516.0,
Current Capital Lease Obligation,43636695.0,54151703.0,42220891.0,54799655.0,
Current Debt,146918295.0,274178281.0,174276298.0,122867861.0,
Payables,8663961.0,16889400.0,63389263.0,16652420.0,
Other Payable,4666658.0,6466824.0,46622100.0,3401214.0,
Dividends Payable,318158.0,278439.0,278439.0,278439.0,
Total Tax Payable,,0.0,182464.0,1481787.0,0.0
Accounts Payable,3679145.0,10144137.0,16306260.0,13251206.0,
Total Assets,2106868545.0,2175338374.0,2083449549.0,2071243058.0,
Total Non Current Assets,1851806150.0,1941621650.0,1881389006.0,1867390197.0,
Investment Properties,,,,0.0,37419722.0
Goodwill And Other Intangible Assets,556635958.0,561028783.0,562152444.0,565175261.0,
Other Intangible Assets,21091569.0,25484394.0,26608055.0,29630872.0,
Goodwill,535544389.0,535544389.0,535544389.0,535544389.0,
Net PPE,1295170192.0,1344115827.0,1319236562.0,1302214936.0,
Accumulated Depreciation,-582194060.0,-556718456.0,-527145806.0,-489430657.0,
Gross PPE,1877364252.0,1900834283.0,1846382368.0,1791645593.0,
Construction In Progress,44215646.0,101953395.0,21412168.0,28636473.0,
Other Properties,113636641.0,98050931.0,812623957.0,750944202.0,
Machinery Furniture Equipment,103894577.0,99569057.0,99461604.0,130068795.0,
Buildings And Improvements,1358910631.0,1337686643.0,626929882.0,614316366.0,
Land And Improvements,256706757.0,263574257.0,285954757.0,267679757.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,255062395.0,233716724.0,202060543.0,203852861.0,
Other Current Assets,7117763.0,5923094.0,8375267.0,34337592.0,
Current Deferred Assets,8933708.0,0.0,,,
Restricted Cash,0.0,2286747.0,2297759.0,,
Prepaid Assets,35864125.0,29267613.0,28984030.0,13960107.0,
Inventory,4372031.0,6530797.0,6406743.0,4002557.0,
Other Receivables,39604579.0,8371917.0,9561922.0,336110.0,
Taxes Receivable,3109401.0,1091593.0,0.0,0.0,
Accounts Receivable,92892368.0,94645094.0,106941635.0,116215585.0,
Allowance For Doubtful Accounts Receivable,-40277017.0,-27573358.0,-16998457.0,-12659213.0,
Gross Accounts Receivable,133169385.0,122218452.0,123940092.0,128874798.0,
Cash Cash Equivalents And Short Term Investments,63168420.0,85599869.0,39493187.0,48961017.0,
Cash And Cash Equivalents,63168420.0,85599869.0,39493187.0,48961017.0,
Cash Financial,63168420.0,85599869.0,39493187.0,48961017.0,
