,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,1214256.0,281353810.0,-155512540.0,128937116.0,
Repayment Of Debt,-576337212.0,-912544889.0,-916650192.0,-1077213766.0,
Issuance Of Debt,559871150.0,764160031.0,1070668586.0,1007087230.0,
Capital Expenditure,-7530780.0,-4425804.0,-14877275.0,-17811736.0,
End Cash Position,20472235.0,88064217.0,16947670.0,54558170.0,
Other Cash Adjustment Outside Changein Cash,,,,,5.0
Beginning Cash Position,88064217.0,16947670.0,54558170.0,45322900.0,
Changes In Cash,-67591982.0,71116547.0,-37610500.0,9235270.0,
Financing Cash Flow,-69023006.0,-212009899.0,117953534.0,-116226020.0,
Interest Paid Cff,-14430212.0,-24349382.0,-23052749.0,-19023835.0,
Cash Dividends Paid,-30000000.0,-30000000.0,,-20000000.0,
Common Stock Dividend Paid,-30000000.0,-30000000.0,0.0,-20000000.0,
Net Issuance Payments Of Debt,-16466062.0,-148384858.0,154018394.0,-68014036.0,
Net Short Term Debt Issuance,-14916062.0,-147134858.0,154393394.0,-70126536.0,
Short Term Debt Payments,-574787212.0,-911294889.0,-916275192.0,-1077213766.0,
Short Term Debt Issuance,559871150.0,764160031.0,1070668586.0,1007087230.0,
Net Long Term Debt Issuance,-1550000.0,-1250000.0,-375000.0,2112500.0,
Long Term Debt Payments,-1550000.0,-1250000.0,-375000.0,,
Investing Cash Flow,-7314012.0,-2653168.0,-14928769.0,-21287562.0,
Net Other Investing Changes,-2363262.0,2657713.0,-2053963.0,-3641787.0,
Net Business Purchase And Sale,0.0,-3172751.0,0.0,,
Purchase Of Business,0.0,-3172751.0,0.0,,
Net Intangibles Purchase And Sale,-452858.0,0.0,455966.0,-4526705.0,
Sale Of Intangibles,,0.0,455966.0,0.0,
Purchase Of Intangibles,-452858.0,0.0,0.0,-4526705.0,
Net PPE Purchase And Sale,-4497892.0,-2138130.0,-13330772.0,-13119070.0,
Sale Of PPE,2580030.0,2287674.0,1546503.0,165961.0,
Purchase Of PPE,-7077922.0,-4425804.0,-14877275.0,-13285031.0,
Operating Cash Flow,8745036.0,285779614.0,-140635265.0,146748852.0,
Taxes Refund Paid,-12368900.0,-14939865.0,-11855184.0,-6889887.0,
Change In Working Capital,-57537691.0,211586339.0,-215957505.0,38778610.0,
Change In Other Current Assets,6573848.0,-6794558.0,6475615.0,-9170594.0,
Change In Accrued Expense,5308064.0,-7917873.0,-12837912.0,-35655676.0,
Change In Payable,-8257060.0,6524221.0,-18763566.0,8342656.0,
Change In Prepaid Assets,5187602.0,761613.0,2044479.0,5479338.0,
Change In Inventory,34931312.0,3178284.0,-10366236.0,-4580097.0,
Change In Receivables,-101281457.0,215834652.0,-182509885.0,74362983.0,
Other Non Cash Items,18571395.0,28081328.0,27818048.0,20986801.0,
Provisionand Write Offof Assets,6752863.0,-1291267.0,-18492896.0,43567807.0,
Depreciation And Amortization,17717019.0,19883996.0,22642907.0,17850766.0,
Amortization Cash Flow,179725.0,318987.0,737209.0,833271.0,
Depreciation,17537294.0,19565009.0,21905698.0,17017495.0,
Pension And Employee Benefit Expense,13022625.0,13624306.0,10611406.0,11003714.0,
Gain Loss On Sale Of PPE,-825936.0,413189.0,-20547.0,-89077.0,
Net Income From Continuing Operations,40165072.0,39102440.0,52951096.0,27739128.0,
