,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-10502781.0,-9498.962499,-9978625.6,-1086753.4,
Tax Rate For Calcs,0.2,0.007521,0.2,0.2,
Normalized EBITDA,-50572095.0,-390118.0,-33065399.0,-14575984.0,
Total Unusual Items,-20157496.0,-1262997.0,-19893128.0,-5433767.0,
Total Unusual Items Excluding Goodwill,-52513905.0,-1262997.0,-49893128.0,-5433767.0,
Net Income From Continuing Operation Net Minority Interest,-89058923.0,-16905612.0,-74439441.0,-38772314.0,
Reconciled Depreciation,11805376.0,11401907.0,15887813.0,16219565.0,
Reconciled Cost Of Revenue,85330055.0,107092294.0,122164644.0,133283043.0,
EBITDA,-70729591.0,-1653115.0,-52958527.0,-20009751.0,
EBIT,-82534967.0,-13055022.0,-68846340.0,-36229316.0,
Net Interest Income,-4093766.0,-2584849.0,-1305554.0,-677951.0,
Interest Expense,4093766.0,2584849.0,1964410.0,1350469.0,
Interest Income,,0.0,658856.0,672518.0,478053.0
Normalized Income,-14691390.0,-15652113.962499,-4524938.6,-34425300.4,
Net Income From Continuing And Discontinued Operation,-89058923.0,-16905612.0,-74439441.0,-38772314.0,
Total Expenses,130530408.0,150321085.0,171660313.0,186648674.0,
Rent Expense Supplemental,,,,,266868.0
Total Operating Income As Reported,-86400603.0,-21523892.0,-78518158.0,-41863192.0,
Diluted Average Shares,18382514.0,17072005.0,62141605.0,20972791.0,
Basic Average Shares,18382514.0,17072005.0,62141605.0,20972791.0,
Diluted EPS,-4.84,-0.99,-1.197266,-1.850016,
Basic EPS,-4.84,-0.99,-1.197266,-1.850016,
Diluted NI Availto Com Stockholders,-89058923.0,-16905612.0,-74439441.0,-38772314.0,
Net Income Common Stockholders,-89058923.0,-16905612.0,-74439441.0,-38772314.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-89058923.0,-16905612.0,-74439441.0,-38772314.0,
Minority Interests,-1063174.0,-1383368.0,-1542007.0,-625540.0,
Net Income Including Noncontrolling Interests,-87995749.0,-15522244.0,-72897434.0,-38146774.0,
Net Income Continuous Operations,-87995749.0,-15522244.0,-72897434.0,-38146774.0,
Tax Provision,1367016.0,-117627.0,2086684.0,566989.0,
Pretax Income,-86628733.0,-15639871.0,-70810750.0,-37579785.0,
Other Non Operating Income Expenses,979633.0,1439928.0,2674256.0,1560958.0,
Special Income Charges,-52513905.0,-2807475.0,-51815110.0,-6424245.0,
Other Special Charges,-774798.0,-600637.0,-4074343.0,-21724.0,
Write Off,19256392.0,3408112.0,9522506.0,3339679.0,
Impairment Of Capital Assets,1675902.0,0.0,16366947.0,3106290.0,
Net Non Operating Interest Income Expense,-4093766.0,-2584849.0,-1305554.0,-677951.0,
Interest Expense Non Operating,4093766.0,2584849.0,1964410.0,1350469.0,
Interest Income Non Operating,,0.0,658856.0,672518.0,478053.0
Operating Income,-31719471.0,-12651119.0,-20715056.0,-31301436.0,
Operating Expense,45200353.0,43228791.0,49495669.0,53365631.0,
Other Operating Expenses,347665.0,-1360470.0,205185.0,2158179.0,
Depreciation And Amortization In Income Statement,4714758.0,4522681.0,4808994.0,6265475.0,
Amortization,15560.0,36330.0,64972.0,93074.0,
Depreciation Income Statement,4699198.0,4486351.0,4744022.0,6172401.0,
Selling General And Administration,11371672.0,12045266.0,13000334.0,12592938.0,
Selling And Marketing Expense,3677364.0,5393083.0,5915338.0,5041673.0,
General And Administrative Expense,7694308.0,6652183.0,7084996.0,7551265.0,
Gross Profit,13480882.0,30577672.0,28780613.0,22064195.0,
Cost Of Revenue,85330055.0,107092294.0,122164644.0,133283043.0,
Total Revenue,98810937.0,137669966.0,150945257.0,155347238.0,
Operating Revenue,98810937.0,137669966.0,150945257.0,155347238.0,
