,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,
Normalized EBITDA,16871482.0,14778658.0,17683180.0,17879234.0,
Total Unusual Items,2981124.0,-107658649.0,-48332969.0,-84582717.0,
Total Unusual Items Excluding Goodwill,2981124.0,-107658649.0,-48332969.0,-84582717.0,
Net Income From Continuing Operation Net Minority Interest,-929455.0,-114922138.0,-52231895.0,-83388207.0,
Reconciled Depreciation,9706363.0,9732955.0,9706356.0,9706356.0,
Reconciled Cost Of Revenue,663754.0,381006.0,367936.0,429510.0,
EBITDA,19852606.0,-92879991.0,-30649789.0,-66703483.0,
EBIT,10146243.0,-102612946.0,-40356145.0,-76409839.0,
Net Interest Income,-11048388.0,-12309192.0,-11875750.0,-6978368.0,
Interest Expense,11075698.0,12309192.0,11875750.0,6978368.0,
Interest Income,27310.0,0.0,,,
Normalized Income,-3910579.0,-7263489.0,-3898926.0,1194510.0,
Net Income From Continuing And Discontinued Operation,-929455.0,-114922138.0,-52231895.0,-83388207.0,
Total Expenses,13624886.0,12639562.0,12766433.0,28667490.0,
Rent Expense Supplemental,282875.0,181900.0,,,
Diluted Average Shares,,57240000.0,57240000.0,57240000.0,
Basic Average Shares,,57240000.0,57240000.0,57240000.0,
Diluted EPS,,-2.007724,-0.912507,-1.456817,
Basic EPS,,-2.007724,-0.912507,-1.456817,
Diluted NI Availto Com Stockholders,-929455.0,-114922138.0,-52231895.0,-83388207.0,
Net Income Common Stockholders,-929455.0,-114922138.0,-52231895.0,-83388207.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-929455.0,-114922138.0,-52231895.0,-83388207.0,
Net Income Including Noncontrolling Interests,-929455.0,-114922138.0,-52231895.0,-83388207.0,
Net Income Continuous Operations,-929455.0,-114922138.0,-52231895.0,-83388207.0,
Pretax Income,-929455.0,-114922138.0,-52231895.0,-83388207.0,
Other Non Operating Income Expenses,2239.0,,789840.0,54067.0,
Special Income Charges,2768733.0,-108358638.0,-48586298.0,-83793350.0,
Other Special Charges,,,106095.0,152706.0,149450.0
Write Off,6317559.0,0.0,19244654.0,0.0,
Impairment Of Capital Assets,-9086292.0,108358638.0,29341644.0,83640644.0,
Net Non Operating Interest Income Expense,-11048388.0,-12309192.0,-11875750.0,-6978368.0,
Interest Expense Non Operating,11075698.0,12309192.0,11875750.0,6978368.0,
Interest Income Non Operating,27310.0,0.0,,,
Operating Income,7135570.0,5045703.0,7186984.0,8118811.0,
Operating Expense,12961132.0,12258556.0,12398497.0,28237980.0,
Other Operating Expenses,1638126.0,1050650.0,2588120.0,2482197.0,
Depreciation And Amortization In Income Statement,9706363.0,9732955.0,9706356.0,9706356.0,
Depreciation Income Statement,9706363.0,9732955.0,9706356.0,9706356.0,
Selling General And Administration,1308768.0,1273051.0,84021.0,16029427.0,
General And Administrative Expense,1308768.0,1273051.0,84021.0,16029427.0,
Rent And Landing Fees,282875.0,181900.0,,,
Gross Profit,20096702.0,17304259.0,19585481.0,36356791.0,
Cost Of Revenue,663754.0,381006.0,367936.0,429510.0,
Total Revenue,20760456.0,17685265.0,19953417.0,36786301.0,
Operating Revenue,20760456.0,17685265.0,19953417.0,36786301.0,
