,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,175000000.0,175000000.0,175000000.0,175000000.0,
Share Issued,175000000.0,175000000.0,175000000.0,175000000.0,
Net Debt,50425692.0,29364367.0,,,
Total Debt,78278352.0,55594177.0,34406161.0,17803969.0,
Tangible Book Value,161723185.0,163880818.0,168342825.0,174385351.0,
Invested Capital,222521566.0,198316280.0,173661632.0,177555252.0,
Working Capital,62440242.0,84838558.0,102753127.0,123909599.0,
Net Tangible Assets,161723185.0,163880818.0,168342825.0,174385351.0,
Capital Lease Obligations,19556947.0,24788829.0,32475058.0,16480347.0,
Common Stock Equity,163800161.0,167510932.0,171730529.0,176231630.0,
Total Capitalization,222521566.0,198316280.0,171730529.0,176489436.0,
Total Equity Gross Minority Interest,163800161.0,167510932.0,171730529.0,176231630.0,
Stockholders Equity,163800161.0,167510932.0,171730529.0,176231630.0,
Retained Earnings,-1219058.0,-887366.0,-4790353.0,-544908.0,
Capital Stock,175000000.0,175000000.0,175000000.0,175000000.0,
Common Stock,175000000.0,175000000.0,175000000.0,175000000.0,
Total Liabilities Net Minority Interest,126157591.0,90259558.0,68190475.0,56088262.0,
Total Non Current Liabilities Net Minority Interest,72221754.0,47886206.0,23117979.0,9665301.0,
Non Current Pension And Other Postretirement Benefit Plans,6009906.0,5179123.0,3842746.0,3709914.0,
Non Current Deferred Revenue,,10671504.0,0.0,,
Long Term Debt And Capital Lease Obligation,66211848.0,42707083.0,19275233.0,5955387.0,
Long Term Capital Lease Obligation,7490443.0,11901735.0,19275233.0,5697581.0,
Long Term Debt,58721405.0,30805348.0,0.0,257806.0,
Current Liabilities,53935837.0,42373352.0,45072496.0,46422961.0,
Other Current Liabilities,,,,,16632745.0
Current Deferred Taxes Liabilities,2154408.0,3752861.0,3642034.0,3691348.0,
Current Debt And Capital Lease Obligation,12066504.0,12887094.0,15130928.0,11848582.0,
Current Capital Lease Obligation,12066504.0,12887094.0,13199825.0,10782766.0,
Current Debt,,0.0,1931103.0,1065816.0,13613113.0
Pensionand Other Post Retirement Benefit Plans Current,1440571.0,1827927.0,1293252.0,1471654.0,
Current Provisions,,,,166438.0,
Payables,13682409.0,13356187.0,15216467.0,19880593.0,
Other Payable,693480.0,896850.0,847094.0,830818.0,
Total Tax Payable,999202.0,482192.0,0.0,1725131.0,
Accounts Payable,11989727.0,11977145.0,14369373.0,17324644.0,
Total Assets,289957752.0,257770490.0,239921004.0,232319892.0,
Total Non Current Assets,173581673.0,130558580.0,92095381.0,61987332.0,
Investment Properties,129430024.0,0.0,,,
Goodwill And Other Intangible Assets,2076976.0,3630114.0,3387704.0,1846279.0,
Other Intangible Assets,2076976.0,3630114.0,3387704.0,1846279.0,
Net PPE,41644046.0,126710838.0,88223674.0,58354235.0,
Accumulated Depreciation,-44906366.0,-36091060.0,-45488738.0,-33529764.0,
Gross PPE,86550412.0,162801898.0,133712412.0,91883999.0,
Construction In Progress,1202365.0,50653036.0,4897571.0,7528564.0,
Other Properties,18257205.0,11263251.0,1411257.0,1285353.0,
Machinery Furniture Equipment,23896066.0,20931286.0,28429288.0,15490012.0,
Buildings And Improvements,42500974.0,50010334.0,69340382.0,38329881.0,
Land And Improvements,693802.0,29943991.0,29633914.0,29250189.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,116376079.0,127211910.0,147825623.0,170332560.0,
Other Current Assets,16100.0,,,,
Restricted Cash,,334156.0,551971.0,2428565.0,24205.0
Prepaid Assets,9363786.0,14764530.0,15155215.0,5794038.0,
Inventory,58728853.0,46406810.0,42069194.0,40423356.0,
Inventories Adjustments Allowances,-932142.0,-2207290.0,-4162903.0,-1162831.0,
Finished Goods,3887493.0,6395309.0,10363539.0,20334660.0,
Work In Process,541368.0,10180595.0,216377.0,744743.0,
Raw Materials,55232134.0,32038196.0,35652181.0,20506784.0,
Other Receivables,6355693.0,5760048.0,2762328.0,6309513.0,
Taxes Receivable,,0.0,1309009.0,0.0,359077.0
Accounts Receivable,32721480.0,42985614.0,41094660.0,51994974.0,
Allowance For Doubtful Accounts Receivable,-12772496.0,-3930327.0,-3608800.0,-3574620.0,
Gross Accounts Receivable,45493976.0,46915941.0,44703460.0,55569594.0,
Cash Cash Equivalents And Short Term Investments,8295713.0,16440981.0,42027370.0,58904393.0,
Other Short Term Investments,,15000000.0,34000000.0,25000000.0,50000000.0
Cash And Cash Equivalents,8295713.0,1440981.0,8027370.0,33904393.0,
Cash Equivalents,,15000000.0,0.0,30000000.0,0.0
Cash Financial,8295713.0,1440981.0,8027370.0,3904393.0,
