,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,1783632.098915,454960.258491,247457.556456,2201477.817536
Tax Rate For Calcs,0.1031,0.1034,0.103107,0.103356
Total Unusual Items,17300000.0,4400000.0,2400000.0,21300000.0
Total Unusual Items Excluding Goodwill,17300000.0,4400000.0,2400000.0,21300000.0
Net Income From Continuing Operation Net Minority Interest,10410951000.0,9321894000.0,8045844000.0,7019322000.0
Reconciled Depreciation,737861000.0,683579000.0,695356000.0,540532000.0
Normalized Income,10395434632.098915,9317948960.258492,8043691457.556456,7000223477.817536
Net Income From Continuing And Discontinued Operation,10410951000.0,9321894000.0,8045844000.0,7019322000.0
Diluted Average Shares,3987999999.0,3993333333.0,3995999999.0,3999999999.0
Basic Average Shares,3987999999.0,3993333333.0,3995999999.0,3999999999.0
Diluted EPS,2.4675,2.2575,1.935,1.74
Basic EPS,2.4675,2.2575,1.935,1.74
Diluted NI Availto Com Stockholders,10410951000.0,9321894000.0,8045844000.0,7019322000.0
Net Income Common Stockholders,10410951000.0,9321894000.0,8045844000.0,7019322000.0
Net Income,10410951000.0,9321894000.0,8045844000.0,7019322000.0
Net Income Including Noncontrolling Interests,10410951000.0,9321894000.0,8045844000.0,7019322000.0
Net Income Continuous Operations,10410951000.0,9321894000.0,8045844000.0,7019322000.0
Tax Provision,1196756000.0,1075044000.0,924955000.0,809114000.0
Pretax Income,11607707000.0,10396938000.0,8970799000.0,7828436000.0
Special Income Charges,17300000.0,4400000.0,2400000.0,21300000.0
Other Special Charges,-17300000.0,-4400000.0,-2400000.0,-21300000.0
Gain On Sale Of Security,13210037000.0,12890069000.0,12370648000.0,10174220000.0
Operating Expense,5432826000.0,5285601000.0,4968624000.0,4410177000.0
Other Operating Expenses,152663000.0,42343000.0,47607000.0,80423000.0
Depreciation And Amortization In Income Statement,737861000.0,683579000.0,695356000.0,540532000.0
Depreciation Income Statement,737861000.0,683579000.0,695356000.0,540532000.0
Selling General And Administration,745377000.0,793257000.0,676149000.0,600353000.0
Selling And Marketing Expense,77715000.0,120022000.0,104894000.0,126437000.0
General And Administrative Expense,667662000.0,673235000.0,571255000.0,473916000.0
Insurance And Claims,323740000.0,374930000.0,360247000.0,402246000.0
Rent And Landing Fees,639244000.0,639277000.0,647101000.0,529118000.0
Total Revenue,18354127000.0,17252501000.0,15758743000.0,13328144000.0
Operating Revenue,18354127000.0,17252501000.0,15758743000.0,13328144000.0
