,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2022-01-31
Tax Effect Of Unusual Items,371051.292713,130333.098116,7854.076576,0.0,
Tax Rate For Calcs,0.024039,0.028771,0.041652,0.09829,
Normalized EBITDA,515312398.0,459631581.0,383189507.0,174275769.0,
Total Unusual Items,15435072.0,4529960.0,188566.0,,
Total Unusual Items Excluding Goodwill,15435072.0,4529960.0,188566.0,,
Net Income From Continuing Operation Net Minority Interest,474116690.0,411041500.0,334234764.0,155586497.0,
Reconciled Depreciation,37092214.0,35882969.0,32966411.0,,
Reconciled Cost Of Revenue,557602245.0,363704726.0,327621146.0,167209502.0,
EBITDA,530747470.0,464161541.0,383378073.0,174275769.0,
EBIT,493655256.0,428278572.0,350411662.0,174275769.0,
Net Interest Income,9604417.0,8699098.0,-435803.0,0.0,
Interest Expense,7860302.0,5060514.0,1650433.0,,0.0
Interest Income,20661856.0,15512444.0,3263889.0,0.0,
Normalized Income,459052669.292713,406641873.098116,334054052.076576,155586497.0,
Net Income From Continuing And Discontinued Operation,474116690.0,411041500.0,334234764.0,155586497.0,
Total Expenses,644172547.0,434638810.0,381181214.0,287072326.0,
Rent Expense Supplemental,,,,,136667.0
Total Operating Income As Reported,425092883.0,399648694.0,346918338.0,174275769.0,
Diluted Average Shares,200000000.0,200000000.0,199999999.0,199999999.0,
Basic Average Shares,200000000.0,200000000.0,199999999.0,199999999.0,
Diluted EPS,2.37,2.05,1.672885,0.774636,
Basic EPS,2.37,2.05,1.672885,0.774636,
Diluted NI Availto Com Stockholders,474116690.0,411041500.0,334234764.0,155586497.0,
Net Income Common Stockholders,474116690.0,411041500.0,334234764.0,155586497.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,474116690.0,411041500.0,334234764.0,155586497.0,
Net Income Including Noncontrolling Interests,474116690.0,411041500.0,334234764.0,155586497.0,
Net Income Continuous Operations,474116690.0,411041500.0,334234764.0,155586497.0,
Tax Provision,11678264.0,12176558.0,14526465.0,16959593.0,
Pretax Income,485794954.0,423218058.0,348761229.0,172546090.0,
Other Non Operating Income Expenses,4432763.0,419545.0,40869.0,100868.0,
Special Income Charges,-2708856.0,2346121.0,188566.0,,
Other Special Charges,2708856.0,-2346121.0,44733.0,,
Write Off,,0.0,-233299.0,,
Net Non Operating Interest Income Expense,9604417.0,8699098.0,-435803.0,0.0,
Total Other Finance Cost,3197137.0,1752832.0,2049259.0,,
Interest Expense Non Operating,7860302.0,5060514.0,1650433.0,,0.0
Interest Income Non Operating,20661856.0,15512444.0,3263889.0,0.0,
Operating Income,428290020.0,401401526.0,349732328.0,174275769.0,
Operating Expense,86570302.0,70934084.0,53560068.0,119862824.0,
Other Operating Expenses,-1973579.0,212850.0,-9330542.0,37236455.0,
Depreciation And Amortization In Income Statement,596093.0,357285.0,331427.0,,
Depreciation Income Statement,596093.0,357285.0,331427.0,,
Selling General And Administration,31915106.0,27517790.0,20959979.0,82626369.0,
Selling And Marketing Expense,7058842.0,6114551.0,6789680.0,,
General And Administrative Expense,24856264.0,21403239.0,14170299.0,82626369.0,
Rent And Landing Fees,,,,,136667.0
Gross Profit,514860322.0,472335610.0,403292396.0,294138593.0,
Cost Of Revenue,557602245.0,363704726.0,327621146.0,167209502.0,
Total Revenue,1072462567.0,836040336.0,730913542.0,461348095.0,
Operating Revenue,1072462567.0,836040336.0,730913542.0,461348095.0,
