,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,135035.363835,16875884.1403,
Tax Rate For Calcs,0.040653,0.2,0.033194,0.027731,
Normalized EBITDA,901800006.0,1087377632.0,992635595.0,950842575.0,
Total Unusual Items,,0.0,4068057.0,608549515.0,0.0
Total Unusual Items Excluding Goodwill,,0.0,4068057.0,608549515.0,0.0
Net Income From Continuing Operation Net Minority Interest,250097452.0,511021992.0,482047729.0,1079732876.0,
Reconciled Depreciation,446116815.0,411347415.0,378085802.0,362284154.0,
Reconciled Cost Of Revenue,8625078481.0,8353169747.0,7964925685.0,7463923350.0,
EBITDA,901800006.0,1087377632.0,996703652.0,1559392090.0,
EBIT,455683191.0,676030217.0,618617850.0,1197107936.0,
Net Interest Income,-152843584.0,-149501280.0,-97542029.0,-88609391.0,
Interest Expense,181866427.0,160332710.0,113259796.0,83489404.0,
Interest Income,30709508.0,12519690.0,23707843.0,2274454.0,
Normalized Income,250097452.0,511021992.0,478114707.363835,488059245.1403,
Net Income From Continuing And Discontinued Operation,250097452.0,511021992.0,482047729.0,1079509086.0,
Total Expenses,10841969467.0,10413996783.0,9891516757.0,9266608011.0,
Rent Expense Supplemental,57164951.0,66292444.0,66139877.0,76098747.0,
Total Operating Income As Reported,361311452.0,449037042.0,444452111.0,411128594.0,
Diluted Average Shares,900000000.0,900000000.0,892680980.0,900000000.0,
Basic Average Shares,900000000.0,900000000.0,892680980.0,900000000.0,
Diluted EPS,0.28,0.57,0.54,1.2,
Basic EPS,0.28,0.57,0.54,1.2,
Diluted NI Availto Com Stockholders,250097452.0,511021992.0,482047729.0,1079509086.0,
Net Income Common Stockholders,250097452.0,511021992.0,482047729.0,1079509086.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,250097452.0,511021992.0,482047729.0,1079509086.0,
Minority Interests,-12587803.0,-5311124.0,-6535435.0,-3003539.0,
Net Income Including Noncontrolling Interests,262685255.0,516333116.0,488583164.0,1082512625.0,
Net Income Discontinuous Operations,,,0.0,-223790.0,-3260046.0
Net Income Continuous Operations,262685255.0,516333116.0,488583164.0,1082736415.0,
Tax Provision,11131509.0,-635609.0,16774890.0,30882117.0,
Pretax Income,273816764.0,515697507.0,505358054.0,1113618532.0,
Other Non Operating Income Expenses,128478003.0,117893518.0,124818938.0,147740607.0,
Special Income Charges,,0.0,4068057.0,608549515.0,0.0
Other Special Charges,,,,-608549515.0,
Impairment Of Capital Assets,,0.0,-4068057.0,0.0,
Net Non Operating Interest Income Expense,-152843584.0,-149501280.0,-97542029.0,-88609391.0,
Total Other Finance Cost,1686665.0,1688260.0,7990076.0,7394441.0,
Interest Expense Non Operating,181866427.0,160332710.0,113259796.0,83489404.0,
Interest Income Non Operating,30709508.0,12519690.0,23707843.0,2274454.0,
Operating Income,246827198.0,348919233.0,342202717.0,282937543.0,
Operating Expense,2216890986.0,2060827036.0,1926591072.0,1802684661.0,
Other Operating Expenses,31655967.0,35096962.0,40374895.0,37727960.0,
Depreciation And Amortization In Income Statement,402266794.0,366614464.0,331167976.0,300189867.0,
Depreciation Income Statement,402266794.0,366614464.0,331167976.0,300189867.0,
Selling General And Administration,561880833.0,463545042.0,398371802.0,346859553.0,
Selling And Marketing Expense,528986773.0,430738970.0,369451209.0,315877272.0,
General And Administrative Expense,32894060.0,32806072.0,28920593.0,30982281.0,
Rent And Landing Fees,57164951.0,66292444.0,66139877.0,76098747.0,
Gross Profit,2463718184.0,2409746269.0,2268793789.0,2085622204.0,
Cost Of Revenue,8625078481.0,8353169747.0,7964925685.0,7463923350.0,
Total Revenue,11088796665.0,10762916016.0,10233719474.0,9549545554.0,
Operating Revenue,11088796665.0,10762916016.0,10233719474.0,9549545554.0,
