,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,88000000.0,88000000.0,88000000.0,88000000.0,
Share Issued,88000000.0,88000000.0,88000000.0,88000000.0,
Net Debt,636429836.0,605702315.0,653343107.0,625952228.0,
Total Debt,782109477.0,789986176.0,794309909.0,796857531.0,
Tangible Book Value,613857096.0,744871101.0,784760569.0,816870039.0,
Invested Capital,1278983390.0,1408501965.0,1446481358.0,1474308464.0,
Working Capital,53599300.0,60798239.0,46487441.0,-77172659.0,
Net Tangible Assets,613857096.0,744871101.0,784760569.0,816870039.0,
Capital Lease Obligations,116983183.0,126355312.0,132589120.0,139419106.0,
Common Stock Equity,613857096.0,744871101.0,784760569.0,816870039.0,
Total Capitalization,1278983390.0,1408501965.0,1446481358.0,1474308464.0,
Total Equity Gross Minority Interest,613857096.0,744871101.0,784760569.0,816870039.0,
Stockholders Equity,613857096.0,744871101.0,784760569.0,816870039.0,
Total Liabilities Net Minority Interest,821598318.0,842906784.0,849188863.0,840289978.0,
Total Non Current Liabilities Net Minority Interest,780973153.0,790502457.0,789902665.0,666206576.0,
Other Non Current Liabilities,7861498.0,9895647.0,10294201.0,8768151.0,
Tradeand Other Payables Non Current,,,206198.0,,
Non Current Deferred Taxes Liabilities,,,,0.0,1959473.0
Long Term Debt And Capital Lease Obligation,773111655.0,780606810.0,779608464.0,657438425.0,
Long Term Capital Lease Obligation,107985361.0,116975946.0,117887675.0,,127290003.0
Long Term Debt,665126294.0,663630864.0,661720789.0,657438425.0,
Current Liabilities,40625165.0,52404327.0,59286198.0,174083402.0,
Current Debt And Capital Lease Obligation,8997822.0,9379366.0,14701445.0,139419106.0,
Current Capital Lease Obligation,8997822.0,9379366.0,14701445.0,139419106.0,
Current Debt,0.0,0.0,,,
Payables,856979.0,773530.0,206198.0,0.0,
Total Tax Payable,856979.0,773530.0,206198.0,0.0,
Total Assets,1435455414.0,1587777885.0,1633949432.0,1657160017.0,
Total Non Current Assets,1341230949.0,1474575319.0,1528175793.0,1560249274.0,
Other Investments,,,,,217346709.0
Investmentin Financial Assets,520114.0,0.0,5459650.0,5312150.0,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,520114.0,0.0,5459650.0,5312150.0,
Investment Properties,1163289625.0,1285491208.0,1322642938.0,1334991726.0,
Net PPE,,,,,91990981.0
Accumulated Depreciation,,,,,-24843261.0
Gross PPE,,,,,116834242.0
Buildings And Improvements,,,,,58430976.0
Land And Improvements,,,,,58403266.0
Properties,,,,,0.0
Current Assets,94224465.0,113202566.0,105773639.0,96910743.0,
Other Current Assets,896182.0,2663218.0,2521940.0,3718823.0,
Current Deferred Assets,,,,0.0,3489350.0
Prepaid Assets,,,,2985559.0,0.0
Other Receivables,-2120319.0,-7425060.0,-6936415.0,-8567942.0,
Taxes Receivable,,,,733264.0,0.0
Accounts Receivable,54325550.0,48290224.0,45931944.0,35273665.0,
Allowance For Doubtful Accounts Receivable,,,,,-9674608.0
Gross Accounts Receivable,54325550.0,48290224.0,45931944.0,35273665.0,
Cash Cash Equivalents And Short Term Investments,28696458.0,57928549.0,53652315.0,66486197.0,
Other Short Term Investments,,,45274633.0,35000000.0,13078917.0
Cash And Cash Equivalents,28696458.0,57928549.0,8377682.0,31486197.0,
Cash Equivalents,26046750.0,52764391.0,0.0,,
Cash Financial,2649708.0,5164158.0,8377682.0,31486197.0,
