,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,3494203.135834,667001.035824,1342560.366333,450681.81108
Tax Rate For Calcs,0.102274,0.103107,0.103107,0.103107
Total Unusual Items,34165000.0,6469000.0,13021000.0,4371000.0
Total Unusual Items Excluding Goodwill,34165000.0,6469000.0,13021000.0,4371000.0
Net Income From Continuing Operation Net Minority Interest,6397149000.0,5831661000.0,4839206000.0,3599140000.0
Reconciled Depreciation,431055000.0,353839000.0,325313000.0,279116000.0
Normalized Income,6366478203.135834,5825859001.035824,4827527560.366333,3595219681.81108
Net Income From Continuing And Discontinued Operation,6397149000.0,5831661000.0,4839206000.0,3599140000.0
Diluted Average Shares,2984400000.0,2982360000.0,2984760000.0,2985450000.0
Basic Average Shares,2984400000.0,2982360000.0,2984760000.0,2985450000.0
Diluted EPS,1.975,1.85,1.558333,1.153333
Basic EPS,1.975,1.85,1.558333,1.153333
Diluted NI Availto Com Stockholders,6397149000.0,5831661000.0,4839206000.0,3599140000.0
Net Income Common Stockholders,6397149000.0,5831661000.0,4839206000.0,3599140000.0
Net Income,6397149000.0,5831661000.0,4839206000.0,3599140000.0
Net Income Including Noncontrolling Interests,6397149000.0,5831661000.0,4839206000.0,3599140000.0
Net Income Continuous Operations,6397149000.0,5831661000.0,4839206000.0,3599140000.0
Tax Provision,728802000.0,670411000.0,556318000.0,413759000.0
Pretax Income,7125951000.0,6502072000.0,5395524000.0,4012899000.0
Special Income Charges,34165000.0,6469000.0,13021000.0,4371000.0
Other Special Charges,-34165000.0,-6469000.0,-13021000.0,-4371000.0
Gain On Sale Of Security,5384784000.0,4809083000.0,7654514000.0,6119655000.0
Operating Expense,3714595000.0,3383639000.0,3043526000.0,2764977000.0
Other Operating Expenses,231913000.0,196780000.0,0.0,0.0
Depreciation And Amortization In Income Statement,431055000.0,353839000.0,325313000.0,279116000.0
Depreciation Income Statement,431055000.0,353839000.0,325313000.0,279116000.0
Selling General And Administration,1169520000.0,1094712000.0,1178041000.0,1092312000.0
General And Administrative Expense,1169520000.0,1094712000.0,1178041000.0,1092312000.0
Rent And Landing Fees,71215000.0,74210000.0,73651000.0,68225000.0
Total Revenue,11841459000.0,10934157000.0,9686112000.0,7967671000.0
Operating Revenue,11841459000.0,10934157000.0,9686112000.0,7967671000.0
