,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,100000000.0,100000000.0,99999999.0,99999999.0,
Share Issued,100000000.0,100000000.0,99999999.0,99999999.0,
Net Debt,,,238435032.0,102690267.0,
Total Debt,4359529871.0,4222658362.0,4163777166.0,3464334130.0,
Tangible Book Value,1688023155.0,1415994354.0,1165095729.0,1108084378.0,
Invested Capital,1688489130.0,1591797320.0,1636911443.0,1360201469.0,
Working Capital,-1451402789.0,-1591416304.0,-1196514529.0,-1028235017.0,
Net Tangible Assets,1688023155.0,1415994354.0,1165095729.0,1108084378.0,
Capital Lease Obligations,4359529871.0,4047658362.0,3693491452.0,3213476987.0,
Common Stock Equity,1688489130.0,1416797320.0,1166625729.0,1109344326.0,
Total Capitalization,1688489130.0,1466797320.0,1241625729.0,1119630040.0,
Total Equity Gross Minority Interest,1688489130.0,1416797320.0,1166625729.0,1109344326.0,
Stockholders Equity,1688489130.0,1416797320.0,1166625729.0,1109344326.0,
Retained Earnings,464225126.0,234717893.0,269011401.0,239811445.0,
Capital Stock,1000000000.0,1000000000.0,750000000.0,750000000.0,
Common Stock,1000000000.0,1000000000.0,750000000.0,750000000.0,
Total Liabilities Net Minority Interest,7765487433.0,6963835876.0,6270210380.0,5249349373.0,
Total Non Current Liabilities Net Minority Interest,4105660252.0,3786761200.0,3663328805.0,3021731837.0,
Non Current Pension And Other Postretirement Benefit Plans,179632975.0,158949462.0,124206841.0,111383995.0,
Long Term Debt And Capital Lease Obligation,3926027277.0,3627811738.0,3539121964.0,2910347842.0,
Long Term Capital Lease Obligation,3926027277.0,3577811738.0,3464121964.0,2900062128.0,
Long Term Debt,0.0,50000000.0,75000000.0,10285714.0,
Current Liabilities,3659827181.0,3177074676.0,2606881575.0,2227617536.0,
Other Current Liabilities,,877505.0,987773.0,-100000.0,
Current Deferred Taxes Liabilities,,,,11880835.0,9978098.0
Current Debt And Capital Lease Obligation,433502594.0,594846624.0,624655202.0,553986288.0,
Current Capital Lease Obligation,433502594.0,469846624.0,229369488.0,313414859.0,
Current Debt,0.0,125000000.0,395285714.0,240571429.0,
Pensionand Other Post Retirement Benefit Plans Current,22520498.0,19352329.0,14511857.0,,
Payables,2435904766.0,1868623890.0,1413422072.0,1191522728.0,
Other Payable,2189924.0,3286540.0,1462353.0,2100922.0,
Total Tax Payable,10896970.0,31659935.0,9092497.0,14138932.0,
Accounts Payable,2422817872.0,1833677415.0,1402867222.0,1175282874.0,
Total Assets,9453976563.0,8380633196.0,7436836109.0,6358693699.0,
Total Non Current Assets,7245552171.0,6794974824.0,6026469063.0,5159311180.0,
Non Current Deferred Assets,24309319.0,21503377.0,21103385.0,17786886.0,
Investmentin Financial Assets,520125000.0,468875000.0,245000000.0,145000000.0,
Long Term Equity Investment,18373946.0,19069961.0,16668969.0,15693748.0,
Investmentsin Joint Venturesat Cost,18373946.0,19069961.0,16668969.0,15693748.0,
Goodwill And Other Intangible Assets,465975.0,802966.0,1530000.0,1259948.0,
Other Intangible Assets,465975.0,802966.0,1530000.0,1259948.0,
Net PPE,6682277931.0,6284723520.0,5742166709.0,4979570598.0,
Accumulated Depreciation,-2678924465.0,-2704454916.0,-2427768154.0,-2097461373.0,
Gross PPE,9361202396.0,8989178436.0,5742166709.0,7077031971.0,
Construction In Progress,25695612.0,62800905.0,61717230.0,29197130.0,
Other Properties,28468069.0,28058546.0,5742166709.0,18157484.0,
Machinery Furniture Equipment,1337182066.0,1302239666.0,1155789912.0,1041556574.0,
Buildings And Improvements,1796387180.0,1622240687.0,1411808290.0,1176818470.0,
Land And Improvements,6173469469.0,5973838632.0,5517657145.0,4811302313.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,2208424392.0,1585658372.0,1410367046.0,1199382519.0,
Other Current Assets,186479.0,204964.0,1539747.0,7910207.0,
Restricted Cash,5704090.0,5406091.0,4580933.0,,
Prepaid Assets,478894028.0,401583542.0,307861538.0,235692219.0,
Inventory,319770212.0,266982457.0,194778060.0,143627283.0,
Inventories Adjustments Allowances,-2842974.0,-2553478.0,-2643834.0,-541861.0,
Finished Goods,215304387.0,162400090.0,121023152.0,92141099.0,
Raw Materials,107308799.0,107135845.0,76398742.0,52028045.0,
Other Receivables,130176335.0,117105652.0,129031054.0,100396137.0,
Taxes Receivable,257595040.0,0.0,28980231.0,110683840.0,
Accounts Receivable,726659601.0,522393564.0,511744801.0,452905957.0,
Allowance For Doubtful Accounts Receivable,-19002726.0,-14307221.0,-16455087.0,-17920586.0,
Gross Accounts Receivable,745662327.0,536700785.0,528199888.0,470826543.0,
Cash Cash Equivalents And Short Term Investments,289438607.0,271982102.0,231850682.0,148166876.0,
Other Short Term Investments,,30000000.0,,,19956843.0
Cash And Cash Equivalents,289438607.0,241982102.0,231850682.0,148166876.0,
Cash Financial,289438607.0,241982102.0,231850682.0,148166876.0,
