,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,904987.303852,531180.199696,1014445.469752,131473.546609
Tax Rate For Calcs,0.102074,0.101817,0.102979,0.103117
Total Unusual Items,8866000.0,5217000.0,9851000.0,1275000.0
Total Unusual Items Excluding Goodwill,8866000.0,5217000.0,9851000.0,1275000.0
Net Income From Continuing Operation Net Minority Interest,24791754000.0,19722206000.0,16621159000.0,17150825000.0
Reconciled Depreciation,2369057000.0,1981914000.0,1578009000.0,1330119000.0
Normalized Income,24783792987.303852,19717520180.199696,16612322445.469751,17149681473.54661
Net Income From Continuing And Discontinued Operation,24791754000.0,19722206000.0,16621159000.0,17150825000.0
Diluted Average Shares,6000000000.0,6000000000.0,6000000000.0,6000000000.0
Basic Average Shares,6000000000.0,6000000000.0,6000000000.0,6000000000.0
Diluted EPS,3.9,3.113333,2.633333,2.826667
Basic EPS,3.9,3.113333,2.633333,2.826667
Diluted NI Availto Com Stockholders,23414808000.0,18686339000.0,15800481000.0,16954261000.0
Net Income Common Stockholders,23414808000.0,18686339000.0,15800481000.0,16954261000.0
Otherunder Preferred Stock Dividend,1376946000.0,1035867000.0,820678000.0,196564000.0
Net Income,24791754000.0,19722206000.0,16621159000.0,17150825000.0
Minority Interests,-32756000.0,-8980000.0,0.0,
Net Income Including Noncontrolling Interests,24824510000.0,19731186000.0,16621159000.0,17150825000.0
Net Income Continuous Operations,24824510000.0,19731186000.0,16621159000.0,17150825000.0
Tax Provision,2821986000.0,2236709000.0,1908126000.0,1971865000.0
Pretax Income,27646496000.0,21967895000.0,18529285000.0,19122690000.0
Special Income Charges,8866000.0,5217000.0,9851000.0,1275000.0
Other Special Charges,-8866000.0,-5217000.0,-9851000.0,-1275000.0
Gain On Sale Of Security,29726948000.0,24909849000.0,21301170000.0,21963921000.0
Operating Expense,9126988000.0,7970664000.0,7497946000.0,7451070000.0
Other Operating Expenses,0.0,0.0,0.0,0.0
Depreciation And Amortization In Income Statement,2369057000.0,1981914000.0,1578009000.0,1330119000.0
Depreciation Income Statement,2369057000.0,1981914000.0,1578009000.0,1330119000.0
Selling General And Administration,2732360000.0,2264941000.0,2394841000.0,2725760000.0
General And Administrative Expense,2732360000.0,2264941000.0,2394841000.0,2725760000.0
Total Revenue,38967166000.0,31912742000.0,27433692000.0,28553507000.0
Operating Revenue,38967166000.0,31912742000.0,27433692000.0,28553507000.0
