,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-178297.769931,402264.907286,3367650.337841,-626882.47589,
Tax Rate For Calcs,0.246921,0.283639,0.207926,0.120426,
Normalized EBITDA,121588285.0,126122586.0,109490915.0,115096133.0,
Total Unusual Items,-722083.0,1418230.0,16196409.0,-5205554.0,
Total Unusual Items Excluding Goodwill,-722083.0,1418230.0,16196409.0,-5205554.0,
Net Income From Continuing Operation Net Minority Interest,17374953.0,8505126.0,5518143.0,40432242.0,
Reconciled Depreciation,36096948.0,40148381.0,39999233.0,23437470.0,
Reconciled Cost Of Revenue,581522264.0,574439759.0,573150222.0,501752026.0,
EBITDA,120866202.0,127540816.0,125687324.0,109890579.0,
EBIT,84769254.0,87392435.0,85688091.0,86453109.0,
Net Interest Income,-19413969.0,-23087254.0,-37120516.0,-9754310.0,
Interest Expense,30391905.0,31014320.0,30156953.0,6419635.0,
Interest Income,,735000.0,735000.0,,
Normalized Income,17918738.230069,7489160.907286,-7310615.662159,45010913.52411,
Net Income From Continuing And Discontinued Operation,17374953.0,8505126.0,5518143.0,40432242.0,
Total Expenses,660775230.0,688807840.0,673988005.0,579672244.0,
Total Operating Income As Reported,65858830.0,64259530.0,65254965.0,94993338.0,
Diluted Average Shares,27500000.0,27500000.0,27500000.0,27500000.0,
Basic Average Shares,27500000.0,27500000.0,27500000.0,27500000.0,
Diluted EPS,0.63,0.31,0.2,1.47,
Basic EPS,0.63,0.31,0.2,1.47,
Diluted NI Availto Com Stockholders,17374953.0,8505126.0,5518143.0,40432242.0,
Net Income Common Stockholders,17374953.0,8505126.0,5518143.0,40432242.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,17374953.0,8505126.0,5518143.0,40432242.0,
Minority Interests,-23575463.0,-31881974.0,-38466642.0,-29963145.0,
Net Income Including Noncontrolling Interests,40950416.0,40387100.0,43984785.0,70395387.0,
Net Income Continuous Operations,40950416.0,40387100.0,43984785.0,70395387.0,
Tax Provision,13426933.0,15991015.0,11546353.0,9638087.0,
Pretax Income,54377349.0,56378115.0,55531138.0,80033474.0,
Other Non Operating Income Expenses,4579267.0,10541031.0,8600462.0,,
Special Income Charges,-3600000.0,-2763710.0,10219445.0,-13561027.0,
Other Special Charges,,-8275874.0,-13326698.0,13561027.0,
Write Off,,,,0.0,523275.0
Impairment Of Capital Assets,3600000.0,2763710.0,3107253.0,0.0,
Net Non Operating Interest Income Expense,-19413969.0,-23087254.0,-37120516.0,-9754310.0,
Total Other Finance Cost,-10977936.0,-7927066.0,6963563.0,3334675.0,
Interest Expense Non Operating,30391905.0,31014320.0,30156953.0,6419635.0,
Interest Income Non Operating,,735000.0,735000.0,,
Operating Income,69199134.0,66771108.0,67119783.0,94993338.0,
Operating Expense,79252966.0,114368081.0,100837783.0,77920218.0,
Other Operating Expenses,754785.0,-1736688.0,1297075.0,-4188664.0,
Depreciation And Amortization In Income Statement,1414407.0,3840870.0,1576211.0,1541194.0,
Depreciation Income Statement,1414407.0,3840870.0,1576211.0,1541194.0,
Selling General And Administration,26972178.0,63609561.0,54881311.0,40097851.0,
Selling And Marketing Expense,8743394.0,41330346.0,40286515.0,40388178.0,
General And Administrative Expense,18228784.0,22279215.0,14594796.0,-290327.0,
Gross Profit,148452100.0,181139189.0,167957566.0,172913556.0,
Cost Of Revenue,581522264.0,574439759.0,573150222.0,501752026.0,
Total Revenue,729974364.0,755578948.0,741107788.0,674665582.0,
Operating Revenue,729974364.0,755578948.0,741107788.0,674665582.0,
