,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,30000000.0,24252873.0,24252873.0,18512548.0,
Share Issued,30000000.0,24252873.0,24252873.0,18512548.0,
Total Debt,15225000.0,18476000.0,19771000.0,18493000.0,
Tangible Book Value,265807000.0,251734000.0,204116000.0,59835000.0,
Invested Capital,269896000.0,254326000.0,204979000.0,60856000.0,
Net Tangible Assets,265807000.0,251734000.0,204116000.0,59835000.0,
Capital Lease Obligations,15225000.0,18476000.0,19771000.0,18493000.0,
Common Stock Equity,269896000.0,254326000.0,204979000.0,60856000.0,
Total Capitalization,269896000.0,254326000.0,204979000.0,60856000.0,
Total Equity Gross Minority Interest,269896000.0,254326000.0,204979000.0,60856000.0,
Stockholders Equity,269896000.0,254326000.0,204979000.0,60856000.0,
Retained Earnings,-101222000.0,-5604000.0,-35727000.0,-76783000.0,
Capital Stock,300000000.0,200000000.0,200000000.0,100000000.0,
Common Stock,300000000.0,200000000.0,200000000.0,100000000.0,
Total Liabilities Net Minority Interest,538879000.0,491180000.0,601270000.0,605954000.0,
Non Current Pension And Other Postretirement Benefit Plans,8715000.0,7829000.0,8717000.0,6716000.0,
Non Current Accrued Expenses,3072000.0,4475000.0,3986000.0,5310000.0,
Non Current Deferred Revenue,,,,3835000.0,4351000.0
Non Current Deferred Taxes Liabilities,5872000.0,30367000.0,33442000.0,30629000.0,
Long Term Debt And Capital Lease Obligation,15225000.0,18476000.0,19771000.0,18493000.0,
Long Term Capital Lease Obligation,15225000.0,18476000.0,19771000.0,18493000.0,
Current Debt And Capital Lease Obligation,,,,3158000.0,0.0
Current Capital Lease Obligation,,,,3158000.0,0.0
Payables,11845000.0,19292000.0,24053000.0,20388000.0,
Other Payable,11239000.0,14678000.0,14697000.0,5467000.0,
Dividends Payable,,,,15409000.0,15409000.0
Accounts Payable,606000.0,4614000.0,9356000.0,14921000.0,
Total Assets,808775000.0,745506000.0,806249000.0,666810000.0,
Investments And Advances,216123000.0,203581000.0,138893000.0,121922000.0,
Investmentin Financial Assets,143401000.0,142457000.0,95430000.0,82219000.0,
Held To Maturity Securities,,,,60000000.0,64983000.0
Available For Sale Securities,117211000.0,90968000.0,50343000.0,61464000.0,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,26190000.0,51489000.0,45087000.0,20755000.0,
Goodwill And Other Intangible Assets,4089000.0,2592000.0,863000.0,1021000.0,
Other Intangible Assets,4089000.0,2592000.0,863000.0,1021000.0,
Net PPE,18801000.0,22437000.0,23591000.0,22608000.0,
Accumulated Depreciation,-39087000.0,-37235000.0,-35664000.0,-33706000.0,
Gross PPE,57888000.0,59672000.0,59255000.0,56314000.0,
Construction In Progress,1272000.0,278000.0,669000.0,2114000.0,
Other Properties,12833000.0,16199000.0,18216000.0,17550000.0,
Machinery Furniture Equipment,43783000.0,43195000.0,40370000.0,36650000.0,
Prepaid Assets,7776000.0,14638000.0,16574000.0,10902000.0,
Other Receivables,4574000.0,4255000.0,7514000.0,9988000.0,
Accounts Receivable,4149000.0,2470000.0,12997000.0,13732000.0,
Cash Cash Equivalents And Short Term Investments,355105000.0,293927000.0,458548000.0,174468000.0,
Other Short Term Investments,72722000.0,61124000.0,43463000.0,39703000.0,
Cash And Cash Equivalents,282383000.0,232803000.0,415085000.0,134765000.0,
