,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,129606140.0,116347528.0,122715310.0,141125686.0,
Repayment Of Debt,0.0,-33092542.0,-31507080.0,-14916178.0,
Issuance Of Debt,0.0,17500000.0,30000000.0,0.0,
Capital Expenditure,-14052223.0,-19059776.0,-67750086.0,-109664698.0,
End Cash Position,13296219.0,9622497.0,15109162.0,20297172.0,
Beginning Cash Position,9622497.0,15109162.0,20297172.0,30485715.0,
Changes In Cash,3673722.0,-5486665.0,-5188010.0,-10188543.0,
Financing Cash Flow,-128263799.0,-125229241.0,-149634369.0,-131164362.0,
Interest Paid Cff,-32528403.0,-34693200.0,-35264372.0,-37596054.0,
Cash Dividends Paid,,,-32340000.0,,-64680000.0
Common Stock Dividend Paid,,,,0.0,-64680000.0
Net Issuance Payments Of Debt,0.0,-15592542.0,-1507080.0,-14916178.0,
Net Short Term Debt Issuance,0.0,17500000.0,30000000.0,0.0,
Short Term Debt Issuance,0.0,17500000.0,30000000.0,0.0,
Net Long Term Debt Issuance,0.0,-33092542.0,-31507080.0,-14916178.0,
Long Term Debt Payments,0.0,-33092542.0,-31507080.0,-14916178.0,
Investing Cash Flow,-11720842.0,-15664728.0,-46019037.0,-129814565.0,
Net Other Investing Changes,865001.0,1694000.0,1316609.0,-1543093.0,
Net Investment Purchase And Sale,,0.0,22013859.0,-20000000.0,2433773.0
Sale Of Investment,,0.0,22013859.0,0.0,92433773.0
Purchase Of Investment,,,0.0,-20000000.0,-90000000.0
Net Investment Properties Purchase And Sale,,0.0,-3051554.0,0.0,
Purchase Of Investment Properties,,0.0,-3051554.0,0.0,
Net Intangibles Purchase And Sale,-50000.0,-1202750.0,-2084383.0,-6371019.0,
Purchase Of Intangibles,-50000.0,-1202750.0,-2084383.0,-6371019.0,
Net PPE Purchase And Sale,-12535843.0,-16155978.0,-64213568.0,-101900453.0,
Sale Of PPE,1466380.0,1701048.0,1452135.0,1393226.0,
Purchase Of PPE,-14002223.0,-17857026.0,-65665703.0,-103293679.0,
Operating Cash Flow,143658363.0,135407304.0,190465396.0,250790384.0,
Taxes Refund Paid,-6652914.0,-6928042.0,-5222551.0,-4745861.0,
Change In Working Capital,-7216303.0,34987835.0,-19137469.0,16279746.0,
Change In Payable,15226731.0,-12027614.0,-41760404.0,39663343.0,
Change In Inventory,-5160133.0,26408136.0,30696798.0,-46353933.0,
Change In Receivables,-17282901.0,20607313.0,-8073863.0,22970336.0,
Other Non Cash Items,31159283.0,33834556.0,31207149.0,36991215.0,
Provisionand Write Offof Assets,0.0,105238.0,-2000000.0,3545295.0,
Depreciation And Amortization,169639466.0,176098127.0,174663486.0,169091698.0,
Amortization Cash Flow,2617835.0,4278185.0,2857046.0,2288422.0,
Depreciation,167021631.0,171819942.0,171806440.0,166803276.0,
Pension And Employee Benefit Expense,0.0,13996421.0,14685680.0,13742603.0,
Gain Loss On Investment Securities,,,-664755.0,-537423.0,-454090.0
Gain Loss On Sale Of PPE,2751396.0,73171.0,-707932.0,-733178.0,
Net Income From Continuing Operations,-75078271.0,-101578445.0,11282247.0,3725867.0,
