,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,165643.766398
Tax Rate For Calcs,0.052668,0.047578,0.074186,0.021767
Normalized EBITDA,903182000.0,872513000.0,770650000.0,556562000.0
Total Unusual Items,567000.0,16627000.0,0.0,7610000.0
Total Unusual Items Excluding Goodwill,567000.0,16627000.0,0.0,7610000.0
Net Income From Continuing Operation Net Minority Interest,697890000.0,661435000.0,509716000.0,362412000.0
Reconciled Depreciation,111705000.0,105287000.0,134704000.0,118904000.0
Reconciled Cost Of Revenue,746144000.0,718742000.0,680143000.0,631681000.0
EBITDA,903182000.0,872513000.0,770650000.0,564172000.0
EBIT,791477000.0,767226000.0,635946000.0,445268000.0
Net Interest Income,7872000.0,-15867000.0,-36003000.0,-58131000.0
Interest Expense,54787000.0,72749000.0,85386000.0,74792000.0
Interest Income,67239000.0,59495000.0,51614000.0,18882000.0
Normalized Income,697890000.0,661435000.0,509716000.0,354967643.766398
Net Income From Continuing And Discontinued Operation,697890000.0,661435000.0,509716000.0,362412000.0
Total Expenses,976588000.0,921928000.0,867282000.0,801525000.0
Rent Expense Supplemental,34521000.0,34727000.0,35140000.0,51340000.0
Total Operating Income As Reported,727262000.0,709416000.0,586199000.0,426514000.0
Diluted Average Shares,80000000.0,80000000.0,80000000.0,80000000.0
Basic Average Shares,80000000.0,80000000.0,80000000.0,80000000.0
Diluted EPS,8.72,8.27,6.37,4.53015
Basic EPS,8.72,8.27,6.37,4.53015
Diluted NI Availto Com Stockholders,697890000.0,661435000.0,509716000.0,362412000.0
Net Income Common Stockholders,697890000.0,661435000.0,509716000.0,362412000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,697890000.0,661435000.0,509716000.0,362412000.0
Net Income Including Noncontrolling Interests,697890000.0,661435000.0,509716000.0,362412000.0
Net Income Continuous Operations,697890000.0,661435000.0,509716000.0,362412000.0
Tax Provision,38800000.0,33042000.0,40844000.0,8064000.0
Pretax Income,736690000.0,694477000.0,550560000.0,370476000.0
Other Non Operating Income Expenses,,1572000.0,4988000.0,5597000.0
Special Income Charges,567000.0,16627000.0,0.0,7610000.0
Other Special Charges,,,,-7610000.0
Write Off,-567000.0,-16627000.0,19407000.0,16522000.0
Net Non Operating Interest Income Expense,7872000.0,-15867000.0,-36003000.0,-58131000.0
Total Other Finance Cost,4580000.0,2613000.0,2231000.0,2221000.0
Interest Expense Non Operating,54787000.0,72749000.0,85386000.0,74792000.0
Interest Income Non Operating,67239000.0,59495000.0,51614000.0,18882000.0
Operating Income,731842000.0,712029000.0,588430000.0,421125000.0
Operating Expense,230444000.0,203186000.0,187139000.0,169844000.0
Other Operating Expenses,-567000.0,-16627000.0,19407000.0,16522000.0
Depreciation And Amortization In Income Statement,9049000.0,7053000.0,6449000.0,4898000.0
Amortization,26000.0,64000.0,64000.0,64000.0
Depreciation Income Statement,9023000.0,6989000.0,6385000.0,4834000.0
Selling General And Administration,70965000.0,76132000.0,38568000.0,66155000.0
Selling And Marketing Expense,20237000.0,29586000.0,16697000.0,14227000.0
General And Administrative Expense,50728000.0,46546000.0,21871000.0,51928000.0
Rent And Landing Fees,1795000.0,1747000.0,887000.0,296000.0
Gross Profit,962286000.0,915215000.0,775569000.0,590969000.0
Cost Of Revenue,746144000.0,718742000.0,680143000.0,631681000.0
Total Revenue,1708430000.0,1633957000.0,1455712000.0,1222650000.0
Operating Revenue,1708430000.0,1633957000.0,1455712000.0,1222650000.0
