,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,11549279.0,7677271.0,220027263.0,-32930322.0,
Repurchase Of Capital Stock,-16517379.0,-91152345.0,0.0,-1920000.0,
Repayment Of Debt,-1196815.0,-1916899.0,-1906840.0,0.0,
Issuance Of Debt,150000000.0,0.0,,,
Issuance Of Capital Stock,,,0.0,749093534.0,0.0
Capital Expenditure,-88285396.0,-195114508.0,-36840257.0,-40128031.0,
End Cash Position,428423257.0,1054080837.0,1109059521.0,902685742.0,
Beginning Cash Position,1054080837.0,1109059521.0,902685742.0,391688002.0,
Changes In Cash,-625657580.0,-54978684.0,206373779.0,510997740.0,
Financing Cash Flow,83952683.0,-120188443.0,-34425038.0,722856097.0,
Net Other Financing Charges,,,,245000.0,
Net Common Stock Issuance,-16517379.0,-91152345.0,0.0,747173534.0,
Common Stock Payments,-16517379.0,-91152345.0,0.0,-1920000.0,
Common Stock Issuance,,,0.0,749093534.0,0.0
Net Issuance Payments Of Debt,148803185.0,-1916899.0,-1906840.0,0.0,
Net Short Term Debt Issuance,-1196815.0,-1916899.0,-1906840.0,0.0,
Short Term Debt Payments,-1196815.0,-1916899.0,-1906840.0,0.0,
Net Long Term Debt Issuance,150000000.0,0.0,,,
Long Term Debt Issuance,150000000.0,0.0,,,
Investing Cash Flow,-809444938.0,-137582020.0,-16068703.0,-219056066.0,
Interest Received Cfi,33560494.0,48537021.0,38504176.0,22196965.0,
Net Investment Purchase And Sale,-28825194.0,117254994.0,41959018.0,-201125000.0,
Sale Of Investment,0.0,117254994.0,100000000.0,0.0,
Purchase Of Investment,-28825194.0,,-58040982.0,-201125000.0,-11625000.0
Net Business Purchase And Sale,-725894842.0,-108259527.0,-59691640.0,0.0,
Purchase Of Business,-725894842.0,-108259527.0,-59691640.0,0.0,
Net Intangibles Purchase And Sale,-50295774.0,-19714623.0,-13497082.0,-2962556.0,
Purchase Of Intangibles,-50295774.0,-19714623.0,-13497082.0,-2962556.0,
Net PPE Purchase And Sale,-37989622.0,-175399885.0,-23343175.0,-37165475.0,
Purchase Of PPE,-37989622.0,-175399885.0,-23343175.0,-37165475.0,
Operating Cash Flow,99834675.0,202791779.0,256867520.0,7197709.0,
Taxes Refund Paid,-21887455.0,-26839010.0,-25612169.0,-4987323.0,
Interest Paid Cfo,-8878607.0,-4492138.0,-5459295.0,0.0,
Change In Working Capital,-69961855.0,-17510615.0,102001293.0,-88366716.0,
Change In Accrued Expense,-15720092.0,32864527.0,44364173.0,-7008436.0,
Change In Payable,-32065415.0,9624852.0,64797469.0,-22975234.0,
Change In Prepaid Assets,-12908980.0,-6265334.0,10675998.0,-45547925.0,
Change In Inventory,-9833625.0,-1255414.0,-8536741.0,-726890.0,
Change In Receivables,566257.0,-52479246.0,-9299606.0,-12108231.0,
Other Non Cash Items,-24681887.0,-43254594.0,-40042823.0,-19041005.0,
Stock Based Compensation,9582768.0,3840915.0,19484477.0,11896912.0,
Depreciation And Amortization,89374837.0,53176978.0,51970559.0,23530731.0,
Amortization Cash Flow,18626513.0,7973041.0,,,
Depreciation,70748324.0,45203937.0,51970559.0,23530731.0,
Pension And Employee Benefit Expense,11694295.0,7915336.0,7959954.0,5574726.0,
Gain Loss On Investment Securities,11308115.0,6108755.0,-3326897.0,-1766705.0,
Gain Loss On Sale Of PPE,-1094408.0,4266780.0,529143.0,0.0,
Net Income From Continuing Operations,61532995.0,204594638.0,145833239.0,84827732.0,
