,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,6600000.0,6698580.0,6698580.0,6698580.0,
Share Issued,6600000.0,6698580.0,6698580.0,6698580.0,
Net Debt,1551625.0,13300329.0,41424080.0,32830272.0,
Total Debt,16326647.0,39895160.0,61447933.0,52530062.0,
Tangible Book Value,50287273.0,75557193.0,116272169.0,235800637.0,
Invested Capital,65519366.0,99423412.0,160783260.0,270484082.0,
Working Capital,-13527228.0,-60432147.0,-44113954.0,541682.0,
Net Tangible Assets,50287273.0,75557193.0,116272169.0,235800637.0,
Capital Lease Obligations,1094554.0,16028941.0,16936842.0,17846617.0,
Common Stock Equity,50287273.0,75557193.0,116272169.0,235800637.0,
Total Capitalization,50287273.0,78227703.0,148489798.0,258079045.0,
Total Equity Gross Minority Interest,50287273.0,75557193.0,116272169.0,235800637.0,
Stockholders Equity,50287273.0,75557193.0,116272169.0,235800637.0,
Retained Earnings,-17877937.0,-325539870.0,-284544571.0,-164585310.0,
Capital Stock,66986040.0,400000000.0,400000000.0,400000000.0,
Common Stock,66986040.0,400000000.0,400000000.0,400000000.0,
Total Liabilities Net Minority Interest,93538629.0,102659360.0,126947249.0,108455848.0,
Total Non Current Liabilities Net Minority Interest,1584796.0,15904220.0,48300207.0,40543736.0,
Non Current Pension And Other Postretirement Benefit Plans,1548125.0,2738125.0,4883597.0,5838149.0,
Long Term Debt And Capital Lease Obligation,36671.0,13166095.0,43416610.0,34705587.0,
Long Term Capital Lease Obligation,36671.0,10495585.0,11198981.0,12427179.0,
Long Term Debt,0.0,2670510.0,32217629.0,22278408.0,
Current Liabilities,91953833.0,86755140.0,78647042.0,67912112.0,
Current Deferred Taxes Liabilities,13665938.0,15964978.0,14588279.0,7859107.0,
Current Debt And Capital Lease Obligation,16289976.0,26729065.0,18031323.0,17824475.0,
Current Capital Lease Obligation,1057883.0,5533356.0,5737861.0,5419438.0,
Current Debt,15232093.0,21195709.0,12293462.0,12405037.0,
Current Provisions,,257073.0,435563.0,596403.0,
Payables,54031391.0,34652981.0,36139268.0,33670654.0,
Other Payable,42982055.0,15746741.0,20238157.0,17166589.0,
Dividends Payable,2858933.0,2858933.0,2859525.0,2859525.0,
Total Tax Payable,268989.0,821381.0,0.0,,
Accounts Payable,7921414.0,15225926.0,13041586.0,13644540.0,
Total Assets,143825902.0,178216553.0,243219418.0,344256485.0,
Total Non Current Assets,65399297.0,151893560.0,208686330.0,275802691.0,
Investment Properties,42129402.0,41683054.0,40296616.0,40566305.0,
Net PPE,23269895.0,110210506.0,123006381.0,170726396.0,
Accumulated Depreciation,-45429090.0,-141339420.0,-197963470.0,-166502656.0,
Gross PPE,68698985.0,251549926.0,320969851.0,337229052.0,
Construction In Progress,39710633.0,39710633.0,39710633.0,38322524.0,
Other Properties,11708005.0,30356486.0,35734790.0,38453319.0,
Machinery Furniture Equipment,8870427.0,28584075.0,51570260.0,55782897.0,
Buildings And Improvements,,,,,182954447.0
Properties,8409920.0,152898732.0,193954168.0,204670312.0,
Current Assets,78426605.0,26322993.0,34533088.0,68453794.0,
Other Current Assets,1.0,,,,1.0
Assets Held For Sale Current,61350751.0,0.0,,,
Restricted Cash,170775.0,170775.0,0.0,11099000.0,
Prepaid Assets,1612951.0,5597545.0,,5240017.0,6639797.0
Inventory,0.0,1194410.0,11109914.0,43467533.0,
Inventories Adjustments Allowances,-5875709.0,-5640989.0,-3408111.0,0.0,
Other Inventories,,,2035352.0,20664639.0,21860518.0
Finished Goods,0.0,1063823.0,3209390.0,12145399.0,
Raw Materials,5875709.0,5771576.0,9273283.0,10657495.0,
Other Receivables,93336.0,4711914.0,15504930.0,8585885.0,
Taxes Receivable,711540.0,3111185.0,,5710009.0,5256443.0
Accounts Receivable,0.0,226336.0,4811078.0,3414657.0,
Allowance For Doubtful Accounts Receivable,-8244421.0,-8600663.0,-5739738.0,-4129613.0,
Gross Accounts Receivable,8244421.0,8826999.0,10550816.0,7544270.0,
Cash Cash Equivalents And Short Term Investments,14487251.0,11310828.0,3107166.0,1886719.0,
Other Short Term Investments,806783.0,744938.0,20155.0,33546.0,
Cash And Cash Equivalents,13680468.0,10565890.0,3087011.0,1853173.0,
Cash Equivalents,13048187.0,0.0,,,
Cash Financial,632281.0,10565890.0,3087011.0,1853173.0,
