,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,36101844.0,41125419.0,36557817.0,42712233.0,
Repayment Of Debt,-9500000.0,-9500000.0,-12250000.0,-12499991.0,
Issuance Of Debt,400000000.0,0.0,,,5200000.0
End Cash Position,419178.0,166156.0,8310894.0,3220691.0,
Other Cash Adjustment Outside Changein Cash,,,,-1.0,
Beginning Cash Position,166156.0,8310894.0,3220691.0,1229649.0,
Changes In Cash,253022.0,-8144738.0,5090203.0,1991042.0,
Financing Cash Flow,-75848822.0,-49270157.0,-31467614.0,-40721191.0,
Net Other Financing Charges,-440788457.0,0.0,0.0,0.0,
Interest Paid Cff,-25560365.0,-33907359.0,-19217614.0,-17230326.0,
Cash Dividends Paid,0.0,-5862798.0,0.0,-10990874.0,
Common Stock Dividend Paid,0.0,-5862798.0,0.0,-10990874.0,
Net Issuance Payments Of Debt,390500000.0,-9500000.0,-12250000.0,-12499991.0,
Net Long Term Debt Issuance,390500000.0,-9500000.0,-12250000.0,-12499991.0,
Long Term Debt Payments,-9500000.0,-9500000.0,-12250000.0,-12499991.0,
Long Term Debt Issuance,400000000.0,0.0,,,5200000.0
Investing Cash Flow,40000000.0,0.0,,,0.0
Net Other Investing Changes,40000000.0,,,,
Operating Cash Flow,36101844.0,41125419.0,36557817.0,42712233.0,
Interest Paid Cfo,,,,-17230326.0,-17381652.0
Change In Working Capital,-13203351.0,-5422482.0,-6733564.0,-18592514.0,
Change In Other Current Liabilities,-7063457.0,-54671.0,9096798.0,-1826001.0,
Change In Accrued Expense,1230519.0,-3642061.0,-3156832.0,1829528.0,
Change In Payable,-4331776.0,539798.0,-5200000.0,-15100000.0,
Change In Prepaid Assets,,-1311519.0,0.0,1906722.0,-717044.0
Change In Receivables,-3038637.0,-2265548.0,-7473530.0,-3496041.0,
Other Non Cash Items,27042063.0,15278283.0,31347487.0,17715629.0,
Depreciation And Amortization,21906303.0,23151724.0,23417040.0,29899741.0,
Amortization Cash Flow,,9509953.0,9509953.0,14238578.0,14238578.0
Depreciation,21906303.0,23151724.0,13907087.0,15661163.0,
Net Income From Continuing Operations,356829.0,8117894.0,-11473146.0,13689377.0,
