,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.2,0.2,0.005811,0.055231,
Normalized EBITDA,420072000.0,1487069000.0,2473045000.0,5291715000.0,
Total Unusual Items,,,,0.0,-160000000.0
Total Unusual Items Excluding Goodwill,,,,0.0,-160000000.0
Net Income From Continuing Operation Net Minority Interest,-860459000.0,426139000.0,1174994000.0,3595291000.0,
Reconciled Depreciation,949336000.0,903530000.0,914248000.0,923388000.0,
Reconciled Cost Of Revenue,6553034000.0,5621095000.0,5449474000.0,5414953000.0,
EBITDA,420072000.0,1487069000.0,2473045000.0,5291715000.0,
EBIT,-529264000.0,583539000.0,1558797000.0,4368327000.0,
Net Interest Income,-105707000.0,-96293000.0,-121426000.0,-193639000.0,
Interest Expense,116130000.0,135509000.0,194525000.0,184156000.0,
Interest Income,24136000.0,54585000.0,89248000.0,51277000.0,
Normalized Income,-860459000.0,426139000.0,1174994000.0,3595291000.0,
Net Income From Continuing And Discontinued Operation,-860459000.0,426139000.0,1174994000.0,3595291000.0,
Total Expenses,7338048000.0,6377677000.0,6198973000.0,6206639000.0,
Total Operating Income As Reported,-528301000.0,682915000.0,1418968000.0,4046989000.0,
Diluted Average Shares,733333000.0,733333000.0,733333000.0,733333000.0,
Basic Average Shares,725122000.0,725122000.0,725122000.0,725122000.0,
Diluted EPS,-1.19,0.58,1.6,4.9,
Basic EPS,-1.19,0.59,1.62,4.96,
Diluted NI Availto Com Stockholders,-860459000.0,426139000.0,1174994000.0,3595291000.0,
Net Income Common Stockholders,-860459000.0,426139000.0,1174994000.0,3595291000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-860459000.0,426139000.0,1174994000.0,3595291000.0,
Minority Interests,-88025000.0,-40076000.0,-181350000.0,-357784000.0,
Net Income Including Noncontrolling Interests,-772434000.0,466215000.0,1356344000.0,3953075000.0,
Net Income Continuous Operations,-772434000.0,466215000.0,1356344000.0,3953075000.0,
Tax Provision,127040000.0,-18185000.0,7928000.0,231096000.0,
Pretax Income,-645394000.0,448030000.0,1364272000.0,4184171000.0,
Other Non Operating Income Expenses,25322000.0,12017000.0,15178000.0,-33979000.0,
Special Income Charges,,,,0.0,-160000000.0
Other Special Charges,,,,,-14247000.0
Write Off,,,,0.0,160000000.0
Net Non Operating Interest Income Expense,-105707000.0,-96293000.0,-121426000.0,-193639000.0,
Total Other Finance Cost,13713000.0,15369000.0,16149000.0,60760000.0,
Interest Expense Non Operating,116130000.0,135509000.0,194525000.0,184156000.0,
Interest Income Non Operating,24136000.0,54585000.0,89248000.0,51277000.0,
Operating Income,-528301000.0,682915000.0,1418968000.0,4046989000.0,
Operating Expense,785014000.0,756582000.0,749499000.0,791686000.0,
Other Operating Expenses,,,,,6097000.0
Depreciation And Amortization In Income Statement,109021000.0,103105000.0,87459000.0,109762000.0,
Depreciation Income Statement,109021000.0,103105000.0,87459000.0,109762000.0,
Research And Development,6582000.0,5670000.0,2296000.0,7818000.0,
Selling General And Administration,261216000.0,288292000.0,279160000.0,360324000.0,
Selling And Marketing Expense,211755000.0,239873000.0,234553000.0,295988000.0,
General And Administrative Expense,49461000.0,48419000.0,44607000.0,64336000.0,
Gross Profit,256713000.0,1439497000.0,2168467000.0,4838675000.0,
Cost Of Revenue,6553034000.0,5621095000.0,5449474000.0,5414953000.0,
Total Revenue,6809747000.0,7060592000.0,7617941000.0,10253628000.0,
Operating Revenue,6809747000.0,7060592000.0,7617941000.0,10253628000.0,
