,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,104222223.0,104222223.0,94888890.0,94889333.0,
Share Issued,104222223.0,104222223.0,94888890.0,94889333.0,
Net Debt,1414604000.0,1339020000.0,518159000.0,350616000.0,
Total Debt,1722959000.0,1671781000.0,641377000.0,444322000.0,
Tangible Book Value,2833542000.0,2582373000.0,1834128000.0,1718838000.0,
Invested Capital,4413236000.0,4122166000.0,2412572000.0,2096583000.0,
Working Capital,-397473000.0,-277855000.0,-289859000.0,-236843000.0,
Net Tangible Assets,2833542000.0,2582373000.0,1834128000.0,1718838000.0,
Capital Lease Obligations,251742000.0,246886000.0,89153000.0,72278000.0,
Common Stock Equity,2942019000.0,2697271000.0,1860348000.0,1724539000.0,
Total Capitalization,3671706000.0,3518923000.0,2155512000.0,1886725000.0,
Total Equity Gross Minority Interest,2981659000.0,2740704000.0,1902765000.0,1724539000.0,
Minority Interest,39640000.0,43433000.0,42417000.0,0.0,
Stockholders Equity,2942019000.0,2697271000.0,1860348000.0,1724539000.0,
Retained Earnings,1368383000.0,1136910000.0,924415000.0,788606000.0,
Additional Paid In Capital,554400000.0,554400000.0,0.0,,
Capital Stock,781667000.0,781667000.0,711667000.0,711667000.0,
Common Stock,781667000.0,781667000.0,711667000.0,711667000.0,
Total Liabilities Net Minority Interest,2306377000.0,2268176000.0,1110422000.0,795568000.0,
Total Non Current Liabilities Net Minority Interest,1044971000.0,1124216000.0,427190000.0,271254000.0,
Non Current Pension And Other Postretirement Benefit Plans,111301000.0,103216000.0,77573000.0,66399000.0,
Long Term Debt And Capital Lease Obligation,933670000.0,1021000000.0,349617000.0,204855000.0,
Long Term Capital Lease Obligation,203983000.0,199348000.0,54453000.0,42669000.0,
Long Term Debt,729687000.0,821652000.0,295164000.0,162186000.0,
Current Liabilities,1261406000.0,1143960000.0,683232000.0,524314000.0,
Other Current Liabilities,20991000.0,28688000.0,50525000.0,20689000.0,
Current Deferred Taxes Liabilities,10443000.0,12670000.0,9364000.0,7987000.0,
Current Debt And Capital Lease Obligation,789289000.0,650781000.0,291760000.0,239467000.0,
Current Capital Lease Obligation,47759000.0,47538000.0,34700000.0,29609000.0,
Current Debt,741530000.0,603243000.0,257060000.0,209858000.0,
Pensionand Other Post Retirement Benefit Plans Current,26074000.0,33942000.0,30544000.0,22535000.0,
Payables,298174000.0,302815000.0,151219000.0,128186000.0,
Total Tax Payable,5311000.0,0.0,9364000.0,7987000.0,
Accounts Payable,292863000.0,302815000.0,151219000.0,128186000.0,
Total Assets,5288036000.0,5008880000.0,3013187000.0,2520107000.0,
Total Non Current Assets,4424103000.0,4142775000.0,2619814000.0,2232636000.0,
Non Current Deferred Taxes Assets,958000.0,657000.0,,,0.0
Investmentin Financial Assets,28275000.0,15000000.0,15000000.0,15000000.0,
Available For Sale Securities,28275000.0,15000000.0,15000000.0,15000000.0,
Goodwill And Other Intangible Assets,108477000.0,114898000.0,26220000.0,5701000.0,
Other Intangible Assets,39777000.0,46198000.0,6880000.0,5701000.0,
Goodwill,68700000.0,68700000.0,19340000.0,0.0,
Net PPE,4286393000.0,4012220000.0,2578594000.0,2211935000.0,
Accumulated Depreciation,-902483000.0,-832696000.0,-803219000.0,-727656000.0,
Gross PPE,5188876000.0,4844916000.0,3381813000.0,2939591000.0,
Construction In Progress,1159000.0,19211000.0,575000.0,484000.0,
Other Properties,,,96185000.0,81141000.0,28272000.0
Machinery Furniture Equipment,4637241000.0,4296304000.0,3041563000.0,2680605000.0,
Buildings And Improvements,398924000.0,380849000.0,197673000.0,156500000.0,
Land And Improvements,151552000.0,148552000.0,142002000.0,102002000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,863933000.0,866105000.0,393373000.0,287471000.0,
Other Current Assets,12284000.0,10839000.0,2924000.0,57085000.0,
Hedging Assets Current,870000.0,1647000.0,0.0,,
Current Deferred Taxes Assets,,657000.0,0.0,,
Restricted Cash,,5706000.0,0.0,,
Prepaid Assets,38199000.0,36627000.0,29555000.0,57085000.0,
Inventory,71861000.0,97423000.0,35199000.0,11021000.0,
Inventories Adjustments Allowances,-3798000.0,,,,
Finished Goods,67122000.0,92197000.0,32714000.0,9218000.0,
Raw Materials,8537000.0,5226000.0,2485000.0,1803000.0,
Other Receivables,7622000.0,8732000.0,3629000.0,4083000.0,
Taxes Receivable,0.0,13588000.0,185000.0,,
Accounts Receivable,676484000.0,611374000.0,287816000.0,193854000.0,
Allowance For Doubtful Accounts Receivable,-232778000.0,-199927000.0,-58965000.0,-45412000.0,
Gross Accounts Receivable,909262000.0,811301000.0,346781000.0,239266000.0,
Cash Cash Equivalents And Short Term Investments,56613000.0,85875000.0,34065000.0,21428000.0,
Cash And Cash Equivalents,56613000.0,85875000.0,34065000.0,21428000.0,
Cash Equivalents,4246000.0,12000000.0,0.0,0.0,
Cash Financial,52367000.0,73875000.0,34065000.0,21428000.0,
