,2025-12-31,2024-12-31,2023-03-31,2022-03-31
Free Cash Flow,319329000.0,263255000.0,288110000.0,122951000.0
Repurchase Of Capital Stock,-10109000.0,0.0,,
Capital Expenditure,-127867000.0,-207180000.0,-95812000.0,-166875000.0
End Cash Position,468719000.0,467796000.0,290299000.0,625962000.0
Beginning Cash Position,467796000.0,349340000.0,625962000.0,713290000.0
Effect Of Exchange Rate Changes,-4145000.0,-6128000.0,-2973000.0,-5509000.0
Changes In Cash,5068000.0,124584000.0,-332690000.0,-81819000.0
Financing Cash Flow,-573506000.0,-596790000.0,-207434000.0,-209648000.0
Net Other Financing Charges,,,,-3925000.0
Interest Paid Cff,-4290000.0,-9163000.0,,
Cash Dividends Paid,-544307000.0,-574982000.0,-191581000.0,-192210000.0
Common Stock Dividend Paid,-544307000.0,-574982000.0,-191581000.0,-192210000.0
Net Common Stock Issuance,-10109000.0,0.0,,
Common Stock Payments,-10109000.0,0.0,,
Investing Cash Flow,131378000.0,250939000.0,-509178000.0,-161997000.0
Net Other Investing Changes,89855000.0,6620000.0,-430000.0,-1093000.0
Interest Received Cfi,40369000.0,52970000.0,12220000.0,4400000.0
Net Investment Purchase And Sale,128960000.0,395840000.0,-426500000.0,0.0
Sale Of Investment,946660000.0,1242600000.0,0.0,
Purchase Of Investment,-817700000.0,-846760000.0,-426500000.0,0.0
Net Intangibles Purchase And Sale,-10058000.0,-2675000.0,0.0,
Purchase Of Intangibles,-10058000.0,-2675000.0,0.0,
Net PPE Purchase And Sale,-117748000.0,-201816000.0,-94468000.0,-165304000.0
Sale Of PPE,61000.0,2689000.0,1344000.0,1571000.0
Purchase Of PPE,-117809000.0,-204505000.0,-95812000.0,-166875000.0
Operating Cash Flow,447196000.0,470435000.0,383922000.0,289826000.0
Taxes Refund Paid,-24222000.0,-27391000.0,-24985000.0,-25363000.0
Interest Paid Cfo,,,-7793000.0,
Change In Working Capital,-22153000.0,-121138000.0,-90819000.0,-27233000.0
Change In Accrued Expense,20399000.0,36117000.0,31693000.0,23588000.0
Change In Payable,1874000.0,-71970000.0,-2448000.0,21601000.0
Change In Prepaid Assets,19924000.0,-12423000.0,2637000.0,854000.0
Change In Inventory,-29724000.0,-55516000.0,-81962000.0,-57184000.0
Change In Receivables,-34626000.0,-17346000.0,-40739000.0,-16092000.0
Other Non Cash Items,-29710000.0,-38800000.0,31502000.0,-301000.0
Provisionand Write Offof Assets,-20180000.0,29526000.0,21849000.0,-14000.0
Depreciation And Amortization,119222000.0,114867000.0,120028000.0,104339000.0
Amortization Cash Flow,1580000.0,31000.0,2557000.0,2673000.0
Depreciation,117642000.0,114836000.0,117471000.0,101666000.0
Pension And Employee Benefit Expense,29059000.0,24689000.0,18285000.0,15637000.0
Gain Loss On Investment Securities,-107417000.0,,,
Gain Loss On Sale Of PPE,-715000.0,-1383000.0,-1030000.0,-729000.0
Gain Loss On Sale Of Business,0.0,1891000.0,,
Net Income From Continuing Operations,502803000.0,507062000.0,339117000.0,234274000.0
