,2025-09-30,2024-09-30,2023-09-30,2022-09-30,2021-09-30
Ordinary Shares Number,50800000.0,50800000.0,50800000.0,50800000.0,
Share Issued,50800000.0,50800000.0,50800000.0,50800000.0,
Net Debt,778595273.0,779037044.0,879350643.0,817929231.0,
Total Debt,836875279.0,878260825.0,933866266.0,920110656.0,
Tangible Book Value,618285549.0,585812560.0,513938807.0,641546178.0,
Invested Capital,1433943286.0,1439137096.0,1421297035.0,1532803278.0,
Working Capital,330891612.0,266297093.0,151860830.0,326228051.0,
Net Tangible Assets,618285549.0,585812560.0,513938807.0,641546178.0,
Capital Lease Obligations,24756552.0,28204976.0,30716452.0,33849454.0,
Common Stock Equity,621824559.0,589081247.0,518147221.0,646542076.0,
Total Capitalization,749972768.0,696259288.0,598366812.0,649042076.0,
Total Equity Gross Minority Interest,719873964.0,690965614.0,620361935.0,783837978.0,
Minority Interest,98049405.0,101884367.0,102214714.0,137295902.0,
Stockholders Equity,621824559.0,589081247.0,518147221.0,646542076.0,
Retained Earnings,113824559.0,81081247.0,-19050839.0,49344016.0,
Capital Stock,508000000.0,508000000.0,508000000.0,508000000.0,
Common Stock,508000000.0,508000000.0,508000000.0,508000000.0,
Total Liabilities Net Minority Interest,1045189965.0,1093545933.0,1170531348.0,1135592305.0,
Total Non Current Liabilities Net Minority Interest,220274170.0,190872900.0,162088754.0,83852404.0,
Other Non Current Liabilities,,,-1.0,,
Non Current Pension And Other Postretirement Benefit Plans,53253777.0,45481000.0,40375596.0,38119601.0,
Long Term Debt And Capital Lease Obligation,151061305.0,131935623.0,108655248.0,33799725.0,
Long Term Capital Lease Obligation,22913096.0,24757582.0,28435657.0,31299725.0,
Long Term Debt,128148209.0,107178041.0,80219591.0,2500000.0,
Long Term Provisions,15959088.0,13456277.0,13057910.0,11933078.0,
Current Liabilities,824915795.0,902673033.0,1008442594.0,1051739901.0,
Other Current Liabilities,,-1159235.0,,,
Current Deferred Taxes Liabilities,8257153.0,16653621.0,25394386.0,29282285.0,
Current Debt And Capital Lease Obligation,685813974.0,746325202.0,825211018.0,886310931.0,
Current Capital Lease Obligation,1843456.0,3447394.0,2280795.0,2549729.0,
Current Debt,683970518.0,742877808.0,822930223.0,883761202.0,
Pensionand Other Post Retirement Benefit Plans Current,27442860.0,29339871.0,7563368.0,,
Current Provisions,,,,1492388.0,5807780.0
Payables,95430397.0,95967155.0,101723691.0,49735352.0,
Other Payable,3623868.0,818759.0,818758.0,,
Dividends Payable,567401.0,567562.0,567852.0,568881.0,
Total Tax Payable,14822646.0,12109782.0,12691380.0,,
Accounts Payable,76416482.0,82471052.0,87645701.0,49166471.0,
Total Assets,1765063929.0,1784511547.0,1790893283.0,1919430283.0,
Total Non Current Assets,609256522.0,615541421.0,630589859.0,541462331.0,
Other Non Current Assets,1.0,,,,
Goodwill And Other Intangible Assets,3539010.0,3268687.0,4208414.0,4995898.0,
Other Intangible Assets,3539010.0,3268687.0,4208414.0,4995898.0,
Net PPE,605717511.0,612272734.0,626381445.0,536466433.0,
Accumulated Depreciation,-626924604.0,-584087963.0,-544667547.0,-499566570.0,
Gross PPE,1232642115.0,1196360697.0,1171048992.0,1036033003.0,
Construction In Progress,30579767.0,197464624.0,197330308.0,75569152.0,
Other Properties,44917670.0,46636180.0,47223106.0,47694258.0,
Machinery Furniture Equipment,674291428.0,567019647.0,545322135.0,534369413.0,
Buildings And Improvements,469588525.0,371975521.0,367908718.0,365135455.0,
Land And Improvements,13264725.0,13264725.0,13264725.0,13264725.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,1155807407.0,1168970126.0,1160303424.0,1377967952.0,
Prepaid Assets,17862815.0,15523871.0,26212564.0,,
Inventory,691527405.0,679773657.0,780814766.0,939782509.0,
Inventories Adjustments Allowances,-10244566.0,-16707252.0,-21435706.0,-74007285.0,
Other Inventories,29837686.0,25455313.0,13185518.0,,
Finished Goods,260014404.0,278312192.0,196060064.0,125779426.0,
Work In Process,25309721.0,29307969.0,24179061.0,49473576.0,
Raw Materials,386610160.0,363405435.0,568825829.0,838536792.0,
Other Receivables,421200.0,698221.0,617478.0,15510172.0,
Accounts Receivable,412037652.0,400865251.0,326862117.0,352242535.0,
Allowance For Doubtful Accounts Receivable,-9926480.0,-9926480.0,-9926480.0,-9926480.0,
Gross Accounts Receivable,421964132.0,410791731.0,336788597.0,362169015.0,
Cash Cash Equivalents And Short Term Investments,33958335.0,72109126.0,25796499.0,70432736.0,
Other Short Term Investments,434881.0,1090321.0,1997328.0,2100765.0,
Cash And Cash Equivalents,33523454.0,71018805.0,23799171.0,68331971.0,
Cash Equivalents,,,565497.0,180000.0,110000000.0
Cash Financial,33523454.0,71018805.0,23799171.0,68151971.0,
