,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,6152.538876,-1346204.865981,-289887.224181,-415175.333831,
Tax Rate For Calcs,0.042576,0.067057,0.097913,0.081905,
Normalized EBITDA,395234057.0,370757474.0,248345290.0,177608412.0,
Total Unusual Items,144508.0,-20075388.0,-2960675.0,-5068961.0,
Total Unusual Items Excluding Goodwill,144508.0,-20075388.0,-2960675.0,-5068961.0,
Net Income From Continuing Operation Net Minority Interest,255744423.0,230002219.0,140021598.0,107441177.0,
Reconciled Depreciation,64552780.0,56035503.0,48841869.0,36315113.0,
Reconciled Cost Of Revenue,2013053090.0,1567820904.0,1415726637.0,634916560.0,
EBITDA,395378565.0,350682086.0,245384615.0,172539451.0,
EBIT,330825785.0,294646583.0,196542746.0,136224338.0,
Net Interest Income,-19214095.0,-38403542.0,-40541013.0,-19198077.0,
Interest Expense,63708645.0,48112404.0,41323208.0,19198077.0,
Interest Income,45429973.0,9708862.0,782195.0,0.0,
Normalized Income,255606067.538876,248731402.134019,142692385.775819,112094962.666169,
Net Income From Continuing And Discontinued Operation,255744423.0,230002219.0,140021598.0,107441177.0,
Total Expenses,2174206066.0,1633695502.0,1475335627.0,678616009.0,
Rent Expense Supplemental,31186699.0,27940743.0,23422875.0,14102382.0,
Total Operating Income As Reported,299889494.0,298374302.0,201514956.0,138347885.0,
Diluted Average Shares,35000000.0,35000000.0,35000000.0,35000000.0,
Basic Average Shares,35000000.0,35000000.0,35000000.0,35000000.0,
Diluted EPS,7.31,6.57,4.0,3.071429,
Basic EPS,7.31,6.57,4.0,3.071429,
Diluted NI Availto Com Stockholders,255744423.0,230002219.0,140021598.0,107441177.0,
Net Income Common Stockholders,255744423.0,230002219.0,140021598.0,107441177.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,255744423.0,230002219.0,140021598.0,107441177.0,
Net Income Including Noncontrolling Interests,255744423.0,230002219.0,140021598.0,107441177.0,
Net Income Continuous Operations,255744423.0,230002219.0,140021598.0,107441177.0,
Tax Provision,11372717.0,16531960.0,15197940.0,9585084.0,
Pretax Income,267117140.0,246534179.0,155219538.0,117026261.0,
Other Non Operating Income Expenses,,,,-2489.0,10540.0
Special Income Charges,144508.0,-20075388.0,-2960675.0,-5068961.0,
Other Special Charges,-674712.0,-2197282.0,-279900.0,-1203922.0,
Write Off,530204.0,22272670.0,3240575.0,6272883.0,
Impairment Of Capital Assets,,1119354.0,,,
Net Non Operating Interest Income Expense,-19214095.0,-38403542.0,-40541013.0,-19198077.0,
Total Other Finance Cost,935423.0,,,736060.0,969310.0
Interest Expense Non Operating,63708645.0,48112404.0,41323208.0,19198077.0,
Interest Income Non Operating,45429973.0,9708862.0,782195.0,0.0,
Operating Income,299744986.0,318449690.0,204475631.0,143416846.0,
Operating Expense,161152976.0,65874598.0,59608990.0,43699449.0,
Other Operating Expenses,41572794.0,7063213.0,12314261.0,559148.0,
Depreciation And Amortization In Income Statement,4596878.0,1043753.0,413109.0,694426.0,
Depreciation Income Statement,4596878.0,1043753.0,413109.0,694426.0,
Selling General And Administration,51096759.0,27993828.0,19292590.0,18225065.0,
Selling And Marketing Expense,4277213.0,6011423.0,691303.0,1442785.0,
General And Administrative Expense,46819546.0,21982405.0,18601287.0,16782280.0,
Rent And Landing Fees,,813262.0,657748.0,706699.0,733320.0
Gross Profit,460897962.0,384324288.0,264084621.0,187116295.0,
Cost Of Revenue,2013053090.0,1567820904.0,1415726637.0,634916560.0,
Total Revenue,2473951052.0,1952145192.0,1679811258.0,822032855.0,
Operating Revenue,2473951052.0,1952145192.0,1679811258.0,822032855.0,
