,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-283673972.0,-82746321.0,-123798161.0,-42361510.0,
Repayment Of Debt,-2322501.0,-3042265.0,-554952220.0,-2408947.0,
Issuance Of Debt,318527710.0,121360893.0,708556589.0,,
Capital Expenditure,-99976086.0,-19154612.0,-47437234.0,-20527532.0,
End Cash Position,86830432.0,100433079.0,51501832.0,67212171.0,
Beginning Cash Position,100433079.0,51501832.0,67212171.0,69459058.0,
Changes In Cash,-13602647.0,48931247.0,-15710339.0,-2246887.0,
Financing Cash Flow,270071325.0,77825109.0,105677627.0,39574623.0,
Net Other Financing Charges,,,2179721.0,,
Interest Paid Cff,-45311884.0,-40493519.0,-37426742.0,,
Cash Dividends Paid,,,-10500000.0,-26000000.0,-32376562.0
Common Stock Dividend Paid,,,-10500000.0,-26000000.0,-32376562.0
Net Issuance Payments Of Debt,316205209.0,118318628.0,153604369.0,65574623.0,
Net Short Term Debt Issuance,235527710.0,121360893.0,155784090.0,67983570.0,
Short Term Debt Payments,,-644421682.0,-552772499.0,,
Short Term Debt Issuance,235527710.0,121360893.0,708556589.0,,
Net Long Term Debt Issuance,80677499.0,-3042265.0,-2179721.0,-2408947.0,
Long Term Debt Payments,-2322501.0,-3042265.0,-2179721.0,-2408947.0,
Long Term Debt Issuance,83000000.0,0.0,,,
Investing Cash Flow,-99976086.0,34697847.0,-45027039.0,-19987532.0,
Net Other Investing Changes,,,2407785.0,540000.0,
Net Investment Purchase And Sale,,,2410.0,0.0,
Sale Of Investment,,,2410.0,0.0,
Net Business Purchase And Sale,,,,0.0,19089.0
Sale Of Business,,,,0.0,19089.0
Net Intangibles Purchase And Sale,-7242721.0,-9649878.0,-25936426.0,-1935222.0,
Purchase Of Intangibles,-7242721.0,-9649878.0,-25936426.0,-1935222.0,
Net PPE Purchase And Sale,-92733365.0,44347725.0,-19090613.0,-18592310.0,
Sale Of PPE,0.0,53852459.0,2410195.0,,
Purchase Of PPE,-92733365.0,-9504734.0,-21500808.0,-18592310.0,
Operating Cash Flow,-183697886.0,-63591709.0,-76360927.0,-21833978.0,
Taxes Refund Paid,-7816748.0,-6883400.0,-4390479.0,-3089868.0,
Change In Working Capital,-419731340.0,-281236255.0,-268373083.0,-167704468.0,
Change In Other Current Assets,20822690.0,-77379614.0,-11883229.0,27322309.0,
Change In Accrued Expense,20200685.0,-13977297.0,76580385.0,23517467.0,
Change In Payable,7846434.0,12918721.0,27850368.0,77024701.0,
Change In Prepaid Assets,-8581953.0,-26818499.0,-11227995.0,4793726.0,
Change In Inventory,1135569.0,-156192.0,-3609403.0,597038.0,
Change In Receivables,-461154765.0,-175823374.0,-346083209.0,-300959709.0,
Other Non Cash Items,49366166.0,41859389.0,38414249.0,461792.0,
Provisionand Write Offof Assets,33529153.0,30758001.0,12550645.0,4404632.0,
Depreciation And Amortization,12305126.0,7303081.0,4695401.0,4336349.0,
Amortization Cash Flow,,1960223.0,626963.0,193781.0,
Depreciation,12305126.0,7303081.0,4068438.0,4142568.0,
Pension And Employee Benefit Expense,17413938.0,15913679.0,13372626.0,12492204.0,
Gain Loss On Sale Of PPE,0.0,-31754668.0,12860.0,0.0,
Net Income From Continuing Operations,141907431.0,171042053.0,135313499.0,136337114.0,
