,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,88520.592911,5265145.939931,2636922.901365,7637903.040516
Tax Rate For Calcs,0.156951,0.123639,0.13624,0.144655
Total Unusual Items,564000.0,42585000.0,19355000.0,52801000.0
Total Unusual Items Excluding Goodwill,564000.0,42585000.0,19355000.0,52801000.0
Net Income From Continuing Operation Net Minority Interest,1505544000.0,1230954000.0,1019972000.0,1109088000.0
Reconciled Depreciation,177583000.0,183815000.0,182119000.0,197591000.0
Normalized Income,1505068520.592911,1193634145.939931,1003253922.901365,1063924903.040516
Net Income From Continuing And Discontinued Operation,1505544000.0,1230954000.0,1019972000.0,1109088000.0
Diluted Average Shares,1276214869.0,1281250000.0,1281250000.0,1281250000.0
Basic Average Shares,1276214869.0,1281250000.0,1281250000.0,1281250000.0
Diluted EPS,1.0,1.01,0.688,0.8064
Basic EPS,1.0,1.01,0.688,0.8064
Diluted NI Availto Com Stockholders,1276278000.0,1035127000.0,882206000.0,1109088000.0
Net Income Common Stockholders,1276278000.0,1035127000.0,882206000.0,1109088000.0
Otherunder Preferred Stock Dividend,229266000.0,195827000.0,137766000.0,
Net Income,1505544000.0,1230954000.0,1019972000.0,1109088000.0
Net Income Including Noncontrolling Interests,1505544000.0,1230954000.0,1019972000.0,1109088000.0
Net Income Continuous Operations,1505544000.0,1230954000.0,1019972000.0,1109088000.0
Tax Provision,280289000.0,173665000.0,160879000.0,187567000.0
Pretax Income,1785833000.0,1404619000.0,1180851000.0,1296655000.0
Special Income Charges,564000.0,42585000.0,19355000.0,52801000.0
Other Special Charges,-564000.0,-14000.0,-19355000.0,-52801000.0
Write Off,0.0,-42571000.0,0.0,0.0
Gain On Sale Of Security,3154769000.0,2674330000.0,2415781000.0,2683677000.0
Operating Expense,2337628000.0,2116790000.0,1940804000.0,1919366000.0
Other Operating Expenses,135228000.0,119179000.0,159095000.0,146999000.0
Depreciation And Amortization In Income Statement,177583000.0,183815000.0,182119000.0,197591000.0
Depreciation Income Statement,177583000.0,183815000.0,182119000.0,197591000.0
Selling General And Administration,657384000.0,590484000.0,453839000.0,470169000.0
Selling And Marketing Expense,95187000.0,53248000.0,37284000.0,49262000.0
General And Administrative Expense,562197000.0,537236000.0,416555000.0,420907000.0
Insurance And Claims,46235000.0,39351000.0,40041000.0,41814000.0
Rent And Landing Fees,60052000.0,57861000.0,53834000.0,54214000.0
Total Revenue,4462516000.0,3779125000.0,3323080000.0,3429643000.0
Operating Revenue,4462516000.0,3779125000.0,3323080000.0,3429643000.0
