,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,353393009.0,-160705849.0,-486660090.0,-507147609.0,
Repayment Of Debt,-262576065.0,-100000000.0,0.0,-1377434235.0,
Issuance Of Debt,300000000.0,0.0,499984900.0,3380675825.0,
Capital Expenditure,-745917452.0,-1910305806.0,-1846746772.0,-1749343361.0,
End Cash Position,595247139.0,581806531.0,1435421469.0,832024714.0,
Beginning Cash Position,581806531.0,1435421469.0,832024714.0,411621031.0,
Changes In Cash,13440608.0,-853614938.0,603396755.0,420403683.0,
Financing Cash Flow,-370412932.0,-739604341.0,32561391.0,1902543753.0,
Interest Paid Cff,-219821570.0,-227611498.0,-177500645.0,-69476479.0,
Cash Dividends Paid,-119955514.0,-344825105.0,-225162529.0,-21674523.0,
Net Issuance Payments Of Debt,37423935.0,-100000000.0,499984900.0,2003241590.0,
Net Long Term Debt Issuance,37423935.0,-100000000.0,499984900.0,2003241590.0,
Long Term Debt Payments,-262576065.0,-100000000.0,0.0,-1377434235.0,
Long Term Debt Issuance,300000000.0,0.0,499984900.0,3380675825.0,
Investing Cash Flow,-715456921.0,-1863610554.0,-789251318.0,-2724335822.0,
Net Other Investing Changes,26939407.0,22783584.0,4454679.0,3632359.0,
Interest Received Cfi,3521124.0,23911668.0,53040775.0,21375180.0,
Net Investment Purchase And Sale,,0.0,1000000000.0,-1000000000.0,
Sale Of Investment,,0.0,1000000000.0,,
Purchase Of Investment,,,0.0,-1000000000.0,
Net Intangibles Purchase And Sale,-25959770.0,-50611327.0,0.0,0.0,
Purchase Of Intangibles,-25959770.0,-50611327.0,0.0,0.0,
Net PPE Purchase And Sale,-719957682.0,-1859694479.0,-1846746772.0,-1749343361.0,
Purchase Of PPE,-719957682.0,-1859694479.0,-1846746772.0,-1749343361.0,
Operating Cash Flow,1099310461.0,1749599957.0,1360086682.0,1242195752.0,
Taxes Refund Paid,-6211935.0,-53141586.0,-85567091.0,-18783024.0,
Change In Working Capital,-48925112.0,406242827.0,-235343116.0,-72974892.0,
Change In Payable,-208771221.0,148619462.0,145152473.0,122225803.0,
Change In Inventory,33943574.0,-31001443.0,-113342547.0,-39416266.0,
Change In Receivables,125902535.0,288624808.0,-267153042.0,-155784429.0,
Other Non Cash Items,136254747.0,92646765.0,43937019.0,56818802.0,
Provisionand Write Offof Assets,-8418830.0,3227144.0,6761563.0,23193514.0,
Deferred Tax,,,0.0,9268917.0,53163103.0
Depreciation And Amortization,946090954.0,837584924.0,684070409.0,525282787.0,
Amortization Cash Flow,,,0.0,5517718.0,5763826.0
Depreciation,946090954.0,837584924.0,684070409.0,519765069.0,
Pension And Employee Benefit Expense,41536080.0,47800608.0,44062210.0,34857946.0,
Gain Loss On Investment Securities,-7622737.0,,6135271.0,-1628952.0,-4419867.0
Net Income From Continuing Operations,-47787686.0,358019636.0,687946934.0,552300180.0,
