,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,3200.0,-334800.0,-309200.0,-1073000.0,
Tax Rate For Calcs,0.2,0.2,0.2,0.2,
Normalized EBITDA,199817000.0,257472000.0,103272000.0,-110058000.0,
Total Unusual Items,16000.0,-1674000.0,-1546000.0,-5365000.0,
Total Unusual Items Excluding Goodwill,16000.0,-1674000.0,-1546000.0,-5365000.0,
Net Income From Continuing Operation Net Minority Interest,-44220000.0,-49496000.0,-34568000.0,-187877000.0,
Reconciled Depreciation,183099000.0,184231000.0,96100000.0,67414000.0,
Reconciled Cost Of Revenue,3077939000.0,2637193000.0,1268890000.0,460803000.0,
EBITDA,199833000.0,255798000.0,101726000.0,-115423000.0,
EBIT,16734000.0,71567000.0,5626000.0,-182837000.0,
Net Interest Income,-42927000.0,-29180000.0,-11863000.0,-5395000.0,
Interest Expense,33499000.0,28250000.0,11974000.0,4176000.0,
Interest Income,506000.0,161000.0,530000.0,33000.0,
Normalized Income,-44232800.0,-48156800.0,-33331200.0,-183585000.0,
Net Income From Continuing And Discontinued Operation,-55021000.0,-62365000.0,-48015000.0,-196132000.0,
Total Expenses,3348925000.0,2910748000.0,1371646000.0,588429000.0,
Rent Expense Supplemental,1237000.0,4104000.0,1097000.0,3184000.0,
Total Operating Income As Reported,25293000.0,70132000.0,6369000.0,-186072000.0,
Diluted Average Shares,32458000.0,30234000.0,30234000.0,30234000.0,
Basic Average Shares,32458000.0,30234000.0,30234000.0,30234000.0,
Diluted EPS,-1.7,-2.06,-1.59,-6.49,
Basic EPS,-1.7,-2.06,-1.59,-6.49,
Diluted NI Availto Com Stockholders,-55021000.0,-62365000.0,-48015000.0,-196132000.0,
Net Income Common Stockholders,-55021000.0,-62365000.0,-48015000.0,-196132000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-55021000.0,-62365000.0,-48015000.0,-196132000.0,
Minority Interests,-12083000.0,-66426000.0,-24884000.0,1637000.0,
Net Income Including Noncontrolling Interests,-42938000.0,4061000.0,-23131000.0,-197769000.0,
Net Income Discontinuous Operations,-10801000.0,-12869000.0,-13447000.0,-8255000.0,
Net Income Continuous Operations,-32137000.0,16930000.0,-9684000.0,-189514000.0,
Tax Provision,15372000.0,26387000.0,3336000.0,2501000.0,
Pretax Income,-16765000.0,43317000.0,-6348000.0,-187013000.0,
Other Non Operating Income Expenses,567000.0,1207000.0,1774000.0,9765000.0,
Special Income Charges,16000.0,-1674000.0,-1546000.0,-5365000.0,
Other Special Charges,-16000.0,-992000.0,1546000.0,-1940000.0,
Write Off,,,0.0,7305000.0,0.0
Impairment Of Capital Assets,0.0,2666000.0,0.0,,0.0
Net Non Operating Interest Income Expense,-42927000.0,-29180000.0,-11863000.0,-5395000.0,
Total Other Finance Cost,9934000.0,1091000.0,419000.0,1252000.0,
Interest Expense Non Operating,33499000.0,28250000.0,11974000.0,4176000.0,
Interest Income Non Operating,506000.0,161000.0,530000.0,33000.0,
Operating Income,26046000.0,73490000.0,6843000.0,-184222000.0,
Operating Expense,270986000.0,273555000.0,102756000.0,127626000.0,
Other Operating Expenses,24676000.0,38008000.0,7606000.0,54361000.0,
Depreciation And Amortization In Income Statement,105108000.0,103669000.0,27033000.0,2176000.0,
Amortization,449000.0,723000.0,24369000.0,,
Depreciation Income Statement,104659000.0,102946000.0,2664000.0,2176000.0,
Selling General And Administration,59148000.0,45260000.0,23995000.0,22480000.0,
Selling And Marketing Expense,748000.0,1726000.0,1460000.0,2751000.0,
General And Administrative Expense,58400000.0,43534000.0,22535000.0,19729000.0,
Rent And Landing Fees,1237000.0,4104000.0,1097000.0,3184000.0,
Gross Profit,297032000.0,347045000.0,109599000.0,-56596000.0,
Cost Of Revenue,3077939000.0,2637193000.0,1268890000.0,460803000.0,
Total Revenue,3374971000.0,2984238000.0,1378489000.0,404207000.0,
Operating Revenue,3374971000.0,2984238000.0,1378489000.0,404207000.0,
