,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,247812.302456,-2906800.0,-8071600.0,-1256000.0,
Tax Rate For Calcs,0.042986,0.2,0.2,0.2,
Normalized EBITDA,395145000.0,267090000.0,201926000.0,-3156000.0,
Total Unusual Items,5765000.0,-14534000.0,-40358000.0,-6280000.0,
Total Unusual Items Excluding Goodwill,5765000.0,-14534000.0,-40358000.0,-6280000.0,
Net Income From Continuing Operation Net Minority Interest,184363000.0,24535000.0,-50728000.0,-152382000.0,
Reconciled Depreciation,97119000.0,84707000.0,82005000.0,88817000.0,
Reconciled Cost Of Revenue,874157000.0,844970000.0,952314000.0,854813000.0,
EBITDA,400910000.0,252556000.0,161568000.0,-9436000.0,
EBIT,303791000.0,167849000.0,79563000.0,-98253000.0,
Net Interest Income,-84944000.0,-88183000.0,-63762000.0,-42293000.0,
Interest Expense,98141000.0,95840000.0,74350000.0,34332000.0,
Interest Income,13197000.0,7657000.0,10588000.0,,
Normalized Income,178845812.302456,36162200.0,-18441600.0,-147358000.0,
Net Income From Continuing And Discontinued Operation,184363000.0,24535000.0,-50728000.0,-165135000.0,
Total Expenses,1458837000.0,1524291000.0,1608951000.0,1519520000.0,
Rent Expense Supplemental,,,,744932.0,607709.0
Total Operating Income As Reported,266242000.0,137459000.0,52154000.0,-114368000.0,
Diluted Average Shares,119355000.0,119531354.0,119632042.0,120000000.0,
Basic Average Shares,119355000.0,119531354.0,119632042.0,120000000.0,
Diluted EPS,1.54,0.21,-0.42,-1.38,
Basic EPS,1.54,0.21,-0.42,-1.38,
Diluted NI Availto Com Stockholders,184363000.0,24535000.0,-50728000.0,-165135000.0,
Net Income Common Stockholders,184363000.0,24535000.0,-50728000.0,-165135000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,184363000.0,24535000.0,-50728000.0,-165135000.0,
Minority Interests,-12447000.0,-7307000.0,-10681000.0,6098000.0,
Net Income Including Noncontrolling Interests,196810000.0,31842000.0,-40047000.0,-171233000.0,
Net Income Discontinuous Operations,,,6489000.0,-12753000.0,-3282453.0
Net Income Continuous Operations,196810000.0,31842000.0,-40047000.0,-158480000.0,
Tax Provision,8840000.0,40167000.0,45260000.0,25895000.0,
Pretax Income,205650000.0,72009000.0,5213000.0,-132585000.0,
Other Non Operating Income Expenses,9142000.0,4440000.0,47170000.0,7637000.0,
Special Income Charges,5765000.0,-14534000.0,-40358000.0,-9914000.0,
Other Special Charges,-27065000.0,-23988000.0,14084000.0,-135000.0,
Write Off,21300000.0,37059000.0,26274000.0,10049000.0,
Impairment Of Capital Assets,0.0,1463000.0,0.0,,
Net Non Operating Interest Income Expense,-84944000.0,-88183000.0,-63762000.0,-42293000.0,
Total Other Finance Cost,,,14014000.0,7961000.0,10393903.0
Interest Expense Non Operating,98141000.0,95840000.0,74350000.0,34332000.0,
Interest Income Non Operating,13197000.0,7657000.0,10588000.0,,
Operating Income,247874000.0,157709000.0,46490000.0,-97710000.0,
Operating Expense,584680000.0,679321000.0,656637000.0,664707000.0,
Other Operating Expenses,11907000.0,20978000.0,16658000.0,9687000.0,
Depreciation And Amortization In Income Statement,30280000.0,32528000.0,41907000.0,27822000.0,
Depreciation Income Statement,30280000.0,32528000.0,41907000.0,27822000.0,
Research And Development,60479000.0,76385000.0,41795000.0,42645000.0,
Selling General And Administration,172933000.0,190763000.0,173756000.0,159097000.0,
Selling And Marketing Expense,94218000.0,98001000.0,96981000.0,78853000.0,
General And Administrative Expense,78715000.0,92762000.0,76775000.0,80244000.0,
Rent And Landing Fees,,,,744932.0,607709.0
Gross Profit,832554000.0,837030000.0,703127000.0,566997000.0,
Cost Of Revenue,874157000.0,844970000.0,952314000.0,854813000.0,
Total Revenue,1706711000.0,1682000000.0,1655441000.0,1421810000.0,
Operating Revenue,1706711000.0,1682000000.0,1655441000.0,1421810000.0,
