,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,56919000.0,110974000.0,162575000.0,147281906.0
Repayment Of Debt,-406752000.0,-256674000.0,-344570000.0,-254875200.0
Issuance Of Debt,555000000.0,350000000.0,455000000.0,150000000.0
Capital Expenditure,-2729000.0,-1171000.0,-2047000.0,-360518.0
End Cash Position,70856000.0,69189000.0,80272000.0,42847283.0
Beginning Cash Position,69189000.0,80272000.0,42847000.0,183984147.0
Changes In Cash,1667000.0,-11083000.0,37425000.0,-141136864.0
Financing Cash Flow,-55299000.0,-122083000.0,-125150000.0,-288430198.0
Interest Paid Cff,-201211000.0,-212725000.0,-182758000.0,-103976697.0
Cash Dividends Paid,,,-50000000.0,-77400000.0
Common Stock Dividend Paid,,,-50000000.0,-77400000.0
Net Issuance Payments Of Debt,148248000.0,93326000.0,110430000.0,-104875200.0
Net Long Term Debt Issuance,148248000.0,93326000.0,110430000.0,-104875200.0
Long Term Debt Payments,-406752000.0,-256674000.0,-344570000.0,-254875200.0
Long Term Debt Issuance,555000000.0,350000000.0,455000000.0,150000000.0
Investing Cash Flow,-2682000.0,-1145000.0,-2047000.0,-349090.0
Net Intangibles Purchase And Sale,-810000.0,-804000.0,-419000.0,-90307.0
Purchase Of Intangibles,-810000.0,-804000.0,-419000.0,-90307.0
Net PPE Purchase And Sale,-1872000.0,-341000.0,-1628000.0,-258783.0
Sale Of PPE,47000.0,26000.0,0.0,11428.0
Purchase Of PPE,-1919000.0,-367000.0,-1628000.0,-270211.0
Operating Cash Flow,59648000.0,112145000.0,164622000.0,147642424.0
Taxes Refund Paid,-5837000.0,-1888000.0,-6110000.0,-7709693.0
Change In Working Capital,-219309000.0,-132088000.0,-29104000.0,-6853311.0
Change In Other Current Assets,942000.0,9361000.0,1648000.0,1566004.0
Change In Accrued Expense,4154000.0,2437000.0,-3963000.0,7324040.0
Change In Payable,12853000.0,-6898000.0,2413000.0,4691547.0
Change In Prepaid Assets,-3048000.0,-2163000.0,-2939000.0,772346.0
Change In Receivables,3792000.0,18713000.0,2438000.0,1434710.0
Other Non Cash Items,202676000.0,211570000.0,190415000.0,110875563.0
Provisionand Write Offof Assets,14909000.0,-5385000.0,-3664000.0,-21457639.0
Depreciation And Amortization,4187000.0,4444000.0,4455000.0,4550158.0
Depreciation,4187000.0,4444000.0,4455000.0,4550158.0
Pension And Employee Benefit Expense,2315000.0,2203000.0,2145000.0,1835647.0
Gain Loss On Investment Securities,,947000.0,4185000.0,-31132519.0
Net Income From Continuing Operations,61179000.0,33899000.0,2890000.0,97942377.0
