,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-159781.128616,221835.074558,-92050.044194,-70662.23664,
Tax Rate For Calcs,0.071789,0.08994,0.101165,0.098125,
Normalized EBITDA,189959385.0,130829471.0,123507018.0,101337638.0,
Total Unusual Items,-2225714.0,2466475.0,-909896.0,-720127.0,
Total Unusual Items Excluding Goodwill,-2225714.0,2466475.0,-909896.0,-720127.0,
Net Income From Continuing Operation Net Minority Interest,138464882.0,95423397.0,88766985.0,75987371.0,
Reconciled Depreciation,29792845.0,22491883.0,19613281.0,15327156.0,
Reconciled Cost Of Revenue,2375123923.0,1842894967.0,1298774751.0,815042889.0,
EBITDA,187733671.0,133295946.0,122597122.0,100617511.0,
EBIT,157940826.0,110804063.0,102983841.0,85290355.0,
Net Interest Income,-9118576.0,-6293189.0,-4434406.0,-1201154.0,
Interest Expense,8766944.0,5950086.0,4225971.0,1035503.0,
Normalized Income,140530814.871384,93178757.074558,89584830.955806,76636835.76336,
Net Income From Continuing And Discontinued Operation,138464882.0,95423397.0,88766985.0,75987371.0,
Total Expenses,2451602295.0,1919541689.0,1344997947.0,860161457.0,
Diluted Average Shares,26666666.0,19999999.0,19999999.0,19999999.0,
Basic Average Shares,26666666.0,19999999.0,19999999.0,19999999.0,
Diluted EPS,5.19,4.77,4.44,3.799369,
Basic EPS,5.19,4.77,4.44,3.799369,
Diluted NI Availto Com Stockholders,138464882.0,95423397.0,88766985.0,75987371.0,
Net Income Common Stockholders,138464882.0,95423397.0,88766985.0,75987371.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,138464882.0,95423397.0,88766985.0,75987371.0,
Net Income Including Noncontrolling Interests,138464882.0,95423397.0,88766985.0,75987371.0,
Net Income Continuous Operations,138464882.0,95423397.0,88766985.0,75987371.0,
Tax Provision,10709000.0,9430580.0,9990885.0,8267481.0,
Pretax Income,149173882.0,104853977.0,98757870.0,84254852.0,
Other Non Operating Income Expenses,,474053.0,3090302.0,1608214.0,2941141.0
Special Income Charges,-5160681.0,26031.0,-2409779.0,-867240.0,
Other Special Charges,-139388.0,-26031.0,-106623.0,-54976.0,
Write Off,5300069.0,0.0,2516402.0,922216.0,
Net Non Operating Interest Income Expense,-9118576.0,-6293189.0,-4434406.0,-1201154.0,
Total Other Finance Cost,351632.0,343103.0,208435.0,165651.0,
Interest Expense Non Operating,8766944.0,5950086.0,4225971.0,1035503.0,
Operating Income,159391505.0,108206638.0,101011870.0,84567919.0,
Operating Expense,76478372.0,76646722.0,46223196.0,45118568.0,
Other Operating Expenses,9678403.0,24809175.0,1197546.0,2772575.0,
Depreciation And Amortization In Income Statement,1879701.0,2046347.0,1467787.0,1259416.0,
Depreciation Income Statement,1879701.0,2046347.0,1467787.0,1259416.0,
Selling General And Administration,25882867.0,16791506.0,11941095.0,10205771.0,
Selling And Marketing Expense,11235149.0,6857916.0,3379062.0,3568046.0,
General And Administrative Expense,14647718.0,9933590.0,8562033.0,6637725.0,
Gross Profit,235869877.0,184853360.0,147235066.0,129686487.0,
Cost Of Revenue,2375123923.0,1842894967.0,1298774751.0,815042889.0,
Total Revenue,2610993800.0,2027748327.0,1446009817.0,944729376.0,
Operating Revenue,2610993800.0,2027748327.0,1446009817.0,944729376.0,
