,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,24681260.0,15862474.0,29895900.0,12099495.0,
Repayment Of Debt,-4638330.0,-12823383.0,-11465368.0,-7811200.0,
Issuance Of Debt,9452889.0,12148136.0,1584873.0,8158635.0,
Capital Expenditure,-33144144.0,-19012944.0,-11140068.0,-20656931.0,
End Cash Position,21114749.0,12152895.0,12650781.0,6843214.0,
Other Cash Adjustment Outside Changein Cash,482881.0,,,,
Beginning Cash Position,12152895.0,12650781.0,6843214.0,7886360.0,
Changes In Cash,8478973.0,-497886.0,5807567.0,-1043146.0,
Financing Cash Flow,-5875999.0,-16360360.0,-24088333.0,-13310641.0,
Net Other Financing Charges,,-1.0,,,
Interest Paid Cff,,-1113192.0,-1391492.0,-943855.0,
Cash Dividends Paid,,-4900000.0,,,-8000000.0
Common Stock Dividend Paid,0.0,-4900000.0,0.0,0.0,
Net Issuance Payments Of Debt,4814559.0,-675247.0,-9880495.0,347435.0,
Net Long Term Debt Issuance,4814559.0,-675247.0,-9880495.0,347435.0,
Long Term Debt Payments,-4638330.0,-12823383.0,-11465368.0,-7811200.0,
Long Term Debt Issuance,9452889.0,12148136.0,1584873.0,8158635.0,
Investing Cash Flow,-43470432.0,-19012944.0,-11140068.0,-20488931.0,
Net Business Purchase And Sale,-10326288.0,0.0,,,
Purchase Of Business,-10326288.0,0.0,,,
Net Intangibles Purchase And Sale,,0.0,-73967.0,-48320.0,-261812.0
Purchase Of Intangibles,,0.0,-73967.0,-48320.0,-261812.0
Net PPE Purchase And Sale,-33144144.0,-19012944.0,-11066101.0,-20440611.0,
Sale Of PPE,,,0.0,168000.0,55127.0
Purchase Of PPE,-33144144.0,-19012944.0,-11066101.0,-20608611.0,
Operating Cash Flow,57825404.0,34875418.0,41035968.0,32756426.0,
Taxes Refund Paid,-246666.0,-398140.0,-513499.0,-464900.0,
Interest Paid Cfo,-1374425.0,-1113192.0,,,
Change In Working Capital,12600269.0,-2177380.0,-874116.0,1530119.0,
Change In Other Current Assets,-54451.0,24280.0,-139104.0,,
Change In Payable,19575831.0,2745895.0,215351.0,1884183.0,
Change In Prepaid Assets,,-4396255.0,-391729.0,1142065.0,-4520027.0
Change In Inventory,-818879.0,-810092.0,-558634.0,-1496129.0,
Change In Receivables,-6102232.0,-4137463.0,,,
Other Non Cash Items,3984627.0,2454883.0,2263079.0,2233153.0,
Provisionand Write Offof Assets,833840.0,1327787.0,544164.0,,
Depreciation And Amortization,26206359.0,23988555.0,24489752.0,24792095.0,
Amortization Cash Flow,234682.0,258265.0,245905.0,225781.0,
Depreciation,25971677.0,23730290.0,24243847.0,24566314.0,
Pension And Employee Benefit Expense,1754081.0,1531116.0,1487693.0,1139883.0,
Gain Loss On Investment Securities,1685977.0,1252807.0,,,
Gain Loss On Sale Of PPE,1376024.0,154362.0,1691010.0,938630.0,
Net Income From Continuing Operations,11423034.0,8434807.0,12683417.0,3159417.0,
