,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-562152000.0,8816000.0,399842000.0,52067000.0,
Issuance Of Capital Stock,0.0,460161000.0,0.0,,
Capital Expenditure,-16255000.0,-56759000.0,-23544000.0,-7298000.0,
End Cash Position,407070000.0,962268000.0,512411000.0,534210000.0,
Beginning Cash Position,962268000.0,512411000.0,534210000.0,325048000.0,
Changes In Cash,-555198000.0,449857000.0,-21799000.0,209162000.0,
Financing Cash Flow,-8150000.0,409080000.0,-4153000.0,10318000.0,
Net Other Financing Charges,,-42500000.0,,13582000.0,
Net Common Stock Issuance,0.0,460161000.0,0.0,,
Common Stock Issuance,0.0,460161000.0,0.0,,
Investing Cash Flow,-1151000.0,-24798000.0,-441032000.0,139479000.0,
Net Other Investing Changes,14553000.0,18852000.0,-250608000.0,96613000.0,
Dividends Received Cfi,14151000.0,16983000.0,16791000.0,12308000.0,
Net Investment Purchase And Sale,-32486000.0,-28052000.0,-183703000.0,-7516000.0,
Sale Of Investment,483450000.0,393869000.0,389885000.0,94802000.0,
Purchase Of Investment,-515936000.0,-421921000.0,-573588000.0,-102318000.0,
Net Business Purchase And Sale,18725000.0,-12600000.0,0.0,45372000.0,
Sale Of Business,31325000.0,0.0,0.0,45372000.0,
Purchase Of Business,-12600000.0,-12600000.0,0.0,,
Net Intangibles Purchase And Sale,-3318000.0,-15050000.0,-16788000.0,-2491000.0,
Purchase Of Intangibles,-3318000.0,-15050000.0,-16788000.0,-2491000.0,
Net PPE Purchase And Sale,-12776000.0,-4931000.0,-6724000.0,-4807000.0,
Sale Of PPE,161000.0,36778000.0,32000.0,,
Purchase Of PPE,-12937000.0,-41709000.0,-6756000.0,-4807000.0,
Operating Cash Flow,-545897000.0,65575000.0,423386000.0,59365000.0,
Taxes Refund Paid,-2685000.0,-20321000.0,-13733000.0,-3338000.0,
Change In Working Capital,-371944000.0,128322000.0,411685000.0,186205000.0,
Change In Other Current Liabilities,-18117000.0,-4986000.0,58724000.0,-5178000.0,
Change In Accrued Expense,-66717000.0,-8977000.0,-82257000.0,65518000.0,
Change In Payable,,,,248047000.0,115076000.0
Change In Prepaid Assets,6748000.0,-33726000.0,42899000.0,-32343000.0,
Change In Receivables,,,,-55703000.0,-269022000.0
Other Non Cash Items,-86531000.0,-73304000.0,-58283000.0,-23973000.0,
Provisionand Write Offof Assets,28000.0,5000.0,114000.0,804000.0,
Depreciation And Amortization,27748000.0,33255000.0,24418000.0,9621000.0,
Amortization Cash Flow,12326000.0,20156000.0,16119000.0,3010000.0,
Depreciation,15422000.0,13099000.0,8299000.0,6611000.0,
Pension And Employee Benefit Expense,7026000.0,6089000.0,5147000.0,4134000.0,
Gain Loss On Investment Securities,39719000.0,-65527000.0,-106689000.0,-5494000.0,
Net Foreign Currency Exchange Gain Loss,,,,6453000.0,0.0
Gain Loss On Sale Of PPE,-161000.0,-20378000.0,,2567000.0,-1572000.0
Net Income From Continuing Operations,-155084000.0,83053000.0,162977000.0,-56441000.0,
