,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.112574,0.141681,0.348295,0.047713,
Net Income From Continuing Operation Net Minority Interest,39841000.0,37203000.0,44254000.0,38520000.0,
Reconciled Depreciation,5172000.0,3861000.0,3013000.0,4722000.0,
Interest Income,,,,140000.0,162000.0
Normalized Income,39841000.0,37203000.0,44254000.0,38520000.0,
Net Income From Continuing And Discontinued Operation,39841000.0,37203000.0,44254000.0,38520000.0,
Total Expenses,385395000.0,421359000.0,516292000.0,-48414000.0,
Rent Expense Supplemental,,,,,1984000.0
Diluted Average Shares,66000000.0,66000000.0,66000000.0,66000000.0,
Basic Average Shares,66000000.0,66000000.0,66000000.0,66000000.0,
Diluted EPS,0.6,0.56,0.67,0.58,
Basic EPS,0.6,0.56,0.67,0.58,
Diluted NI Availto Com Stockholders,39841000.0,37203000.0,44254000.0,38520000.0,
Net Income Common Stockholders,39841000.0,37203000.0,44254000.0,38520000.0,
Otherunder Preferred Stock Dividend,,,,1589000.0,1598000.0
Net Income,39841000.0,37203000.0,44254000.0,38520000.0,
Net Income Including Noncontrolling Interests,39841000.0,37203000.0,44254000.0,38520000.0,
Net Income Continuous Operations,39841000.0,37203000.0,44254000.0,38520000.0,
Tax Provision,5054000.0,6141000.0,23651000.0,1930000.0,
Pretax Income,44895000.0,43344000.0,67905000.0,40450000.0,
Other Income Expense,2845000.0,4965000.0,17917000.0,6952000.0,
Other Operating Expenses,34638000.0,27922000.0,19624000.0,-1852000.0,
Depreciation And Amortization In Income Statement,,,,4722000.0,4852000.0
Selling General And Administration,,,,15659000.0,21701000.0
Selling And Marketing Expense,,,,,622000.0
General And Administrative Expense,,,,15659000.0,21701000.0
Rent And Landing Fees,,,,,1984000.0
Total Revenue,430290000.0,464703000.0,584197000.0,-7964000.0,
Operating Revenue,430290000.0,464703000.0,584197000.0,-7964000.0,
Net Policyholder Benefits And Claims,230519000.0,56537000.0,183737000.0,202630000.0,
