,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,225000000.0,225000000.0,225000000.0,225000000.0,
Share Issued,225000000.0,225000000.0,225000000.0,225000000.0,
Net Debt,163248957.0,218959800.0,244129173.0,252329270.0,
Total Debt,170515244.0,224325122.0,250922184.0,254121992.0,
Tangible Book Value,288040858.0,294609589.0,314746210.0,294305766.0,
Invested Capital,461540920.0,522190130.0,567017582.0,549886769.0,
Working Capital,93606364.0,88323974.0,111440728.0,86264381.0,
Net Tangible Assets,288040858.0,294609589.0,314746210.0,294305766.0,
Common Stock Equity,291025676.0,297865008.0,316095398.0,295764777.0,
Total Capitalization,294535676.0,303715008.0,344125804.0,306294777.0,
Total Equity Gross Minority Interest,291025676.0,297865008.0,316095398.0,295764777.0,
Stockholders Equity,291025676.0,297865008.0,316095398.0,295764777.0,
Retained Earnings,34616600.0,41864703.0,61370049.0,44384175.0,
Capital Stock,225000000.0,225000000.0,225000000.0,225000000.0,
Common Stock,225000000.0,225000000.0,225000000.0,225000000.0,
Total Liabilities Net Minority Interest,217626782.0,265269508.0,291337394.0,288541337.0,
Total Non Current Liabilities Net Minority Interest,7111097.0,9019843.0,30727563.0,12773626.0,
Non Current Pension And Other Postretirement Benefit Plans,3601097.0,3169843.0,2697157.0,2243626.0,
Long Term Debt And Capital Lease Obligation,3510000.0,5850000.0,28030406.0,10530000.0,
Long Term Debt,3510000.0,5850000.0,28030406.0,10530000.0,
Current Liabilities,210515685.0,256249665.0,260609831.0,275767711.0,
Current Deferred Taxes Liabilities,2420818.0,1745862.0,7167200.0,6896035.0,
Current Debt And Capital Lease Obligation,167005244.0,218475122.0,222891778.0,243591992.0,
Current Debt,167005244.0,218475122.0,222891778.0,243591992.0,
Pensionand Other Post Retirement Benefit Plans Current,2596228.0,2488549.0,1930789.0,2067047.0,
Payables,35839534.0,31315271.0,26901178.0,21107463.0,
Other Payable,1666279.0,2949570.0,3017431.0,1337469.0,
Dividends Payable,162654.0,162654.0,162654.0,162654.0,
Total Tax Payable,,,0.0,1240874.0,0.0
Accounts Payable,34010601.0,28203047.0,23721093.0,18366466.0,
Total Assets,508652458.0,563134516.0,607432792.0,584306114.0,
Total Non Current Assets,204530409.0,218560877.0,235382233.0,222274022.0,
Investment Properties,1674000.0,1674000.0,1674000.0,1674000.0,
Goodwill And Other Intangible Assets,2984818.0,3255419.0,1349188.0,1459011.0,
Other Intangible Assets,2984818.0,3255419.0,1349188.0,1459011.0,
Net PPE,199871591.0,213631458.0,232359045.0,219141011.0,
Accumulated Depreciation,-290002481.0,-258297027.0,-227800865.0,-198271254.0,
Gross PPE,489874072.0,471928485.0,460159910.0,417412265.0,
Construction In Progress,5386067.0,45255737.0,60424999.0,41912281.0,
Other Properties,2731234.0,2684872.0,330103.0,325303.0,
Machinery Furniture Equipment,400418571.0,352997828.0,328414760.0,304522067.0,
Buildings And Improvements,46571069.0,36222917.0,36222917.0,35885483.0,
Land And Improvements,34767131.0,34767131.0,34767131.0,34767131.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,304122049.0,344573639.0,372050559.0,362032092.0,
Other Current Assets,,,356961.0,413159.0,37800.0
Prepaid Assets,10257357.0,3531461.0,21914216.0,27322541.0,
Inventory,96293760.0,134096525.0,119553308.0,97587857.0,
Inventories Adjustments Allowances,,,0.0,-4503328.0,0.0
Other Inventories,,,,8732385.0,
Finished Goods,41753868.0,52961312.0,38698135.0,61464837.0,
Raw Materials,54539892.0,81135213.0,80855173.0,40626348.0,
Other Receivables,9536329.0,13590354.0,22236486.0,21445385.0,
Taxes Receivable,387673.0,247868.0,3174149.0,0.0,
Accounts Receivable,159201862.0,164076424.0,175029007.0,195720141.0,
Allowance For Doubtful Accounts Receivable,-31444180.0,-30874013.0,-27527809.0,-27497338.0,
Gross Accounts Receivable,190646042.0,194950437.0,202556816.0,223217479.0,
Cash Cash Equivalents And Short Term Investments,28445068.0,29031007.0,30143393.0,19956168.0,
Other Short Term Investments,21178781.0,23665685.0,23350382.0,18163446.0,
Cash And Cash Equivalents,7266287.0,5365322.0,6793011.0,1792722.0,
Cash Financial,7266287.0,5365322.0,6793011.0,1792722.0,
