,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,70622000.0,40253000.0,-38792000.0,42264000.0,
Repurchase Of Capital Stock,-43847000.0,0.0,,,
Repayment Of Debt,-16000000.0,-50846000.0,-42846000.0,-278500000.0,
Issuance Of Debt,,0.0,80000000.0,278500000.0,0.0
Capital Expenditure,-12918000.0,-64292000.0,-154180000.0,-54324000.0,
End Cash Position,6722000.0,16485000.0,16015000.0,39314000.0,
Beginning Cash Position,16485000.0,16015000.0,39314000.0,82090000.0,
Changes In Cash,-9763000.0,470000.0,-23299000.0,-42776000.0,
Financing Cash Flow,-80672000.0,-41108000.0,14531000.0,-85040000.0,
Cash Dividends Paid,-555000.0,,-42369000.0,-84795000.0,-254989000.0
Common Stock Dividend Paid,-555000.0,0.0,-42369000.0,-84795000.0,
Net Common Stock Issuance,-43847000.0,0.0,,,
Common Stock Payments,-43847000.0,0.0,,,
Net Issuance Payments Of Debt,-36000000.0,-40846000.0,57154000.0,0.0,
Net Short Term Debt Issuance,-20000000.0,10000000.0,20000000.0,,
Net Long Term Debt Issuance,-16000000.0,-50846000.0,37154000.0,0.0,
Long Term Debt Payments,-16000000.0,-50846000.0,-42846000.0,-278500000.0,
Long Term Debt Issuance,,0.0,80000000.0,278500000.0,0.0
Investing Cash Flow,-12631000.0,-62967000.0,-153218000.0,-54324000.0,
Net Intangibles Purchase And Sale,,0.0,-491000.0,-19000.0,-49000.0
Purchase Of Intangibles,,0.0,-491000.0,-19000.0,-49000.0
Net PPE Purchase And Sale,-12631000.0,-62967000.0,-152727000.0,-54305000.0,
Sale Of PPE,287000.0,1325000.0,962000.0,0.0,
Purchase Of PPE,-12918000.0,-64292000.0,-153689000.0,-54305000.0,
Operating Cash Flow,83540000.0,104545000.0,115388000.0,96588000.0,
Taxes Refund Paid,-6457000.0,-6829000.0,-6026000.0,-4850000.0,
Interest Paid Cfo,-19425000.0,-24242000.0,-21819000.0,-9334000.0,
Change In Working Capital,-58397000.0,-64582000.0,-40563000.0,-98751000.0,
Change In Other Current Assets,668000.0,-948000.0,1399000.0,-67000.0,
Change In Accrued Expense,-9229000.0,-30813000.0,10288000.0,1045000.0,
Change In Payable,6048000.0,2123000.0,-955000.0,1046000.0,
Change In Prepaid Assets,4290000.0,1416000.0,20599000.0,-8159000.0,
Change In Inventory,-59611000.0,-35597000.0,-79491000.0,-91988000.0,
Change In Receivables,-563000.0,-763000.0,7597000.0,-628000.0,
Other Non Cash Items,21095000.0,26039000.0,24920000.0,11359000.0,
Provisionand Write Offof Assets,421000.0,415000.0,0.0,2176000.0,
Deferred Tax,,,,,0.0
Depreciation And Amortization,98351000.0,96480000.0,91643000.0,74958000.0,
Amortization Cash Flow,,0.0,491000.0,19000.0,26000.0
Depreciation,98351000.0,96480000.0,91152000.0,74939000.0,
Pension And Employee Benefit Expense,4546000.0,4490000.0,4190000.0,4022000.0,
Gain Loss On Sale Of PPE,14000.0,32000.0,-98000.0,443000.0,
Net Income From Continuing Operations,44075000.0,74155000.0,61314000.0,119429000.0,
