,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,4735.2,1999.8,-6910.4,-44634.0
Tax Rate For Calcs,0.2,0.2,0.2,0.2
Normalized EBITDA,-5411450.0,-8536422.0,-2551359.0,-16413710.0
Total Unusual Items,23676.0,9999.0,-34552.0,-223170.0
Total Unusual Items Excluding Goodwill,23676.0,9999.0,-34552.0,-223170.0
Net Income From Continuing Operation Net Minority Interest,-21884144.0,-27351817.0,-24351094.0,-38997304.0
Reconciled Depreciation,12657324.0,14807286.0,14733723.0,16436712.0
Reconciled Cost Of Revenue,223172132.0,234027204.0,207755128.0,258506840.0
EBITDA,-5387774.0,-8526423.0,-2585911.0,-16636880.0
EBIT,-18045098.0,-23333709.0,-17319634.0,-33073592.0
Net Interest Income,-3262878.0,-1874088.0,-637641.0,-912644.0
Interest Expense,2635170.0,1946528.0,1847211.0,616969.0
Interest Income,80124.0,864108.0,1723692.0,1128223.0
Normalized Income,-21903084.8,-27359816.2,-24323452.4,-38818768.0
Net Income From Continuing And Discontinued Operation,-22294769.0,-40296356.0,-31470394.0,-38997304.0
Total Expenses,257311971.0,268335962.0,236351993.0,290900672.0
Rent Expense Supplemental,165000.0,11939.0,68095.0,58727.0
Total Operating Income As Reported,-17417390.0,-23406149.0,-18529204.0,-32777917.0
Diluted Average Shares,35400000.0,35400000.0,35400000.0,35400000.0
Basic Average Shares,35400000.0,35400000.0,35400000.0,35400000.0
Diluted EPS,-0.63,-1.14,-0.89,-1.1
Basic EPS,-0.63,-1.14,-0.89,-1.1
Diluted NI Availto Com Stockholders,-22294769.0,-40296356.0,-31470394.0,-38997304.0
Net Income Common Stockholders,-22294769.0,-40296356.0,-31470394.0,-38997304.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-22294769.0,-40296356.0,-31470394.0,-38997304.0
Net Income Including Noncontrolling Interests,-22294769.0,-40296356.0,-31470394.0,-38997304.0
Net Income Discontinuous Operations,-410625.0,-12944539.0,-7119300.0,
Net Income Continuous Operations,-21884144.0,-27351817.0,-24351094.0,-38997304.0
Tax Provision,1203876.0,2071580.0,5184249.0,5306743.0
Pretax Income,-20680268.0,-25280237.0,-19166845.0,-33690561.0
Other Non Operating Income Expenses,380377.0,528278.0,928268.0,784620.0
Special Income Charges,23676.0,9999.0,-34552.0,-223170.0
Other Special Charges,-23676.0,-9999.0,34552.0,223170.0
Net Non Operating Interest Income Expense,-3262878.0,-1874088.0,-637641.0,-912644.0
Total Other Finance Cost,707832.0,791668.0,514122.0,1423898.0
Interest Expense Non Operating,2635170.0,1946528.0,1847211.0,616969.0
Interest Income Non Operating,80124.0,864108.0,1723692.0,1128223.0
Operating Income,-17313955.0,-23838203.0,-19082198.0,-33269231.0
Operating Expense,34139839.0,34308758.0,28596865.0,32393832.0
Other Operating Expenses,-2313356.0,937201.0,558609.0,-1756542.0
Depreciation And Amortization In Income Statement,1197785.0,1211177.0,1186298.0,1546902.0
Amortization,73525.0,38525.0,12398.0,308700.0
Depreciation Income Statement,1124260.0,1172652.0,1173900.0,1238202.0
Selling General And Administration,15453882.0,13403954.0,10561861.0,13674728.0
Selling And Marketing Expense,8204077.0,8012094.0,5299780.0,6263156.0
General And Administrative Expense,7249805.0,5391860.0,5262081.0,7411572.0
Rent And Landing Fees,165000.0,11939.0,68095.0,58727.0
Gross Profit,16825884.0,10470555.0,9514667.0,-875399.0
Cost Of Revenue,223172132.0,234027204.0,207755128.0,258506840.0
Total Revenue,239998016.0,244497759.0,217269795.0,257631441.0
Operating Revenue,239998016.0,244497759.0,217269795.0,257631441.0
