,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,243341204.0,101406355.0,-107533848.0,-6117827.0,
Repurchase Of Capital Stock,,-13514745.0,0.0,,0.0
Repayment Of Debt,-145000000.0,-127627934.0,-97292670.0,-121510878.0,
Issuance Of Debt,110000000.0,81000000.0,0.0,0.0,
Issuance Of Capital Stock,8328098.0,,0.0,605301101.0,0.0
Capital Expenditure,-226606224.0,-215197581.0,-398718751.0,-146017203.0,
End Cash Position,14547517.0,14015883.0,110940021.0,381391908.0,
Beginning Cash Position,14015883.0,110940021.0,381391908.0,74719638.0,
Changes In Cash,531634.0,-96924138.0,-270451887.0,306672270.0,
Financing Cash Flow,-242809570.0,-198342580.0,-163230562.0,312790097.0,
Cash Dividends Paid,-215179384.0,-137161617.0,-64797787.0,-167896989.0,
Net Common Stock Issuance,8328098.0,-13514745.0,0.0,605301101.0,
Common Stock Payments,,-13514745.0,0.0,,0.0
Common Stock Issuance,8328098.0,,0.0,605301101.0,0.0
Net Issuance Payments Of Debt,-35000000.0,-46627934.0,-97292670.0,-121510878.0,
Net Short Term Debt Issuance,-20000000.0,20000000.0,0.0,,
Short Term Debt Payments,-130000000.0,-61000000.0,0.0,,
Short Term Debt Issuance,110000000.0,81000000.0,0.0,,
Net Long Term Debt Issuance,-15000000.0,-66627934.0,-97292670.0,-121510878.0,
Long Term Debt Payments,-15000000.0,-66627934.0,-97292670.0,-121510878.0,
Long Term Debt Issuance,,,,0.0,17360000.0
Investing Cash Flow,-226606224.0,-215185494.0,-398406228.0,-146017203.0,
Net PPE Purchase And Sale,-226606224.0,-215185494.0,-398406228.0,-146017203.0,
Sale Of PPE,0.0,12087.0,312523.0,0.0,
Purchase Of PPE,-226606224.0,-215197581.0,-398718751.0,-146017203.0,
Operating Cash Flow,469947428.0,316603936.0,291184903.0,139899376.0,
Taxes Refund Paid,-14496139.0,-8224479.0,-14462232.0,-14762819.0,
Interest Paid Cfo,-3521867.0,-3554319.0,-5998028.0,-10504906.0,
Change In Working Capital,-67385929.0,-71879076.0,106893191.0,-95022172.0,
Change In Other Current Assets,,,,,7809252.0
Change In Accrued Expense,6083029.0,7742715.0,-6940450.0,-5116567.0,
Change In Payable,-8917171.0,22930823.0,19332174.0,8905717.0,
Change In Prepaid Assets,-83485844.0,25125562.0,76490488.0,-106510265.0,
Change In Inventory,-35228598.0,-8686873.0,-15763166.0,-11527645.0,
Change In Receivables,54162655.0,-118991303.0,33774145.0,19226588.0,
Other Non Cash Items,5414308.0,5318634.0,6828367.0,13096600.0,
Stock Based Compensation,1355730.0,4353294.0,10492657.0,6730631.0,
Provisionand Write Offof Assets,328000.0,1150136.0,-1985743.0,0.0,
Depreciation And Amortization,239638908.0,175162241.0,129039106.0,109437269.0,
Depreciation,239638908.0,175162241.0,129039106.0,109437269.0,
Pension And Employee Benefit Expense,14166886.0,11715805.0,9373044.0,28198465.0,
Gain Loss On Sale Of PPE,1892364.0,-12085.0,389757.0,0.0,
Net Income From Continuing Operations,360176905.0,217622937.0,68001062.0,142609575.0,
