,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,898729175.0,898729175.0,898729175.0,898729175.0,
Share Issued,898729175.0,898729175.0,898729175.0,898729175.0,
Net Debt,7611869000.0,7359627000.0,6774696000.0,6804985000.0,
Total Debt,10375968000.0,9687756000.0,8952700000.0,7598679000.0,
Tangible Book Value,-2400054000.0,-2849843000.0,-3653506000.0,-5164681000.0,
Invested Capital,19432793000.0,18905597000.0,18311090000.0,16981588000.0,
Working Capital,1776623000.0,-5387103000.0,-1252502000.0,-1769024000.0,
Net Tangible Assets,-2400054000.0,-2849843000.0,-3653506000.0,-5164681000.0,
Capital Lease Obligations,1813484000.0,1488996000.0,1233030000.0,419332000.0,
Common Stock Equity,10870309000.0,10706837000.0,10591420000.0,9802241000.0,
Total Capitalization,19199530000.0,12940395000.0,17124393000.0,16144788000.0,
Total Equity Gross Minority Interest,10875951000.0,10706837000.0,10591420000.0,9802241000.0,
Minority Interest,5642000.0,0.0,,,
Stockholders Equity,10870309000.0,10706837000.0,10591420000.0,9802241000.0,
Retained Earnings,1831135000.0,1676969000.0,1326866000.0,635927000.0,
Capital Stock,8987292000.0,8987292000.0,8987292000.0,8987292000.0,
Common Stock,8987292000.0,8987292000.0,8987292000.0,8987292000.0,
Total Liabilities Net Minority Interest,17877352000.0,17428624000.0,16786812000.0,18658628000.0,
Total Non Current Liabilities Net Minority Interest,11511791000.0,4728638000.0,8780986000.0,9408481000.0,
Other Non Current Liabilities,,,71798000.0,107969000.0,4445416000.0
Derivative Product Liabilities,,,0.0,0.0,110123000.0
Non Current Pension And Other Postretirement Benefit Plans,147626000.0,179267000.0,176724000.0,161286000.0,
Tradeand Other Payables Non Current,1175455000.0,931407000.0,1054623000.0,2487167000.0,
Non Current Deferred Revenue,328319000.0,82090000.0,,,
Long Term Debt And Capital Lease Obligation,9860391000.0,3535874000.0,7549639000.0,6652059000.0,
Long Term Capital Lease Obligation,1531170000.0,1302316000.0,1016666000.0,309512000.0,
Long Term Debt,8329221000.0,2233558000.0,6532973000.0,6342547000.0,
Current Liabilities,6365561000.0,12699986000.0,8005826000.0,9250147000.0,
Current Deferred Taxes Liabilities,,,,65541000.0,41232000.0
Current Debt And Capital Lease Obligation,515577000.0,6151882000.0,1403061000.0,946620000.0,
Current Capital Lease Obligation,282314000.0,186680000.0,216364000.0,109820000.0,
Current Debt,233263000.0,5965202000.0,1186697000.0,836800000.0,
Pensionand Other Post Retirement Benefit Plans Current,65624000.0,55901000.0,79259000.0,62313000.0,
Current Provisions,48968000.0,133575000.0,235311000.0,225524000.0,
Payables,3482619000.0,3294066000.0,3587146000.0,4635996000.0,
Other Payable,467455000.0,639749000.0,1485199000.0,2275346000.0,
Dividends Payable,10000.0,2500000.0,1250000.0,0.0,
Total Tax Payable,88864000.0,71513000.0,144232000.0,65541000.0,
Accounts Payable,2926290000.0,2580304000.0,1956465000.0,2295109000.0,
Total Assets,28753303000.0,28135461000.0,27378232000.0,28460869000.0,
Total Non Current Assets,20611119000.0,20822578000.0,20624908000.0,20979746000.0,
Non Current Prepaid Assets,39077000.0,910072000.0,0.0,191835000.0,
Financial Assets,,0.0,75634000.0,110872000.0,0.0
Long Term Equity Investment,13072000.0,8973000.0,9739000.0,0.0,
Goodwill And Other Intangible Assets,13270363000.0,13556680000.0,14244926000.0,14966922000.0,
Other Intangible Assets,13244498000.0,13556680000.0,14244926000.0,14966922000.0,
Goodwill,25865000.0,,,,
Net PPE,7010638000.0,6075512000.0,5579080000.0,5557055000.0,
Accumulated Depreciation,-13939433000.0,-13133000000.0,-12130063000.0,-11059106000.0,
Gross PPE,20950071000.0,19208512000.0,17709143000.0,16616161000.0,
Construction In Progress,1556819000.0,872895000.0,550121000.0,209963000.0,
Other Properties,16989814000.0,16098938000.0,15266950000.0,14627881000.0,
Machinery Furniture Equipment,1503315000.0,1361587000.0,1212192000.0,1066377000.0,
Buildings And Improvements,893574000.0,868543000.0,673331000.0,513556000.0,
Land And Improvements,6549000.0,6549000.0,6549000.0,6549000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,8142184000.0,7312883000.0,6753324000.0,7481123000.0,
Other Current Assets,655753000.0,758938000.0,658831000.0,387552000.0,
Hedging Assets Current,0.0,28504000.0,0.0,,
Assets Held For Sale Current,,,0.0,2817779000.0,0.0
Restricted Cash,542000.0,1068000.0,1068000.0,1068000.0,
Prepaid Assets,479388000.0,484518000.0,505209000.0,189848000.0,
Inventory,180506000.0,263180000.0,157793000.0,146679000.0,
Inventories Adjustments Allowances,-22230000.0,-20198000.0,-23417000.0,-12963000.0,
Other Inventories,13751000.0,12442000.0,12333000.0,8511000.0,
Finished Goods,188985000.0,270936000.0,168877000.0,151131000.0,
Other Receivables,1132750000.0,1014763000.0,1032776000.0,776020000.0,
Accounts Receivable,4742630000.0,3922779000.0,3452673000.0,2787815000.0,
Allowance For Doubtful Accounts Receivable,-1370367000.0,-1095283000.0,-1217201000.0,-1079698000.0,
Gross Accounts Receivable,6112997000.0,5018062000.0,4669874000.0,3867513000.0,
Cash Cash Equivalents And Short Term Investments,950615000.0,839133000.0,944974000.0,374362000.0,
Cash And Cash Equivalents,950615000.0,839133000.0,944974000.0,374362000.0,
Cash Equivalents,150000000.0,300000000.0,575000000.0,0.0,
Cash Financial,800615000.0,539133000.0,369974000.0,374362000.0,
