,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,113521000.0,-805809000.0,-337109000.0,1348497000.0,
Repurchase Of Capital Stock,-132597000.0,-118000000.0,0.0,,
Repayment Of Debt,-3329361000.0,-1241765000.0,-827934000.0,-3284988000.0,
Issuance Of Debt,6291283000.0,2283772000.0,6685150000.0,6023840000.0,
Issuance Of Capital Stock,7125000000.0,0.0,,0.0,4778864000.0
Capital Expenditure,-4367035000.0,-4374127000.0,-3682008000.0,-1562870000.0,
End Cash Position,8057630000.0,3802995000.0,4740941000.0,6154524000.0,
Other Cash Adjustment Outside Changein Cash,,,-100281000.0,,
Beginning Cash Position,3802995000.0,4740941000.0,6154524000.0,5172921000.0,
Effect Of Exchange Rate Changes,-13892000.0,-7791000.0,-7907000.0,6298000.0,
Changes In Cash,4268527000.0,-930155000.0,-1305395000.0,975305000.0,
Financing Cash Flow,8491467000.0,369299000.0,3758123000.0,425554000.0,
Net Other Financing Charges,374360000.0,1189987000.0,182209000.0,-406261000.0,
Interest Paid Cff,-1690380000.0,-1294388000.0,-1575310000.0,-1281418000.0,
Cash Dividends Paid,-120652000.0,-450307000.0,-705992000.0,-625619000.0,
Common Stock Dividend Paid,-120652000.0,-450307000.0,-705992000.0,-625619000.0,
Net Common Stock Issuance,6992403000.0,-118000000.0,0.0,0.0,
Common Stock Payments,-132597000.0,-118000000.0,0.0,,
Common Stock Issuance,7125000000.0,0.0,,0.0,4778864000.0
Net Issuance Payments Of Debt,2961922000.0,1042007000.0,5857216000.0,2738852000.0,
Net Long Term Debt Issuance,2961922000.0,1042007000.0,5857216000.0,2738852000.0,
Long Term Debt Payments,-3329361000.0,-1241765000.0,-827934000.0,-3284988000.0,
Long Term Debt Issuance,6291283000.0,2283772000.0,6685150000.0,6023840000.0,
Investing Cash Flow,-8703496000.0,-4867772000.0,-8408417000.0,-2361616000.0,
Net Other Investing Changes,,,,-236250000.0,
Interest Received Cfi,372198000.0,317271000.0,231434000.0,118391000.0,
Net Investment Purchase And Sale,174800000.0,936991000.0,-1017793000.0,-199998000.0,
Purchase Of Investment,,,,-199998000.0,0.0
Net Business Purchase And Sale,-5706017000.0,-1763976000.0,-3998197000.0,-507871000.0,
Sale Of Business,,0.0,74019000.0,452345000.0,0.0
Purchase Of Business,-5706017000.0,-1763976000.0,-4072216000.0,-960216000.0,
Net PPE Purchase And Sale,-3544477000.0,-4358058000.0,-3623861000.0,-1535888000.0,
Sale Of PPE,822558000.0,16069000.0,58147000.0,26982000.0,
Purchase Of PPE,-4367035000.0,-4374127000.0,-3682008000.0,-1562870000.0,
Operating Cash Flow,4480556000.0,3568318000.0,3344899000.0,2911367000.0,
Taxes Refund Paid,-171995000.0,-152611000.0,-183509000.0,-101080000.0,
Dividend Received Cfo,1005567000.0,171235000.0,211332000.0,198670000.0,
Change In Working Capital,-75619000.0,1043708000.0,141360000.0,-47555000.0,
Change In Other Current Liabilities,,,,210943000.0,38536000.0
Change In Other Current Assets,2890000.0,30320000.0,49095000.0,36320000.0,
Change In Payable,714156000.0,847437000.0,138332000.0,-7110000.0,
Change In Inventory,-140637000.0,-109891000.0,-80098000.0,-28948000.0,
Change In Receivables,-652028000.0,275842000.0,34031000.0,-47817000.0,
Other Non Cash Items,1268252000.0,1050948000.0,1103006000.0,1004960000.0,
Stock Based Compensation,,,,,280000000.0
Provisionand Write Offof Assets,-53143000.0,156787000.0,73539000.0,112442000.0,
Depreciation And Amortization,614126000.0,522958000.0,463141000.0,465817000.0,
Amortization Cash Flow,26815000.0,8996000.0,15896000.0,,
Depreciation,587311000.0,513962000.0,447245000.0,465817000.0,
Pension And Employee Benefit Expense,186158000.0,153421000.0,87812000.0,66443000.0,
Gain Loss On Investment Securities,-284022000.0,-172615000.0,-54136000.0,-112919000.0,
Net Foreign Currency Exchange Gain Loss,-86317000.0,3302000.0,-15510000.0,56756000.0,
Gain Loss On Sale Of PPE,-42188000.0,-10172000.0,-5823000.0,-23278000.0,
Gain Loss On Sale Of Business,0.0,-401701000.0,5230000.0,-218521000.0,
Net Income From Continuing Operations,2218124000.0,2046795000.0,1825081000.0,1709284000.0,
