,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-41554.174839,-36849.558157,-53776.326119,-144149.774121
Tax Rate For Calcs,0.02487,0.029414,0.031391,0.14637
Normalized EBITDA,43284904.0,36131052.0,41149383.0,31169494.0
Total Unusual Items,-1670884.0,-1252807.0,-1713135.0,-984829.0
Total Unusual Items Excluding Goodwill,-1670884.0,-1252807.0,-1713135.0,-984829.0
Net Income From Continuing Operation Net Minority Interest,11138948.0,8186709.0,12285277.0,2696972.0
Reconciled Depreciation,26206359.0,23988555.0,24489752.0,24792095.0
Reconciled Cost Of Revenue,248217682.0,208883776.0,196308401.0,182125953.0
EBITDA,41614020.0,34878245.0,39436248.0,30184665.0
EBIT,15407661.0,10889690.0,14946496.0,5392570.0
Net Interest Income,-3984627.0,-2454883.0,-2263079.0,-2233153.0
Interest Expense,3984627.0,2454883.0,2263079.0,2233153.0
Normalized Income,12768277.825161,9402666.441843,13944635.673881,3537651.225879
Net Income From Continuing And Discontinued Operation,11138948.0,8186709.0,12285277.0,2696972.0
Total Expenses,351340252.0,288864003.0,265238588.0,244700814.0
Rent Expense Supplemental,25847423.0,19595349.0,15188314.0,11153294.0
Total Operating Income As Reported,15141627.0,10711516.0,15814450.0,5735270.0
Diluted Average Shares,56000000.0,56000000.0,56000000.0,56000000.0
Basic Average Shares,56000000.0,56000000.0,56000000.0,56000000.0
Diluted EPS,0.19375,0.14375,0.21875,0.048125
Basic EPS,0.19375,0.14375,0.21875,0.048125
Diluted NI Availto Com Stockholders,11138948.0,8186709.0,12285277.0,2696972.0
Net Income Common Stockholders,11138948.0,8186709.0,12285277.0,2696972.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,11138948.0,8186709.0,12285277.0,2696972.0
Net Income Including Noncontrolling Interests,11138948.0,8186709.0,12285277.0,2696972.0
Net Income Continuous Operations,11138948.0,8186709.0,12285277.0,2696972.0
Tax Provision,284086.0,248098.0,398140.0,462445.0
Pretax Income,11423034.0,8434807.0,12683417.0,3159417.0
Other Non Operating Income Expenses,1936918.0,1430981.0,845181.0,642129.0
Special Income Charges,-1670884.0,-1252807.0,-1713135.0,-984829.0
Other Special Charges,1670884.0,1252807.0,1713135.0,984829.0
Net Non Operating Interest Income Expense,-3984627.0,-2454883.0,-2263079.0,-2233153.0
Interest Expense Non Operating,3984627.0,2454883.0,2263079.0,2233153.0
Operating Income,15141627.0,10711516.0,15814450.0,5735270.0
Operating Expense,103122570.0,79980227.0,68930187.0,62574861.0
Depreciation And Amortization In Income Statement,1162333.0,1461366.0,1303364.0,1127182.0
Amortization,109623.0,132228.0,123609.0,112455.0
Depreciation Income Statement,1052710.0,1329138.0,1179755.0,1014727.0
Selling General And Administration,77209458.0,56773217.0,49505782.0,42382098.0
Selling And Marketing Expense,67786774.0,48546051.0,44151743.0,36689806.0
General And Administrative Expense,9422684.0,8227166.0,5354039.0,5692292.0
Rent And Landing Fees,1425354.0,1182098.0,938510.0,782091.0
Gross Profit,118264197.0,90691743.0,84744637.0,68310131.0
Cost Of Revenue,248217682.0,208883776.0,196308401.0,182125953.0
Total Revenue,366481879.0,299575519.0,281053038.0,250436084.0
Operating Revenue,366481879.0,299575519.0,281053038.0,250436084.0
