,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,3209542.515756,6013.351374,950127.273181,3197.92837,
Tax Rate For Calcs,0.059772,0.057628,0.030948,0.153865,
Normalized EBITDA,333959820.0,377279421.0,282714511.0,118480838.0,
Total Unusual Items,53696600.0,104348.0,30700797.0,20784.0,
Total Unusual Items Excluding Goodwill,53696600.0,104348.0,30700797.0,20784.0,
Net Income From Continuing Operation Net Minority Interest,191600752.0,180539260.0,173252043.0,54890499.0,
Reconciled Depreciation,82990954.0,79204986.0,56346009.0,42557797.0,
Reconciled Cost Of Revenue,1066036682.0,1230602002.0,1051357874.0,640460479.0,
EBITDA,387656420.0,377383769.0,313415308.0,118501622.0,
EBIT,304665466.0,298178783.0,257069299.0,75943825.0,
Net Interest Income,-30824121.0,-43678419.0,-34582433.0,-13814223.0,
Interest Expense,24765219.0,32663884.0,32662544.0,11071797.0,
Interest Income,4034361.0,1258567.0,2384285.0,222162.0,
Normalized Income,141113694.515756,180440925.351374,143501373.273181,54872912.92837,
Net Income From Continuing And Discontinued Operation,191533818.0,180630645.0,173051631.0,54205644.0,
Total Expenses,1168923286.0,1326982705.0,1119699138.0,680783965.0,
Total Operating Income As Reported,257091382.0,309193318.0,225214400.0,69511867.0,
Diluted Average Shares,50542311.0,50542311.0,51000000.0,51000000.0,
Basic Average Shares,50542311.0,50542311.0,50542311.0,50542311.0,
Diluted EPS,3.756,3.542,3.393,1.063,
Basic EPS,3.79,3.574,3.424,1.072,
Diluted NI Availto Com Stockholders,191533818.0,180630645.0,173051631.0,54205644.0,
Net Income Common Stockholders,191533818.0,180630645.0,173051631.0,54205644.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,191533818.0,180630645.0,173051631.0,54205644.0,
Minority Interests,-71569353.0,-69674585.0,-44209779.0,0.0,
Net Income Including Noncontrolling Interests,263103171.0,250305230.0,217261410.0,54205644.0,
Net Income Discontinuous Operations,-66934.0,91385.0,-200412.0,-684855.0,
Net Income Continuous Operations,263170105.0,250213845.0,217461822.0,54890499.0,
Tax Provision,16730142.0,15301054.0,6944933.0,9981529.0,
Pretax Income,279900247.0,265514899.0,224406755.0,64872028.0,
Other Non Operating Income Expenses,13697218.0,5882670.0,10160237.0,2652201.0,
Special Income Charges,53696600.0,104348.0,30700797.0,20784.0,
Other Special Charges,-53696600.0,-104348.0,9629852.0,-20784.0,
Impairment Of Capital Assets,,,,0.0,41711.0
Restructuring And Mergern Acquisition,,0.0,-40330649.0,0.0,
Net Non Operating Interest Income Expense,-30824121.0,-43678419.0,-34582433.0,-13814223.0,
Total Other Finance Cost,10093263.0,12273102.0,4304174.0,2964588.0,
Interest Expense Non Operating,24765219.0,32663884.0,32662544.0,11071797.0,
Interest Income Non Operating,4034361.0,1258567.0,2384285.0,222162.0,
Operating Income,243330550.0,303206300.0,215008986.0,66838882.0,
Operating Expense,102886604.0,96380703.0,68341264.0,40323486.0,
Other Operating Expenses,-819665.0,-1075343.0,2044329.0,580391.0,
Depreciation And Amortization In Income Statement,4591173.0,3172330.0,2759151.0,3169676.0,
Amortization,2666115.0,918953.0,374694.0,2043857.0,
Depreciation Income Statement,1925058.0,2253377.0,2384457.0,1125819.0,
Selling General And Administration,55310817.0,51380103.0,30002878.0,17039104.0,
Selling And Marketing Expense,36903119.0,28992432.0,19148442.0,10557666.0,
General And Administrative Expense,18407698.0,22387671.0,10854436.0,6481438.0,
Gross Profit,346217154.0,399587003.0,283350250.0,107162368.0,
Cost Of Revenue,1066036682.0,1230602002.0,1051357874.0,640460479.0,
Total Revenue,1412253836.0,1630189005.0,1334708124.0,747622847.0,
Operating Revenue,1412253836.0,1630189005.0,1334708124.0,747622847.0,
