,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,132882635.0,-236540886.0,-817980605.0,-88756449.0
Repayment Of Debt,-852605898.0,-827805133.0,-230615150.0,-54113636.0
Issuance Of Debt,754700000.0,1090402505.0,1076173039.0,547000000.0
Capital Expenditure,-32040720.0,-27561532.0,-12267297.0,-11882072.0
End Cash Position,21419102.0,29527685.0,41251116.0,49466261.0
Beginning Cash Position,29527685.0,41251116.0,49466261.0,17341631.0
Changes In Cash,-8108583.0,-11723431.0,-8215145.0,32124630.0
Financing Cash Flow,-145807300.0,226090475.0,814199009.0,110381079.0
Net Other Financing Charges,,,,-358623626.0
Interest Paid Cff,,,-3005282.0,-1993807.0
Net Issuance Payments Of Debt,-97905898.0,262597372.0,845557889.0,492886364.0
Net Long Term Debt Issuance,-97905898.0,262597372.0,845557889.0,492886364.0
Long Term Debt Payments,-852605898.0,-827805133.0,-230615150.0,-54113636.0
Long Term Debt Issuance,754700000.0,1090402505.0,1076173039.0,547000000.0
Investing Cash Flow,-27224638.0,-28834552.0,-16700846.0,-1382072.0
Net Investment Purchase And Sale,,,0.0,-2000000.0
Purchase Of Investment,,,0.0,-2000000.0
Net Investment Properties Purchase And Sale,,,0.0,12500000.0
Sale Of Investment Properties,,,0.0,12500000.0
Net Intangibles Purchase And Sale,-11388386.0,-6413421.0,-2120701.0,0.0
Purchase Of Intangibles,-11388386.0,-6413421.0,-2120701.0,0.0
Net PPE Purchase And Sale,-20652334.0,-21148111.0,-10146596.0,-11882072.0
Purchase Of PPE,-20652334.0,-21148111.0,-10146596.0,-11882072.0
Operating Cash Flow,164923355.0,-208979354.0,-805713308.0,-76874377.0
Taxes Refund Paid,-4663427.0,-4742730.0,-4679053.0,-3052478.0
Interest Paid Cfo,-116573234.0,-131995071.0,-60181421.0,-22209203.0
Change In Working Capital,-156787578.0,-322681021.0,216930319.0,135298239.0
Change In Other Current Assets,,,0.0,-14771400.0
Change In Accrued Expense,-3931866.0,3974400.0,19153393.0,7827924.0
Change In Payable,-59853703.0,-322626388.0,329460924.0,160375401.0
Change In Prepaid Assets,19105035.0,37169444.0,-45603164.0,-18786358.0
Change In Inventory,-1183948.0,-545562.0,252532.0,-1062571.0
Change In Receivables,-110923096.0,-40652915.0,-86333366.0,1715243.0
Other Non Cash Items,594293843.0,623303345.0,339997148.0,169566020.0
Deferred Tax,5152500.0,4700946.0,4732233.0,4679053.0
Depreciation And Amortization,444857108.0,384641169.0,269886103.0,264776379.0
Amortization Cash Flow,1152290.0,726094.0,54770.0,0.0
Depreciation,443704818.0,383915075.0,269831333.0,264776379.0
Pension And Employee Benefit Expense,8374267.0,11436866.0,25310761.0,3354408.0
Gain Loss On Sale Of PPE,,,0.0,-181840.0
Net Income From Continuing Operations,198085734.0,180301098.0,160622507.0,143662779.0
