,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,1189.78171,9993400.0,32791.502282,0.0,
Tax Rate For Calcs,0.01451,0.2,0.063921,0.007483,
Normalized EBITDA,2549276000.0,2115738000.0,2821053000.0,2308483000.0,
Total Unusual Items,82000.0,49967000.0,513000.0,-3864000.0,
Total Unusual Items Excluding Goodwill,82000.0,49967000.0,513000.0,-3864000.0,
Net Income From Continuing Operation Net Minority Interest,449428000.0,17152000.0,587002000.0,845650000.0,
Reconciled Depreciation,1531537000.0,1499043000.0,1489471000.0,1173780000.0,
Reconciled Cost Of Revenue,6128142000.0,5360571000.0,4671192000.0,5356898000.0,
EBITDA,2549358000.0,2165705000.0,2821566000.0,2308483000.0,
EBIT,1017821000.0,666662000.0,1332095000.0,1134703000.0,
Net Interest Income,-862458000.0,-976179000.0,-1033029000.0,-246552000.0,
Interest Expense,561776000.0,628448000.0,705009000.0,282677000.0,
Interest Income,79318000.0,67119000.0,90560000.0,51477000.0,
Normalized Income,449347189.78171,-22821600.0,586521791.502282,845650000.0,
Net Income From Continuing And Discontinued Operation,449428000.0,17152000.0,587002000.0,845650000.0,
Total Expenses,5691214000.0,5985054000.0,4788702000.0,5410867000.0,
Total Operating Income As Reported,1254488000.0,948123000.0,1595145000.0,1094226000.0,
Diluted Average Shares,250000000.0,250000000.0,250000000.0,250000000.0,
Basic Average Shares,250000000.0,250000000.0,250000000.0,250000000.0,
Diluted EPS,1.8,0.07,2.35,3.38,
Basic EPS,1.8,0.07,2.35,3.38,
Diluted NI Availto Com Stockholders,449428000.0,17152000.0,587002000.0,845650000.0,
Net Income Common Stockholders,449428000.0,17152000.0,587002000.0,845650000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,449428000.0,17152000.0,587002000.0,845650000.0,
Minority Interests,,,,0.0,-32655000.0
Net Income Including Noncontrolling Interests,449428000.0,17152000.0,587002000.0,845650000.0,
Net Income Continuous Operations,449428000.0,17152000.0,587002000.0,845650000.0,
Tax Provision,6617000.0,21062000.0,40084000.0,6376000.0,
Pretax Income,456045000.0,38214000.0,627086000.0,852026000.0,
Special Income Charges,82000.0,49967000.0,513000.0,-3864000.0,
Other Special Charges,-82000.0,-49967000.0,-513000.0,,
Write Off,,511181000.0,10448000.0,3864000.0,-1873000.0
Net Non Operating Interest Income Expense,-862458000.0,-976179000.0,-1033029000.0,-246552000.0,
Total Other Finance Cost,380000000.0,414850000.0,418580000.0,15352000.0,
Interest Expense Non Operating,561776000.0,628448000.0,705009000.0,282677000.0,
Interest Income Non Operating,79318000.0,67119000.0,90560000.0,51477000.0,
Operating Income,1254406000.0,898156000.0,1594632000.0,1094226000.0,
Operating Expense,-436928000.0,624483000.0,117510000.0,53969000.0,
Other Operating Expenses,-482874000.0,511783000.0,16727000.0,6544000.0,
Depreciation And Amortization In Income Statement,30157000.0,30236000.0,32134000.0,35401000.0,
Amortization,151000.0,151000.0,25000.0,307000.0,
Depreciation Income Statement,30006000.0,30085000.0,32109000.0,35094000.0,
Selling General And Administration,87520000.0,84372000.0,63824000.0,68306000.0,
General And Administrative Expense,87520000.0,84372000.0,63824000.0,68306000.0,
Gross Profit,817478000.0,1522639000.0,1712142000.0,1148195000.0,
Cost Of Revenue,6128142000.0,5360571000.0,4671192000.0,5356898000.0,
Total Revenue,6945620000.0,6883210000.0,6383334000.0,6505093000.0,
Operating Revenue,6945620000.0,6883210000.0,6383334000.0,6505093000.0,
