,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,120000000.0,120000000.0,120000000.0,120000000.0,
Share Issued,120000000.0,120000000.0,120000000.0,120000000.0,
Net Debt,332294749.0,,,,
Total Debt,586829614.0,348919442.0,213744797.0,0.0,
Tangible Book Value,2976352679.0,3069652569.0,2780046750.0,3040391442.0,
Invested Capital,3860949689.0,3683619633.0,3168979356.0,3179689827.0,
Working Capital,2148590510.0,2413289506.0,2008830113.0,2547731374.0,
Net Tangible Assets,2976352679.0,3069652569.0,2780046750.0,3040391442.0,
Capital Lease Obligations,168694812.0,157036974.0,202256755.0,0.0,
Common Stock Equity,3442814887.0,3491737165.0,3157491314.0,3179689827.0,
Total Capitalization,3742602387.0,3641803832.0,3158636615.0,3179689827.0,
Total Equity Gross Minority Interest,3442976759.0,3491737165.0,3157491314.0,3179689827.0,
Minority Interest,161872.0,0.0,,,
Stockholders Equity,3442814887.0,3491737165.0,3157491314.0,3179689827.0,
Retained Earnings,2243436020.0,2437084746.0,2090363953.0,1619689827.0,
Capital Stock,1200000000.0,1200000000.0,1200000000.0,1200000000.0,
Common Stock,1200000000.0,1200000000.0,1200000000.0,1200000000.0,
Total Liabilities Net Minority Interest,5194981701.0,5649488136.0,4507868100.0,4510357074.0,
Total Non Current Liabilities Net Minority Interest,636236059.0,603699491.0,438565412.0,79561092.0,
Derivative Product Liabilities,48144867.0,231406806.0,175363779.0,0.0,
Non Current Pension And Other Postretirement Benefit Plans,125718526.0,101309489.0,98708089.0,79561092.0,
Tradeand Other Payables Non Current,39532353.0,,,,
Non Current Deferred Revenue,11185052.0,12682832.0,12397613.0,0.0,
Long Term Debt And Capital Lease Obligation,411655261.0,258300364.0,152095931.0,0.0,
Long Term Capital Lease Obligation,111867761.0,108233697.0,150950630.0,0.0,
Long Term Debt,299787500.0,150066667.0,1145301.0,0.0,
Current Liabilities,4558745642.0,5045788645.0,4069302688.0,4430795982.0,
Other Current Liabilities,,,,,22008061.0
Current Deferred Taxes Liabilities,59265790.0,65748761.0,64221598.0,67221868.0,
Current Debt And Capital Lease Obligation,175174353.0,90619078.0,61648866.0,0.0,
Current Capital Lease Obligation,56827051.0,48803277.0,51306125.0,0.0,
Current Debt,118347302.0,41815801.0,10342741.0,0.0,
Pensionand Other Post Retirement Benefit Plans Current,158706587.0,169447394.0,105023642.0,115362304.0,
Payables,97940113.0,126407908.0,125443068.0,43717675.0,
Other Payable,24321983.0,15536910.0,14684468.0,11416994.0,
Total Tax Payable,,0.0,5827225.0,457531.0,6637535.0
Accounts Payable,73618130.0,110870998.0,104931375.0,31843150.0,
Total Assets,8637958460.0,9141225301.0,7665359414.0,7690046901.0,
Total Non Current Assets,1930622308.0,1682147150.0,1587226613.0,711519545.0,
Investmentin Financial Assets,270998699.0,172392867.0,391088818.0,55809077.0,
Held To Maturity Securities,,,391088818.0,55809077.0,55272377.0
Available For Sale Securities,172913458.0,172392867.0,391088818.0,55809077.0,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,98085241.0,0.0,,,
Long Term Equity Investment,550533716.0,551253325.0,383539746.0,400697523.0,
Investmentsin Associatesat Cost,,551253325.0,383539746.0,400697523.0,375616085.0
Goodwill And Other Intangible Assets,466462208.0,422084596.0,377444564.0,139298385.0,
Other Intangible Assets,400944845.0,356567233.0,311927201.0,139298385.0,
Goodwill,65517363.0,65517363.0,65517363.0,0.0,
Net PPE,642627685.0,536416362.0,435153485.0,115714560.0,
Accumulated Depreciation,-208968356.0,-184125139.0,-202998479.0,-169861977.0,
Gross PPE,851596041.0,720541501.0,638151964.0,285576537.0,
Construction In Progress,71097878.0,296235343.0,162467080.0,52185492.0,
Other Properties,187340286.0,169012940.0,217360938.0,5310445.0,
Machinery Furniture Equipment,584344538.0,246311796.0,249342524.0,225151367.0,
Buildings And Improvements,4678165.0,4846248.0,4846248.0,618248.0,
Land And Improvements,4135174.0,4135174.0,4135174.0,2310985.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,6707336152.0,7459078151.0,6078132801.0,6978527356.0,
Restricted Cash,3818071111.0,4425823509.0,3543416817.0,4077178204.0,
Prepaid Assets,45543537.0,114769475.0,112892383.0,101582608.0,
Other Receivables,29935785.0,21721647.0,15109719.0,14522836.0,
Taxes Receivable,122638.0,25649031.0,8638957.0,0.0,
Accounts Receivable,91707704.0,98911703.0,94707793.0,64348393.0,
Allowance For Doubtful Accounts Receivable,-28577865.0,-25507114.0,-42366363.0,-26110800.0,
Gross Accounts Receivable,120285569.0,124418817.0,137074156.0,90459193.0,
Cash Cash Equivalents And Short Term Investments,2721955377.0,2772202786.0,2303367132.0,2720895315.0,
Other Short Term Investments,2636115324.0,2436518840.0,269253058.0,618569219.0,
Cash And Cash Equivalents,85840053.0,335683946.0,2034114074.0,2102326096.0,
Cash Equivalents,0.0,265942825.0,1962624190.0,2052504555.0,
Cash Financial,85840053.0,69741121.0,71489884.0,49821541.0,
