,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,171697101.0,171697101.0,171697101.0,171697101.0,
Share Issued,171697101.0,171697101.0,171697101.0,171697101.0,
Net Debt,1301303949.0,1281454174.0,1351707142.0,1406694237.0,
Total Debt,1376222503.0,1393666200.0,1434644291.0,1439174419.0,
Tangible Book Value,1159980393.0,1228352754.0,1467111963.0,1531307325.0,
Invested Capital,2536202896.0,2622018954.0,2901756254.0,2970481744.0,
Working Capital,21488636.0,80552076.0,69111443.0,93720364.0,
Net Tangible Assets,1159980393.0,1228352754.0,1467111963.0,1531307325.0,
Common Stock Equity,1159980393.0,1228352754.0,1467111963.0,1531307325.0,
Total Capitalization,2536202896.0,2622018954.0,2901756254.0,2970481744.0,
Total Equity Gross Minority Interest,1159980393.0,1228352754.0,1467111963.0,1531307325.0,
Stockholders Equity,1159980393.0,1228352754.0,1467111963.0,1531307325.0,
Total Liabilities Net Minority Interest,1559241318.0,1544524603.0,1573767110.0,1543515199.0,
Total Non Current Liabilities Net Minority Interest,1405656202.0,1414327869.0,1454088106.0,1459213775.0,
Other Non Current Liabilities,8158724.0,5115743.0,8192423.0,13523887.0,
Non Current Pension And Other Postretirement Benefit Plans,4852072.0,4047165.0,3674234.0,3013197.0,
Long Term Debt And Capital Lease Obligation,1376222503.0,1393666200.0,1434644291.0,1439174419.0,
Long Term Debt,1376222503.0,1393666200.0,1434644291.0,1439174419.0,
Long Term Provisions,16422903.0,11498761.0,7577158.0,3502272.0,
Current Liabilities,153585116.0,130196734.0,119679004.0,84301424.0,
Other Current Liabilities,,,5984320.0,6005426.0,2121031.0
Current Debt And Capital Lease Obligation,,,,354639845.0,352911598.0
Current Debt,,,,354639845.0,352911598.0
Payables,21198734.0,15866650.0,27196388.0,44515001.0,
Other Payable,,,49709953.0,13992491.0,39816311.0
Total Tax Payable,1629044.0,1983021.0,2399088.0,0.0,
Accounts Payable,19569690.0,13883629.0,24797300.0,30522510.0,
Total Assets,2719221711.0,2772877357.0,3040879073.0,3074822524.0,
Total Non Current Assets,2544147959.0,2562128547.0,2852088626.0,2896800737.0,
Other Non Current Assets,5715569.0,3762020.0,4574442.0,13113774.0,
Investmentin Financial Assets,695347524.0,703416644.0,831914172.0,881922929.0,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,695347524.0,703416644.0,831914172.0,881922929.0,
Investment Properties,924369223.0,914121651.0,2015600012.0,2001764034.0,
Net PPE,924431212.0,944590252.0,,,
Accumulated Depreciation,-123292083.0,-103133043.0,,,
Gross PPE,1047723295.0,1047723295.0,,,
Other Properties,101271002.0,101271002.0,,,
Buildings And Improvements,670362279.0,670362279.0,,,
Land And Improvements,276090014.0,276090014.0,,,
Properties,0.0,0.0,,,
Current Assets,175073752.0,210748810.0,188790447.0,178021788.0,
Restricted Cash,,,0.0,2964325.0,4279132.0
Prepaid Assets,8968363.0,23316471.0,12248729.0,23519055.0,
Inventory,700268.0,482524.0,816857.0,806615.0,
Other Receivables,7757952.0,16134577.0,16375161.0,26254169.0,
Taxes Receivable,580010.0,5788472.0,4160723.0,7731781.0,
Accounts Receivable,82148605.0,52814740.0,72251828.0,84265661.0,
Allowance For Doubtful Accounts Receivable,-46778565.0,-11372953.0,-14910114.0,-12166982.0,
Gross Accounts Receivable,128927170.0,64187693.0,87161942.0,96432643.0,
Cash Cash Equivalents And Short Term Investments,74918554.0,112212026.0,82937149.0,32480182.0,
Cash And Cash Equivalents,74918554.0,112212026.0,82937149.0,32480182.0,
Cash Equivalents,42791074.0,60061372.0,60195249.0,1896600.0,
Cash Financial,32127480.0,52150654.0,22741900.0,30583582.0,
