,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,1115716.4,863938.6,546808.541875,1825075.778753,
Tax Rate For Calcs,0.2,0.2,0.194626,0.242092,
Normalized EBITDA,-4682537.0,16036643.0,26866521.0,19163731.0,
Total Unusual Items,5578582.0,4319693.0,2809540.0,7538784.0,
Total Unusual Items Excluding Goodwill,5578582.0,4319693.0,2809540.0,7538784.0,
Net Income From Continuing Operation Net Minority Interest,-19107882.0,930509.0,11989910.0,9795159.0,
Reconciled Depreciation,12762587.0,12384428.0,9000385.0,8542421.0,
Reconciled Cost Of Revenue,213816071.0,202795781.0,207908111.0,218451237.0,
EBITDA,896045.0,20356336.0,29676061.0,26702515.0,
EBIT,-11866542.0,7971908.0,20675676.0,18160094.0,
Net Interest Income,-7027731.0,-5690671.0,-5167577.0,-5752418.0,
Interest Expense,6700192.0,5628746.0,5788301.0,5236160.0,
Interest Income,33047.0,344240.0,620724.0,0.0,
Normalized Income,-23570747.6,-2525245.4,9727178.541875,4081450.778753,
Net Income From Continuing And Discontinued Operation,-19107882.0,930509.0,11989910.0,9795159.0,
Total Expenses,272787263.0,241965844.0,240991419.0,253942405.0,
Total Operating Income As Reported,-23198737.0,2390740.0,14902399.0,11137568.0,
Diluted Average Shares,11500000.0,11500000.0,11500000.0,11500000.0,
Basic Average Shares,11500000.0,11500000.0,11500000.0,11500000.0,
Diluted EPS,-1.66,0.08,1.04,0.85,
Basic EPS,-1.66,0.08,1.04,0.85,
Diluted NI Availto Com Stockholders,-19107882.0,930509.0,11989910.0,9795159.0,
Net Income Common Stockholders,-19107882.0,930509.0,11989910.0,9795159.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-19107882.0,930509.0,11989910.0,9795159.0,
Net Income Including Noncontrolling Interests,-19107882.0,930509.0,11989910.0,9795159.0,
Net Income Continuous Operations,-19107882.0,930509.0,11989910.0,9795159.0,
Tax Provision,541148.0,1412653.0,2897465.0,3128775.0,
Pretax Income,-18566734.0,2343162.0,14887375.0,12923934.0,
Other Non Operating Income Expenses,4035167.0,,3739453.0,4425700.0,790249.0
Special Income Charges,5578582.0,4319693.0,2792571.0,5375613.0,
Other Special Charges,-3319.0,,-7110.0,,620683.0
Impairment Of Capital Assets,,,,-149790.0,0.0
Restructuring And Mergern Acquisition,-5575263.0,-4319693.0,-2785461.0,-5375613.0,
Net Non Operating Interest Income Expense,-7027731.0,-5690671.0,-5167577.0,-5752418.0,
Total Other Finance Cost,360586.0,406165.0,444692.0,516258.0,
Interest Expense Non Operating,6700192.0,5628746.0,5788301.0,5236160.0,
Interest Income Non Operating,33047.0,344240.0,620724.0,0.0,
Operating Income,-21152752.0,3714140.0,17245412.0,6711868.0,
Operating Expense,58971192.0,39170063.0,33083308.0,35491168.0,
Other Operating Expenses,13071306.0,2575074.0,-234762.0,1703160.0,
Depreciation And Amortization In Income Statement,360512.0,357845.0,228385.0,431458.0,
Amortization,180750.0,180750.0,0.0,,
Depreciation Income Statement,179762.0,177095.0,228385.0,431458.0,
Research And Development,784280.0,1446936.0,275717.0,1218188.0,
Selling General And Administration,16559786.0,12946062.0,12240072.0,13229729.0,
Selling And Marketing Expense,10010671.0,8445399.0,7005319.0,8917459.0,
General And Administrative Expense,6549115.0,4500663.0,5234753.0,4312270.0,
Gross Profit,37818440.0,42884203.0,50328720.0,42203036.0,
Cost Of Revenue,213816071.0,202795781.0,207908111.0,218451237.0,
Total Revenue,251634511.0,245679984.0,258194159.0,260654273.0,
Operating Revenue,251634511.0,245679984.0,258194159.0,260654273.0,
