,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,30000000.0,30000000.0,30000000.0,30000000.0,
Share Issued,30000000.0,30000000.0,30000000.0,30000000.0,
Net Debt,156525067.0,105399147.0,324900552.0,133159158.0,
Total Debt,191503445.0,208152424.0,362831154.0,206557072.0,
Tangible Book Value,507443319.0,509636721.0,508265932.0,466679330.0,
Invested Capital,685684754.0,704071085.0,852614413.0,658090092.0,
Working Capital,504717512.0,509308255.0,492785927.0,455952449.0,
Net Tangible Assets,507443319.0,509636721.0,508265932.0,466679330.0,
Capital Lease Obligations,14506143.0,14689060.0,20982932.0,18839744.0,
Common Stock Equity,508687452.0,510607721.0,510766191.0,470372764.0,
Total Capitalization,513712452.0,517382721.0,519091191.0,480046514.0,
Total Equity Gross Minority Interest,500843043.0,504987934.0,506767749.0,468628403.0,
Minority Interest,-7844409.0,-5619787.0,-3998442.0,-1744361.0,
Stockholders Equity,508687452.0,510607721.0,510766191.0,470372764.0,
Retained Earnings,172101287.0,174021556.0,174180026.0,233786599.0,
Capital Stock,300000000.0,300000000.0,300000000.0,200000000.0,
Common Stock,300000000.0,300000000.0,300000000.0,200000000.0,
Total Liabilities Net Minority Interest,432557570.0,446776842.0,597275049.0,462404941.0,
Total Non Current Liabilities Net Minority Interest,82706672.0,85865278.0,87922313.0,83891450.0,
Non Current Pension And Other Postretirement Benefit Plans,70159786.0,70078886.0,68079524.0,63610909.0,
Long Term Debt And Capital Lease Obligation,12546886.0,15786392.0,19842789.0,20280541.0,
Long Term Capital Lease Obligation,7521886.0,9011392.0,11517789.0,10606791.0,
Long Term Debt,5025000.0,6775000.0,8325000.0,9673750.0,
Current Liabilities,349850898.0,360911564.0,509352736.0,378513491.0,
Other Current Liabilities,6302395.0,7944375.0,7315909.0,4577252.0,
Current Deferred Taxes Liabilities,,,,12162991.0,6929683.0
Current Debt And Capital Lease Obligation,178956559.0,192366032.0,342988365.0,186276531.0,
Current Capital Lease Obligation,6984257.0,5677668.0,9465143.0,8232953.0,
Current Debt,171972302.0,186688364.0,333523222.0,178043578.0,
Payables,67672278.0,76032303.0,69143214.0,82904725.0,
Other Payable,2077994.0,2467513.0,3516464.0,,4963020.0
Total Tax Payable,17599959.0,17313405.0,15899586.0,14413995.0,
Accounts Payable,47994325.0,56251385.0,49727164.0,68490730.0,
Total Assets,933400613.0,951764776.0,1104042798.0,931033344.0,
Total Non Current Assets,78832203.0,81544957.0,101904135.0,96567404.0,
Other Non Current Assets,3469170.0,1861548.0,,,70523.0
Non Current Prepaid Assets,2002650.0,1247010.0,5766271.0,3712308.0,
Investment Properties,30880746.0,31226545.0,31572345.0,31918144.0,
Goodwill And Other Intangible Assets,1244133.0,971000.0,2500259.0,3693434.0,
Other Intangible Assets,1244133.0,971000.0,2500259.0,3693434.0,
Net PPE,41235504.0,46238854.0,62065260.0,57243518.0,
Accumulated Depreciation,-107894854.0,-104274342.0,-95421918.0,-79195949.0,
Gross PPE,149130358.0,150513196.0,157487178.0,136439467.0,
Other Properties,37918395.0,36210475.0,35531870.0,34306013.0,
Machinery Furniture Equipment,61654979.0,63230076.0,63404088.0,54264497.0,
Buildings And Improvements,49556984.0,51072645.0,58551220.0,47868957.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,854568410.0,870219819.0,1002138663.0,834465940.0,
Other Current Assets,494348.0,744732.0,2759331.0,551976.0,
Current Deferred Assets,,,,12241632.0,12141128.0
Prepaid Assets,51928791.0,56428252.0,58365431.0,63818059.0,
Inventory,65845409.0,103207010.0,105033060.0,97679230.0,
Inventories Adjustments Allowances,-14973744.0,-13517300.0,-16382708.0,-13853567.0,
Other Inventories,13639861.0,13143216.0,12770801.0,11126360.0,
Finished Goods,67179292.0,103581094.0,108644967.0,100406437.0,
Other Receivables,190202247.0,187143833.0,208170244.0,186333991.0,
Taxes Receivable,758046.0,578760.0,1743966.0,0.0,
Accounts Receivable,524867334.0,434053015.0,609118961.0,431524514.0,
Allowance For Doubtful Accounts Receivable,-24908724.0,-23358035.0,-27945225.0,-49450527.0,
Gross Accounts Receivable,549776058.0,457411050.0,637064186.0,480975041.0,
Cash Cash Equivalents And Short Term Investments,20472235.0,88064217.0,16947670.0,54558170.0,
Cash And Cash Equivalents,20472235.0,88064217.0,16947670.0,54558170.0,
Cash Equivalents,,,0.0,1000000.0,
Cash Financial,20472235.0,88064217.0,16947670.0,53558170.0,
