,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,6146957.15381,5658232.899513,1419000.4,-234264.436085
Tax Rate For Calcs,0.049242,0.084721,0.2,0.118397
Normalized EBITDA,639417805.0,680711740.0,526833630.0,298180162.0
Total Unusual Items,124832493.0,66786829.0,7095002.0,-1978636.0
Total Unusual Items Excluding Goodwill,124832493.0,66786829.0,7095002.0,-1978636.0
Net Income From Continuing Operation Net Minority Interest,301884250.0,282001652.0,17038421.0,75182816.0
Reconciled Depreciation,245950804.0,216747226.0,189812682.0,145974078.0
Reconciled Cost Of Revenue,1942590956.0,1768921515.0,1638760165.0,1471735233.0
EBITDA,764250298.0,747498569.0,533928632.0,296201526.0
EBIT,518299494.0,530751343.0,344115950.0,150227448.0
Net Interest Income,-206783506.0,-227495088.0,-162614528.0,-73168897.0
Interest Expense,192808126.0,220588453.0,153179292.0,69009078.0
Normalized Income,183198714.15381,220873055.899513,11362419.4,76927187.563915
Net Income From Continuing And Discontinued Operation,301884250.0,282001652.0,17038421.0,75182816.0
Total Expenses,2709608092.0,2436189305.0,2322155052.0,2006893132.0
Total Operating Income As Reported,387295647.0,440932155.0,323967255.0,140340588.0
Diluted Average Shares,92040000.0,92040000.0,92040000.0,92040000.0
Basic Average Shares,92040000.0,92040000.0,92040000.0,92040000.0
Diluted EPS,3.28,3.06,0.19,0.82
Basic EPS,3.28,3.06,0.19,0.82
Diluted NI Availto Com Stockholders,301884250.0,282001652.0,17038421.0,75182816.0
Net Income Common Stockholders,301884250.0,282001652.0,17038421.0,75182816.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,301884250.0,282001652.0,17038421.0,75182816.0
Minority Interests,-7579388.0,-1883993.0,-3458125.0,3580452.0
Net Income Including Noncontrolling Interests,309463638.0,283885645.0,20496546.0,71602364.0
Net Income Continuous Operations,309463638.0,283885645.0,20496546.0,71602364.0
Tax Provision,16027730.0,26277245.0,170440112.0,9616006.0
Pretax Income,325491368.0,310162890.0,190936658.0,81218370.0
Other Non Operating Income Expenses,28274849.0,24765691.0,15440761.0,11515299.0
Special Income Charges,113259737.0,64513900.0,-755348.0,-1978636.0
Other Special Charges,-113259737.0,-64513900.0,755348.0,1978636.0
Net Non Operating Interest Income Expense,-206783506.0,-227495088.0,-162614528.0,-73168897.0
Total Other Finance Cost,13975380.0,6906635.0,9435236.0,4159819.0
Interest Expense Non Operating,192808126.0,220588453.0,153179292.0,69009078.0
Operating Income,393024861.0,446628986.0,331015423.0,144850604.0
Operating Expense,767017136.0,667267790.0,683394887.0,535157899.0
Other Operating Expenses,24398649.0,-16397593.0,81799995.0,23513652.0
Depreciation And Amortization In Income Statement,59207091.0,57215639.0,42637096.0,33293144.0
Amortization,12840295.0,10570547.0,2722204.0,1517135.0
Depreciation Income Statement,46366796.0,46645092.0,39914892.0,31776009.0
Selling General And Administration,229804104.0,217954447.0,163212208.0,114350542.0
Selling And Marketing Expense,100417348.0,73183454.0,51077197.0,30383444.0
General And Administrative Expense,129386756.0,144770993.0,112135011.0,83967098.0
Gross Profit,1160041997.0,1113896776.0,1014410310.0,680008503.0
Cost Of Revenue,1942590956.0,1768921515.0,1638760165.0,1471735233.0
Total Revenue,3102632953.0,2882818291.0,2653170475.0,2151743736.0
Operating Revenue,3102632953.0,2882818291.0,2653170475.0,2151743736.0
