,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,509463192.0,695244382.0,529848791.0,610904881.0
Repurchase Of Capital Stock,0.0,-14985400.0,0.0,
Repayment Of Debt,-247768054.0,0.0,,
Issuance Of Debt,537000000.0,0.0,,
Capital Expenditure,-161363510.0,-253021692.0,-231121987.0,-135296132.0
End Cash Position,284721610.0,429041321.0,521134570.0,509251728.0
Beginning Cash Position,429041321.0,521134570.0,509251728.0,484094320.0
Effect Of Exchange Rate Changes,-10463061.0,-7092036.0,6134479.0,833144.0
Changes In Cash,-133856650.0,-85001213.0,5748363.0,24324264.0
Financing Cash Flow,-215671715.0,-508712857.0,-520964955.0,-375590365.0
Net Other Financing Charges,,20756049.0,,
Interest Paid Cff,-15531464.0,0.0,,
Cash Dividends Paid,-159740000.0,-228260000.0,-228600000.0,-177165000.0
Common Stock Dividend Paid,-159740000.0,-228260000.0,-228600000.0,-177165000.0
Net Common Stock Issuance,0.0,-14985400.0,0.0,
Common Stock Payments,0.0,-14985400.0,0.0,
Net Issuance Payments Of Debt,289231946.0,0.0,,
Net Long Term Debt Issuance,289231946.0,0.0,,
Long Term Debt Payments,-247768054.0,0.0,,
Long Term Debt Issuance,537000000.0,0.0,,
Investing Cash Flow,-589011637.0,-524554430.0,-234257460.0,-346286384.0
Net Other Investing Changes,40800000.0,-40800000.0,,
Interest Received Cfi,4781369.0,13969374.0,15095533.0,
Net Investment Purchase And Sale,11812500.0,-38043760.0,-11250000.0,0.0
Sale Of Investment,11812500.0,,,
Purchase Of Investment,0.0,-38043760.0,-11250000.0,0.0
Net Business Purchase And Sale,-488738265.0,-208004364.0,-9813581.0,-213207080.0
Purchase Of Business,-488738265.0,-208004364.0,-9813581.0,-213207080.0
Net Intangibles Purchase And Sale,-15809842.0,-50526102.0,-7739586.0,-1369552.0
Purchase Of Intangibles,-15809842.0,-50526102.0,-7739586.0,-1369552.0
Net PPE Purchase And Sale,-141857399.0,-201149578.0,-220549826.0,-131709752.0
Sale Of PPE,3696269.0,1346012.0,2832575.0,2216828.0
Purchase Of PPE,-145553668.0,-202495590.0,-223382401.0,-133926580.0
Operating Cash Flow,670826702.0,948266074.0,760970778.0,746201013.0
Taxes Refund Paid,-29905664.0,-24067819.0,-17182170.0,-22449741.0
Interest Paid Cfo,-108566132.0,-92974256.0,-89176512.0,-85012579.0
Change In Working Capital,-143232609.0,191424460.0,24423860.0,227860254.0
Change In Other Current Assets,-7749328.0,-10293905.0,4509068.0,1988030.0
Change In Payable,58633215.0,84456616.0,178004081.0,168084956.0
Change In Prepaid Assets,8376404.0,-26591772.0,-24506822.0,5064762.0
Change In Inventory,-107385467.0,-167020541.0,-72119775.0,-59034901.0
Change In Receivables,-95107433.0,310874062.0,-61462692.0,111757407.0
Other Non Cash Items,122505559.0,77887696.0,72052452.0,27668955.0
Deferred Tax,26824989.0,19082938.0,17764317.0,25330545.0
Depreciation And Amortization,516164882.0,476607553.0,464142195.0,439260990.0
Amortization Cash Flow,14072254.0,17032021.0,16812648.0,1497756.0
Depreciation,502092628.0,459575532.0,447329547.0,437763234.0
Pension And Employee Benefit Expense,29807033.0,24596571.0,21916555.0,17785836.0
Gain Loss On Sale Of PPE,-3025258.0,2279080.0,-548223.0,-525483.0
Net Income From Continuing Operations,270043256.0,280245234.0,275066458.0,124732624.0
