,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-56354406.0,-15917357.0,5885808.0,3683221.0,
Repayment Of Debt,-10000000.0,-3100000.0,0.0,,
Issuance Of Debt,33619716.0,5000000.0,0.0,,
Capital Expenditure,-33919925.0,-4053226.0,-2463021.0,-5677432.0,
End Cash Position,14229893.0,4218244.0,44679339.0,39135249.0,
Beginning Cash Position,4218244.0,44679339.0,39135249.0,36225600.0,
Changes In Cash,10011649.0,-40461095.0,5544090.0,2909649.0,
Financing Cash Flow,21114055.0,395862.0,-541668.0,-782572.0,
Interest Paid Cff,-1159673.0,0.0,-192859.0,-192574.0,
Net Issuance Payments Of Debt,23619716.0,1900000.0,0.0,,
Net Short Term Debt Issuance,3619716.0,5000000.0,0.0,,
Short Term Debt Payments,-10000000.0,0.0,,,
Short Term Debt Issuance,13619716.0,5000000.0,0.0,,
Net Long Term Debt Issuance,20000000.0,-3100000.0,0.0,,
Long Term Debt Payments,0.0,-3100000.0,0.0,,
Long Term Debt Issuance,20000000.0,0.0,,,
Investing Cash Flow,11332075.0,-28992826.0,-2263071.0,-5668432.0,
Net Business Purchase And Sale,0.0,-25000000.0,0.0,,
Purchase Of Business,0.0,-25000000.0,0.0,,
Net Intangibles Purchase And Sale,-101000.0,-117190.0,-157641.0,0.0,
Purchase Of Intangibles,-101000.0,-117190.0,-157641.0,0.0,
Net PPE Purchase And Sale,11433075.0,-3875636.0,-2105430.0,-5668432.0,
Sale Of PPE,45252000.0,60400.0,199950.0,9000.0,
Purchase Of PPE,-33818925.0,-3936036.0,-2305380.0,-5677432.0,
Operating Cash Flow,-22434481.0,-11864131.0,8348829.0,9360653.0,
Taxes Refund Paid,-1391662.0,-2877221.0,-2349910.0,-3060570.0,
Change In Working Capital,15719284.0,3994344.0,6556780.0,5247810.0,
Change In Other Current Assets,190549.0,326747.0,-363508.0,5313.0,
Change In Accrued Expense,2063430.0,-952149.0,-1858824.0,271473.0,
Change In Payable,5368417.0,2663330.0,-1744951.0,-4076769.0,
Change In Prepaid Assets,181784.0,-4128571.0,2004472.0,-1743233.0,
Change In Inventory,13584911.0,-999014.0,-5554814.0,1373333.0,
Change In Receivables,-5669807.0,7084001.0,14074405.0,9417693.0,
Other Non Cash Items,1689737.0,1732919.0,283280.0,339320.0,
Provisionand Write Offof Assets,3582380.0,166954.0,-1140817.0,0.0,
Deferred Tax,,,3518854.0,3042105.0,2397236.0
Depreciation And Amortization,5934065.0,12146100.0,14895888.0,13529996.0,
Amortization Cash Flow,47601.0,84426.0,342210.0,342212.0,
Depreciation,5886464.0,12061674.0,14553678.0,13187784.0,
Pension And Employee Benefit Expense,1352506.0,1229578.0,2145759.0,1185530.0,
Gain Loss On Sale Of PPE,-21985694.0,-60397.0,-180820.0,-8996.0,
Net Income From Continuing Operations,-30971416.0,-106999242.0,-55621212.0,-8762676.0,
