,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,82000000.0,82000000.0,82000000.0,82000000.0,
Share Issued,82000000.0,82000000.0,82000000.0,82000000.0,
Net Debt,9041334.0,,,,
Total Debt,862079027.0,379004074.0,244703303.0,307370093.0,
Tangible Book Value,1558953792.0,1451815663.0,1286057574.0,1119889154.0,
Invested Capital,1979197848.0,1613260259.0,1286068464.0,1119926179.0,
Working Capital,732197939.0,853714621.0,890202363.0,798326698.0,
Net Tangible Assets,1558953792.0,1451815663.0,1286057574.0,1119889154.0,
Capital Lease Obligations,457734302.0,217559478.0,244703303.0,307370093.0,
Common Stock Equity,1574853123.0,1451815663.0,1286068464.0,1119926179.0,
Total Capitalization,1956421617.0,1609106041.0,1286068464.0,1119926179.0,
Total Equity Gross Minority Interest,1574853123.0,1451815663.0,1286068464.0,1119926179.0,
Stockholders Equity,1574853123.0,1451815663.0,1286068464.0,1119926179.0,
Retained Earnings,509924583.0,385815663.0,220068464.0,53926179.0,
Capital Stock,820000000.0,820000000.0,820000000.0,820000000.0,
Common Stock,820000000.0,820000000.0,820000000.0,820000000.0,
Total Liabilities Net Minority Interest,1876726304.0,1236022691.0,908823567.0,911268650.0,
Total Non Current Liabilities Net Minority Interest,951474082.0,496652904.0,326804449.0,348665066.0,
Non Current Pension And Other Postretirement Benefit Plans,177089229.0,173884881.0,176548553.0,173344475.0,
Long Term Debt And Capital Lease Obligation,774384853.0,322768023.0,150255896.0,175320591.0,
Long Term Capital Lease Obligation,392816359.0,165477645.0,150255896.0,175320591.0,
Long Term Debt,381568494.0,157290378.0,0.0,,
Current Liabilities,925252222.0,739369787.0,582019118.0,562603584.0,
Current Debt And Capital Lease Obligation,87694174.0,56236051.0,94447407.0,132049502.0,
Current Capital Lease Obligation,64917943.0,52081833.0,94447407.0,132049502.0,
Current Debt,22776231.0,4154218.0,0.0,,
Payables,291574682.0,305459593.0,183609203.0,159701300.0,
Dividends Payable,3148283.0,2613538.0,2729578.0,2446535.0,
Total Tax Payable,14485524.0,19982056.0,25528529.0,21650574.0,
Accounts Payable,273940875.0,282863999.0,155351096.0,135604191.0,
Total Assets,3451579427.0,2687838354.0,2194892031.0,2031194829.0,
Total Non Current Assets,1794129266.0,1094753946.0,722670550.0,670264547.0,
Non Current Prepaid Assets,3790764.0,3790764.0,1875000.0,1875000.0,
Financial Assets,2421003.0,,,,
Long Term Equity Investment,38119256.0,43338366.0,36954874.0,21543123.0,
Investmentsin Associatesat Cost,38119256.0,43338366.0,36954874.0,21543123.0,
Investment Properties,24885406.0,26775735.0,28734575.0,30693416.0,
Goodwill And Other Intangible Assets,15899331.0,0.0,10890.0,37025.0,
Other Intangible Assets,15899331.0,,10890.0,37025.0,430684.0
Net PPE,1704783506.0,1016619081.0,649875063.0,608095881.0,
Accumulated Depreciation,-813904480.0,-892201859.0,-794831006.0,-745275357.0,
Gross PPE,2518687986.0,1908820940.0,1444706069.0,1353371238.0,
Construction In Progress,40833747.0,515186538.0,117698714.0,10908514.0,
Other Properties,481954389.0,223631790.0,206656576.0,193462944.0,
Machinery Furniture Equipment,194475352.0,169136915.0,162652499.0,161754537.0,
Buildings And Improvements,1702415839.0,909181602.0,866014185.0,893644819.0,
Land And Improvements,99008659.0,91684095.0,91684095.0,93600424.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,1657450161.0,1593084408.0,1472221481.0,1360930282.0,
Restricted Cash,5924208.0,5384208.0,5557100.0,8800254.0,
Prepaid Assets,91766071.0,125622497.0,76576653.0,57986737.0,
Inventory,93642468.0,84577494.0,77190313.0,61522406.0,
Inventories Adjustments Allowances,-13969350.0,-30984938.0,-33886524.0,-39249504.0,
Other Inventories,77998883.0,91317014.0,88857045.0,78750888.0,
Raw Materials,29612935.0,24245418.0,22219792.0,22021022.0,
Other Receivables,-31204850.0,-57893483.0,-97593033.0,-104289020.0,
Taxes Receivable,7176173.0,25848868.0,4509326.0,3452652.0,
Accounts Receivable,1090274085.0,775615090.0,701477343.0,903206492.0,
Allowance For Doubtful Accounts Receivable,,,,-148413824.0,-126596732.0
Gross Accounts Receivable,,,,903206492.0,791394059.0
Cash Cash Equivalents And Short Term Investments,395303391.0,628688642.0,699726181.0,414792028.0,
Cash And Cash Equivalents,395303391.0,628688642.0,699726181.0,414792028.0,
Cash Equivalents,,,,100000000.0,0.0
Cash Financial,,,,317242028.0,176462367.0
